seqnames	strand	gene	cluster	TC.start	TC.end	TC.width	support	score	mean_shape	min_shape	max_shape	consensus_peak	min_peak	max_peak	hpi_samples	cell_lines	CAGE_TC_significance
LT934125.1	-	TC_1667	1667	68543	68543	0	1	27.285874	0	0	0	68543	68543	68543			
LT934125.1	-	TC_1668	1668	68641	68655	14	2	75.887957	0	0	0	68648	68641	68655			
LT934125.1	-	TC_1669	1669	68782	68782	0	1	62.932662	0	0	0	68782	68782	68782			
LT934125.1	-	TC_1670	1670	68886	68887	0	1	54.571748	1	1	1	68886	68886	68886			*
LT934125.1	-	TC_1671	1671	69025	69025	0	1	241.779497	0	0	0	69025	69025	69025			
LT934125.1	-	TC_1672	1672	69140	69140	0	1	27.285874	0	0	0	69140	69140	69140			
LT934125.1	-	TC_1673	1673	69285	69304	19	2	595.145045	0	0	0	69294	69285	69304			
LT934125.1	-	TC_1674	1674	69382	69382	0	1	62.932662	0	0	0	69382	69382	69382			
LT934125.1	-	TC_1675	1675	69500	69515	15	2	51.586915	0	0	0	69508	69500	69515			
LT934125.1	-	TC_1676	1676	69593	69596	3	2	269.065371	0	0	0	69594	69593	69596			**
LT934125.1	-	TC_1677	1677	70464	70464	0	1	27.285874	0	0	0	70464	70464	70464			*
LT934125.1	-	TC_1678	1678	71162	71162	0	1	27.285874	0	0	0	71162	71162	71162			*
LT934125.1	-	TC_1679	1679	71270	71270	0	1	241.779497	0	0	0	71270	71270	71270			*
LT934125.1	-	TC_1680	1680	71369	71369	0	1	567.859171	0	0	0	71369	71369	71369			
LT934125.1	-	TC_1681	1681	71486	71486	0	1	24.301041	0	0	0	71486	71486	71486			*
LT934125.1	-	TC_1682	1682	71532	71532	0	1	27.285874	0	0	0	71532	71532	71532			*
LT934125.1	-	TC_1683	1683	71776	71778	2	2	99.384224	0	0	0	71777	71776	71778			**
LT934125.1	-	TC_1684	1684	71811	71811	0	1	27.285874	0	0	0	71811	71811	71811			*
LT934125.1	-	TC_1685	1685	71881	71889	4	6	2138.784798	0	0	4.255859032254	71884	71882	71886			***
LT934125.1	-	TC_1686	1686	71949	71949	0	1	567.859171	0	0	0	71949	71949	71949			*
LT934125.1	-	TC_1687	1687	72006	72006	0	1	27.285874	0	0	0	72006	72006	72006			*
LT934125.1	-	TC_1688	1688	72080	72080	0	1	27.285874	0	0	0	72080	72080	72080			*
LT934125.1	-	TC_1689	1689	72170	72174	4	2	809.638668	0	0	0	72172	72170	72174			**
LT934125.1	-	TC_1690	1690	72311	72321	10	2	90.218536	0	0	0	72316	72311	72321			**
LT934125.1	-	TC_1691	1691	72486	72486	0	1	27.285874	0	0	0	72486	72486	72486			*
LT934125.1	-	TC_1692	1692	72732	72742	10	3	344.363506	0	0	6.9188632372746	72738	72732	72742			***
LT934125.1	-	TC_1693	1693	72827	72827	0	2	269.065371	0	0	0	72827	72827	72827			**
LT934125.1	-	TC_1694	1694	72871	72874	3	3	347.93816	0	0	0	72872	72871	72874			***
LT934125.1	-	TC_1695	1695	72941	72941	0	1	62.932662	0	0	0	72941	72941	72941			*
LT934125.1	-	TC_1696	1696	72977	72977	0	1	241.779497	0	0	0	72977	72977	72977			*
LT934125.1	-	TC_1697	1697	73108	73111	0	4	360.106696	0	0	1.83659166810898	73108	73108	73108			***
LT934125.1	-	TC_1698	1698	73235	73235	0	1	27.285874	0	0	0	73235	73235	73235			*
LT934125.1	-	TC_1699	1699	73274	73274	0	1	62.932662	0	0	0	73274	73274	73274			*
LT934125.1	-	TC_1700	1700	73686	73686	0	1	27.285874	0	0	0	73686	73686	73686			*
LT934125.1	-	TC_1701	1701	73983	73983	0	1	62.932662	0	0	0	73983	73983	73983			*
LT934125.1	-	TC_1702	1702	74345	74352	4	4	616.254636	0	0	2	74346	74345	74349			***
LT934125.1	-	TC_1703	1703	74958	74958	0	1	62.932662	0	0	0	74958	74958	74958			*
LT934125.1	-	TC_1704	1704	75599	75601	2	3	687.256772	0	0	1.45546446969467	75600	75599	75601			***
LT934125.1	-	TC_1705	1705	75734	75736	2	2	200.166806	0	0	1.45546446154482	75735	75734	75736			**
LT934125.1	-	TC_1706	1706	75915	75915	0	1	62.932662	0	0	0	75915	75915	75915			*
LT934125.1	-	TC_1707	1707	75949	75957	0	1	81.857622	2.91092892308965	2.91092892308965	2.91092892308965	75957	75957	75957			*
LT934125.1	-	TC_1708	1708	76021	76021	0	1	27.285874	0	0	0	76021	76021	76021			*
LT934125.1	-	TC_1709	1709	76056	76056	0	1	62.932662	0	0	0	76056	76056	76056			*
LT934125.1	-	TC_1710	1710	76120	76120	0	1	62.932662	0	0	0	76120	76120	76120			*
LT934125.1	-	TC_1711	1711	76680	76680	0	1	27.285874	0	0	0	76680	76680	76680			*
LT934125.1	-	TC_1712	1712	76860	76870	3	6	3525.445459	0	0	4.51762875856324	76862	76860	76863			***
LT934125.1	-	TC_1713	1713	77066	77066	0	1	62.932662	0	0	0	77066	77066	77066			
LT934125.1	-	TC_1714	1714	77137	77139	0	2	160.730411	0	0	1.14422895861353	77139	77139	77139			**
LT934125.1	-	TC_1715	1715	77180	77180	0	1	27.285874	0	0	0	77180	77180	77180			
LT934125.1	-	TC_1716	1716	77605	77605	0	2	87.233703	0	0	0	77605	77605	77605			**
LT934125.1	-	TC_1717	1717	77804	77804	0	1	27.285874	0	0	0	77804	77804	77804			
LT934125.1	-	TC_1718	1718	77985	77987	2	3	226.352271	0	0	1.56457635523601	77986	77985	77987			**
LT934125.1	-	TC_1719	1719	78186	78186	0	1	1135.718342	0	0	0	78186	78186	78186			*
LT934125.1	-	TC_1720	1720	79145	79145	0	1	27.285874	0	0	0	79145	79145	79145			
LT934125.1	-	TC_1721	1721	79230	79230	0	1	62.932662	0	0	0	79230	79230	79230			
LT934125.1	-	TC_1722	1722	79388	79390	2	3	180.254443	0	0	2.2279470025383	79389	79388	79390			**
LT934125.1	-	TC_1723	1723	79513	79513	0	1	62.932662	0	0	0	79513	79513	79513			*
LT934125.1	-	TC_1724	1724	79576	79576	0	1	27.285874	0	0	0	79576	79576	79576			*
LT934125.1	-	TC_1725	1725	79899	79899	0	1	27.285874	0	0	0	79899	79899	79899			*
LT934125.1	-	TC_1726	1726	79955	79955	0	1	27.285874	0	0	0	79955	79955	79955			*
LT934125.1	-	TC_1727	1727	80050	80050	0	1	27.285874	0	0	0	80050	80050	80050			*
LT934125.1	-	TC_1728	1728	80238	80238	0	1	27.285874	0	0	0	80238	80238	80238			*
LT934125.1	-	TC_1729	1729	80621	80655	34	3	80.398405	0	0	0	80636	80621	80655			*
LT934125.1	-	TC_1730	1730	80835	80858	23	2	118.309184	0	0	2.75488750216347	80846	80835	80858			**
LT934125.1	-	TC_1731	1731	80889	80911	11	2	335.791402	0	0	5.43896689583748	80894	80889	80900			**
LT934125.1	-	TC_1732	1732	80958	80968	7	3	220.67824	0	0	5.18914742795595	80960	80958	80965			**
LT934125.1	-	TC_1733	1733	81007	81008	1	3	238.873593	0	0	0	81007	81007	81008			**
LT934125.1	-	TC_1734	1734	81074	81093	1	2	536.762983	0	0	2.09952851604225	81086	81086	81087			**
LT934125.1	-	TC_1735	1735	81161	81163	2	3	81.744617	0	0	0	81162	81161	81163			*
LT934125.1	-	TC_1736	1736	81229	81247	16	3	223.663073	0	0	7.68771237954945	81240	81229	81245			**
LT934125.1	-	TC_1737	1737	81365	81366	1	3	180.804647	0	0	0	81365	81365	81366			**
LT934125.1	-	TC_1738	1738	81426	81428	1	5	910.542053	0	0	0.696212261485348	81427	81427	81428			***
LT934125.1	-	TC_1739	1739	81490	81504	2	5	1580.147223	0	0	1.53312595051839	81492	81491	81493			***
LT934125.1	-	TC_1740	1740	81563	81576	13	3	263.669466	0	0	0	81568	81563	81576			**
LT934125.1	-	TC_1741	1741	81608	81609	0	2	123.549241	0	0	0.811278124459133	81608	81608	81608			**
LT934125.1	-	TC_1742	1742	81686	81708	22	6	1499.427315	0	0	0	81690	81686	81708			***
LT934125.1	-	TC_1743	1743	81804	81821	1	6	83516.820632	0.961236604758204	0.961236604758204	6.03514336146322	81804	81804	81805			***
LT934125.1	-	TC_1744	1744	81872	81902	16	5	3128.800646	0	0	9.48038373242601	81891	81881	81897			***
LT934125.1	-	TC_1745	1745	82023	82026	1	3	198.157385	0	0	3.06200030206266	82023	82023	82024			**
LT934125.1	-	TC_1746	1746	82076	82076	0	1	54.571748	0	0	0	82076	82076	82076			*
LT934125.1	-	TC_1747	1747	82139	82139	0	1	24.301041	0	0	0	82139	82139	82139			*
LT934125.1	-	TC_1748	1748	82203	82212	0	1	125.865324	3.32192809488736	3.32192809488736	3.32192809488736	82203	82203	82203			*
LT934125.1	-	TC_1749	1749	82433	82433	0	1	27.285874	0	0	0	82433	82433	82433			*
LT934125.1	-	TC_1750	1750	82812	82812	0	1	27.285874	0	0	0	82812	82812	82812			*
LT934125.1	-	TC_1751	1751	83103	83103	0	1	24.301041	0	0	0	83103	83103	83103			*
LT934125.1	-	TC_1752	1752	83202	83205	3	4	143.331067	0	0	0	83203	83202	83205			**
LT934125.1	-	TC_1753	1753	83286	83286	0	1	567.859171	0	0	0	83286	83286	83286			*
LT934125.1	-	TC_1754	1754	83713	83713	0	1	27.285874	0	0	0	83713	83713	83713			*
LT934125.1	-	TC_1755	1755	83926	83926	0	1	14.405745	0	0	0	83926	83926	83926			*
LT934125.1	-	TC_1756	1756	84476	84476	0	1	27.285874	0	0	0	84476	84476	84476			*
LT934125.1	-	TC_1757	1757	84518	84518	0	1	27.285874	0	0	0	84518	84518	84518			*
LT934125.1	-	TC_1758	1758	84963	84963	0	1	27.285874	0	0	0	84963	84963	84963			*
LT934125.1	-	TC_1759	1759	85656	85656	0	1	54.021544	0	0	0	85656	85656	85656			*
LT934125.1	-	TC_1760	1760	85981	85981	0	1	27.285874	0	0	0	85981	85981	85981			*
LT934125.1	-	TC_1761	1761	86359	86359	0	1	27.285874	0	0	0	86359	86359	86359			*
LT934125.1	-	TC_1762	1762	86403	86403	0	1	62.932662	0	0	0	86403	86403	86403			*
LT934125.1	-	TC_1763	1763	86459	86459	0	1	27.285874	0	0	0	86459	86459	86459			*
LT934125.1	-	TC_1764	1764	86581	86584	3	2	90.218536	0	0	0	86582	86581	86584			**
LT934125.1	-	TC_1765	1765	86709	86709	0	1	27.285874	0	0	0	86709	86709	86709			*
LT934125.1	-	TC_1766	1766	86752	86752	0	1	62.932662	0	0	0	86752	86752	86752			*
LT934125.1	-	TC_1767	1767	86821	86821	0	1	62.932662	0	0	0	86821	86821	86821			*
LT934125.1	-	TC_1768	1768	86889	86907	9	2	117.50441	0	0	3.32192809488736	86894	86889	86898			**
LT934125.1	-	TC_1769	1769	87157	87165	8	6	4220.577227	0	0	4.31899752112804	87161	87157	87165			***
LT934125.1	-	TC_1770	1770	87209	87209	0	1	27.285874	0	0	0	87209	87209	87209			*
LT934125.1	-	TC_1771	1771	87446	87448	0	3	293.422267	0	0	2.37744375108173	87447	87447	87447			**
LT934125.1	-	TC_1772	1772	87680	87680	0	1	27.285874	0	0	0	87680	87680	87680			*
LT934125.1	-	TC_1773	1773	87726	87726	0	1	62.932662	0	0	0	87726	87726	87726			*
LT934125.1	-	TC_1774	1774	87883	87883	0	1	62.932662	0	0	0	87883	87883	87883			*
LT934125.1	-	TC_1775	1775	87956	87956	0	1	27.285874	0	0	0	87956	87956	87956			*
LT934125.1	-	TC_1776	1776	88003	88003	0	2	87.233703	0	0	0	88003	88003	88003			**
LT934125.1	-	TC_1777	1777	88471	88471	0	1	27.285874	0	0	0	88471	88471	88471			*
LT934125.1	-	TC_1778	1778	88555	88555	0	1	241.779497	0	0	0	88555	88555	88555			*
LT934125.1	-	TC_1779	1779	88864	88864	0	1	62.932662	0	0	0	88864	88864	88864			*
LT934125.1	-	TC_1780	1780	88900	88900	0	1	27.285874	0	0	0	88900	88900	88900			*
LT934125.1	-	TC_1781	1781	89077	89083	0	5	3494.966375	0.775512657543642	0.775512657543642	2.46482421279477	89079	89079	89079			***
LT934125.1	-	TC_1782	1782	89145	89162	0	6	1882.054867	0	0	4.32992551647011	89153	89153	89153			***
LT934125.1	-	TC_1783	1783	89226	89226	0	1	27.285874	0	0	0	89226	89226	89226			*
LT934125.1	-	TC_1784	1784	89377	89388	0	1	81.857622	5.68203113013457	5.68203113013457	5.68203113013457	89377	89377	89377			*
LT934125.1	-	TC_1785	1785	89404	89404	0	1	24.301041	0	0	0	89404	89404	89404			*
LT934125.1	-	TC_1786	1786	89614	89642	28	5	1287.231759	0	0	4.74270983404608	89628	89614	89642			***
LT934125.1	-	TC_1787	1787	89693	89693	0	1	27.285874	0	0	0	89693	89693	89693			*
LT934125.1	-	TC_1788	1788	89828	89828	0	1	54.571748	0	0	0	89828	89828	89828			*
LT934125.1	-	TC_1789	1789	90202	90202	0	1	27.285874	0	0	0	90202	90202	90202			*
LT934125.1	-	TC_1790	1790	90326	90327	1	2	90.218536	0	0	0	90326	90326	90327			**
LT934125.1	-	TC_1791	1791	90482	90482	0	1	27.285874	0	0	0	90482	90482	90482			
LT934125.1	-	TC_1792	1792	90997	90997	0	1	27.285874	0	0	0	90997	90997	90997			*
LT934125.1	-	TC_1793	1793	91115	91133	12	3	193.392366	0	0	2.57798232963786	91123	91115	91127			**
LT934125.1	-	TC_1794	1794	91277	91277	0	2	103.46624	0	0	0	91277	91277	91277			**
LT934125.1	-	TC_1795	1795	91355	91361	1	6	1331.311938	0	0	2.00346226448678	91357	91356	91357			***
LT934125.1	-	TC_1796	1796	91437	91437	0	1	27.285874	0	0	0	91437	91437	91437			*
LT934125.1	-	TC_1797	1797	91493	91520	22	3	90.293701	0	0	2.58496250072116	91500	91493	91515			**
LT934125.1	-	TC_1798	1798	91797	91797	0	1	27.285874	0	0	0	91797	91797	91797			*
LT934125.1	-	TC_1799	1799	91995	91995	0	1	14.405745	0	0	0	91995	91995	91995			*
LT934125.1	-	TC_1800	1800	92074	92074	0	1	27.285874	0	0	0	92074	92074	92074			*
LT934125.1	-	TC_1801	1801	92125	92125	0	1	27.285874	0	0	0	92125	92125	92125			*
LT934125.1	-	TC_1802	1802	92217	92219	0	1	54.571748	1.58496250072116	1.58496250072116	1.58496250072116	92217	92217	92217			*
LT934125.1	-	TC_1803	1803	92303	92303	0	1	54.571748	0	0	0	92303	92303	92303			*
LT934125.1	-	TC_1804	1804	92362	92377	15	2	90.218536	0	0	0	92370	92362	92377			**
LT934125.1	-	TC_1805	1805	92413	92418	5	2	595.145045	0	0	0	92416	92413	92418			**
LT934125.1	-	TC_1806	1806	92481	92509	0	2	515.657964	2.6796990720431	2.6796990720431	10.3035446502214	92481	92481	92481			**
LT934125.1	-	TC_1807	1807	92503	92532	13	4	611.897744	0	0	7.8974330380068	92524	92515	92528			***
LT934125.1	-	TC_1808	1808	92566	92571	0	1	191.001119	2.96969500885922	2.96969500885922	2.96969500885922	92568	92568	92568			*
LT934125.1	-	TC_1809	1809	92624	92633	7	5	1461.228428	0	0	4.75488750216347	92629	92624	92631			***
LT934125.1	-	TC_1810	1810	92686	92687	1	2	80.939843	0	0	0	92686	92686	92687			*
LT934125.1	-	TC_1811	1811	92734	92735	1	3	701.303708	0	0	0	92734	92734	92735			***
LT934125.1	-	TC_1812	1812	92772	92777	1	3	365.210729	1	1	2.31269473149357	92774	92773	92774			***
LT934125.1	-	TC_1813	1813	92883	92883	0	1	27.285874	0	0	0	92883	92883	92883			*
LT934125.1	-	TC_1814	1814	92931	92941	0	6	81107.800396	0	0	1.98779452740516	92933	92933	92933			***
LT934125.1	-	TC_1815	1815	93102	93102	0	1	27.285874	0	0	0	93102	93102	93102			*
LT934125.1	-	TC_1816	1816	93166	93211	45	4	380.600116	0	0	0	93190	93166	93211			***
LT934125.1	-	TC_1817	1817	93263	93296	27	5	1312.915097	0	0	10.2488229975471	93274	93263	93290			***
LT934125.1	-	TC_1818	1818	93363	93402	16	5	599.683115	0	0	11.9901175466964	93375	93363	93379			***
LT934125.1	-	TC_1819	1819	93441	93441	0	1	567.859171	0	0	0	93441	93441	93441			*
LT934125.1	-	TC_1820	1820	93466	93483	6	5	3872.462392	1.73882566127229	1.73882566127229	6.82496197555092	93468	93466	93472			***
LT934125.1	-	TC_1821	1821	93571	93580	7	5	536.562282	0	0	3	93574	93571	93578			***
LT934125.1	-	TC_1822	1822	93654	93657	0	6	8802.454078	0	0	1.00651666924492	93654	93654	93654			***
LT934125.1	-	TC_1823	1823	93735	93735	0	1	27.285874	0	0	0	93735	93735	93735			*
LT934125.1	-	TC_1824	1824	93805	93805	0	1	62.932662	0	0	0	93805	93805	93805			*
LT934125.1	-	TC_1825	1825	93831	93851	20	2	75.887957	0	0	0	93841	93831	93851			*
LT934125.1	-	TC_1826	1826	93935	93945	5	2	199.362032	0	0	3.93412705407782	93938	93935	93940			**
LT934125.1	-	TC_1827	1827	93983	93983	0	1	54.571748	0	0	0	93983	93983	93983			*
LT934125.1	-	TC_1828	1828	94069	94069	0	1	62.932662	0	0	0	94069	94069	94069			*
LT934125.1	-	TC_1829	1829	94108	94108	0	2	51.586915	0	0	0	94108	94108	94108			*
LT934125.1	-	TC_1830	1830	94151	94151	0	1	241.779497	0	0	0	94151	94151	94151			*
LT934125.1	-	TC_1831	1831	94189	94204	12	3	169.091325	0	0	6.33985000288462	94196	94189	94201			**
LT934125.1	-	TC_1832	1832	94246	94246	0	1	62.932662	0	0	0	94246	94246	94246			*
LT934125.1	-	TC_1833	1833	94276	94291	0	1	109.143496	6	6	6	94276	94276	94276			*
LT934125.1	-	TC_1834	1834	94354	94354	0	1	62.932662	0	0	0	94354	94354	94354			*
LT934125.1	-	TC_1835	1835	94405	94411	0	1	125.865324	2.8073549220576	2.8073549220576	2.8073549220576	94405	94405	94405			*
LT934125.1	-	TC_1836	1836	94447	94460	11	2	113.720345	0	0	1.55305523566212	94452	94447	94458			**
LT934125.1	-	TC_1837	1837	94526	94533	0	6	9492.686429	1.16852966614612	1.16852966614612	2.66510681957616	94526	94526	94526			***
LT934125.1	-	TC_1838	1838	94617	94623	6	4	246.429732	0	0	2.58496250072116	94621	94617	94623			**
LT934125.1	-	TC_1839	1839	94730	94737	7	2	269.065371	0	0	0	94734	94730	94737			**
LT934125.1	-	TC_1840	1840	94789	94789	0	1	62.932662	0	0	0	94789	94789	94789			*
LT934125.1	-	TC_1841	1841	94861	94890	28	6	1478.355133	0	0	4.97322816962254	94882	94862	94890			***
LT934125.1	-	TC_1842	1842	94943	94950	1	6	72603.729756	0	0	2.31033389168102	94946	94946	94947			***
LT934125.1	-	TC_1843	1843	95006	95022	16	4	954.428952	0	0	0	95013	95006	95022			***
LT934125.1	-	TC_1844	1844	95145	95155	10	2	90.218536	0	0	0	95150	95145	95155			**
LT934125.1	-	TC_1845	1845	95392	95392	0	1	27.285874	0	0	0	95392	95392	95392			*
LT934125.1	-	TC_1846	1846	95506	95506	0	1	27.285874	0	0	0	95506	95506	95506			*
LT934125.1	-	TC_1847	1847	95564	95567	3	2	51.586915	0	0	0	95566	95564	95567			*
LT934125.1	-	TC_1848	1848	95691	95694	0	5	1212.473309	0	0	1.62255624528781	95694	95694	95694			***
LT934125.1	-	TC_1849	1849	95792	95792	0	1	27.285874	0	0	0	95792	95792	95792			*
LT934125.1	-	TC_1850	1850	95868	95885	17	4	356.299074	0	0	0	95876	95868	95885			***
LT934125.1	-	TC_1851	1851	95933	95937	4	2	595.145045	0	0	0	95935	95933	95937			**
LT934125.1	-	TC_1852	1852	95978	95978	0	1	27.285874	0	0	0	95978	95978	95978			*
LT934125.1	-	TC_1853	1853	96086	96086	0	1	54.571748	0	0	0	96086	96086	96086			*
LT934125.1	-	TC_1854	1854	96115	96193	59	5	2934.134945	1.98806042223828	1.98806042223828	12.7525403306903	96146	96121	96180			***
LT934125.1	-	TC_1855	1855	96231	96240	9	2	604.310733	0	0	0	96236	96231	96240			**
LT934125.1	-	TC_1856	1856	96282	96309	23	4	2555.032824	0	0	6.60917475810568	96291	96282	96305			***
LT934125.1	-	TC_1857	1857	96366	96369	3	2	693.724495	0	0	0	96368	96366	96369			**
LT934125.1	-	TC_1858	1858	96421	96441	20	2	1198.651004	0	0	1	96431	96421	96441			**
LT934125.1	-	TC_1859	1859	96481	96481	0	1	62.932662	0	0	0	96481	96481	96481			*
LT934125.1	-	TC_1860	1860	96540	96554	14	2	90.218536	0	0	0	96547	96540	96554			**
LT934125.1	-	TC_1861	1861	96596	96603	0	2	203.331043	0	0	5.75488750216347	96598	96598	96598			**
LT934125.1	-	TC_1862	1862	96660	96660	0	1	62.932662	0	0	0	96660	96660	96660			*
LT934125.1	-	TC_1863	1863	96698	96698	0	1	27.285874	0	0	0	96698	96698	96698			*
LT934125.1	-	TC_1864	1864	96727	96729	2	2	630.791833	0	0	0	96728	96727	96729			**
LT934125.1	-	TC_1865	1865	96834	96846	12	3	573.77753	0	0	0	96838	96834	96846			***
LT934125.1	-	TC_1866	1866	96906	96923	17	3	331.998033	0	0	0	96912	96906	96923			***
LT934125.1	-	TC_1867	1867	96959	96962	3	4	2054.859794	0	0	1.58496250072116	96961	96959	96962			***
LT934125.1	-	TC_1868	1868	97020	97022	0	1	188.797986	1.45546446154482	1.45546446154482	1.45546446154482	97022	97022	97022			*
LT934125.1	-	TC_1869	1869	97050	97050	0	1	24.301041	0	0	0	97050	97050	97050			*
LT934125.1	-	TC_1870	1870	97076	97087	11	3	658.077707	0	0	0	97081	97076	97087			***
LT934125.1	-	TC_1871	1871	97116	97122	6	2	45.293055	0	0	0	97119	97116	97122			*
LT934125.1	-	TC_1872	1872	97170	97178	8	5	1326.668154	0	0	2.32192809488736	97174	97170	97178			***
LT934125.1	-	TC_1873	1873	97288	97288	0	1	567.859171	0	0	0	97288	97288	97288			*
LT934125.1	-	TC_1874	1874	97337	97368	22	6	56879.026948	0	0	2.69056360351948	97346	97339	97361			***
LT934125.1	-	TC_1875	1875	98164	98164	0	1	27.285874	0	0	0	98164	98164	98164			
LT934125.1	-	TC_1876	1876	98246	98246	0	1	27.285874	0	0	0	98246	98246	98246			*
LT934125.1	-	TC_1877	1877	98305	98305	0	1	27.285874	0	0	0	98305	98305	98305			
LT934125.1	-	TC_1878	1878	98413	98417	4	5	651.811469	0	0	1.58496250072116	98415	98413	98417			***
LT934125.1	-	TC_1879	1879	98563	98570	0	1	64.825853	4.59147917153281	4.59147917153281	4.59147917153281	98563	98563	98563			
LT934125.1	-	TC_1880	1880	98589	98599	7	4	628.77542	0	0	1.74796209337724	98594	98589	98596			***
LT934125.1	-	TC_1881	1881	98666	98666	0	1	241.779497	0	0	0	98666	98666	98666			*
LT934125.1	-	TC_1882	1882	98692	98692	0	1	62.932662	0	0	0	98692	98692	98692			*
LT934125.1	-	TC_1883	1883	98729	98729	0	1	27.285874	0	0	0	98729	98729	98729			
LT934125.1	-	TC_1884	1884	98759	98759	0	1	24.301041	0	0	0	98759	98759	98759			
LT934125.1	-	TC_1885	1885	98816	98836	20	2	78.872789	0	0	0	98826	98816	98836			
LT934125.1	-	TC_1886	1886	98927	98927	0	1	14.405745	0	0	0	98927	98927	98927			
LT934125.1	-	TC_1887	1887	98970	98986	16	4	383.584948	0	0	0	98975	98970	98986			
LT934125.1	-	TC_1888	1888	99028	99028	0	1	241.779497	0	0	0	99028	99028	99028			
LT934125.1	-	TC_1889	1889	99200	99200	0	1	27.285874	0	0	0	99200	99200	99200			
LT934125.1	-	TC_1890	1890	99396	99396	0	1	27.285874	0	0	0	99396	99396	99396			
LT934125.1	-	TC_1891	1891	99559	99563	0	1	483.558994	2.32192809488736	2.32192809488736	2.32192809488736	99559	99559	99559			
LT934125.1	-	TC_1892	1892	99698	99703	5	2	595.145045	0	0	0	99700	99698	99703			
LT934125.1	-	TC_1893	1893	99776	99777	1	2	266.080538	0	0	0	99776	99776	99777			
LT934125.1	-	TC_1894	1894	99839	99849	10	3	305.516933	0	0	0	99843	99839	99849			
LT934125.1	-	TC_1895	1895	99958	99958	0	1	27.285874	0	0	0	99958	99958	99958			
LT934125.1	-	TC_1896	1896	100060	100060	0	1	27.285874	0	0	0	100060	100060	100060			
LT934125.1	-	TC_1897	1897	100128	100128	0	2	63.007828	0	0	0	100128	100128	100128			
LT934125.1	-	TC_1898	1898	100225	100235	10	2	87.233703	0	0	0	100230	100225	100235			
LT934125.1	-	TC_1899	1899	100292	100292	0	1	27.285874	0	0	0	100292	100292	100292			
LT934125.1	-	TC_1900	1900	100334	100334	0	1	27.285874	0	0	0	100334	100334	100334			
LT934125.1	-	TC_1901	1901	100776	100776	0	1	241.779497	0	0	0	100776	100776	100776			*
LT934125.1	-	TC_1902	1902	100952	100952	0	1	27.285874	0	0	0	100952	100952	100952			
LT934125.1	-	TC_1903	1903	101111	101111	0	1	21.608618	0	0	0	101111	101111	101111			*
LT934125.1	-	TC_1904	1904	101197	101199	0	1	39.615799	1.49883611827611	1.49883611827611	1.49883611827611	101199	101199	101199			
LT934125.1	-	TC_1905	1905	101237	101240	0	1	108.043087	1.30004483613312	1.30004483613312	1.30004483613312	101240	101240	101240			*
LT934125.1	-	TC_1906	1906	101324	101324	0	1	27.285874	0	0	0	101324	101324	101324			*
LT934125.1	-	TC_1907	1907	101390	101390	0	1	27.285874	0	0	0	101390	101390	101390			
LT934125.1	-	TC_1908	1908	101449	101449	0	1	24.301041	0	0	0	101449	101449	101449			
LT934125.1	-	TC_1909	1909	101779	101782	3	3	295.396164	1.88536638146119	1.88536638146119	2	101781	101779	101782			**
LT934125.1	-	TC_1910	1910	101893	101893	0	1	21.608618	0	0	0	101893	101893	101893			*
LT934125.1	-	TC_1911	1911	101970	101970	0	1	27.285874	0	0	0	101970	101970	101970			*
LT934125.1	-	TC_1912	1912	101997	101997	0	1	62.932662	0	0	0	101997	101997	101997			*
LT934125.1	-	TC_1913	1913	102039	102039	0	1	18.007181	0	0	0	102039	102039	102039			*
LT934125.1	-	TC_1914	1914	102105	102105	0	1	27.285874	0	0	0	102105	102105	102105			*
LT934125.1	-	TC_1915	1915	102202	102222	20	3	131.910155	0	0	0	102215	102202	102222			**
LT934125.1	-	TC_1916	1916	102377	102377	0	1	14.405745	0	0	0	102377	102377	102377			*
LT934125.1	-	TC_1917	1917	102457	102457	0	1	27.285874	0	0	0	102457	102457	102457			*
LT934125.1	-	TC_1918	1918	102626	102683	57	5	1628.568048	0	0	10.7205171233271	102650	102626	102683			***
LT934125.1	-	TC_1919	1919	102750	102750	0	1	27.285874	0	0	0	102750	102750	102750			*
LT934125.1	-	TC_1920	1920	103401	103401	0	1	62.932662	0	0	0	103401	103401	103401			*
LT934125.1	-	TC_1921	1921	103735	103738	3	3	101.639448	0	0	0	103736	103735	103738			**
LT934125.1	-	TC_1922	1922	103874	103874	0	1	62.932662	0	0	0	103874	103874	103874			*
LT934125.1	-	TC_1923	1923	103918	103918	0	1	27.285874	0	0	0	103918	103918	103918			*
LT934125.1	-	TC_1924	1924	104267	104267	0	1	62.932662	0	0	0	104267	104267	104267			*
LT934125.1	-	TC_1925	1925	104542	104542	0	1	27.285874	0	0	0	104542	104542	104542			*
LT934125.1	-	TC_1926	1926	105080	105080	0	1	24.301041	0	0	0	105080	105080	105080			*
LT934125.1	-	TC_1927	1927	105641	105641	0	1	241.779497	0	0	0	105641	105641	105641			*
LT934125.1	-	TC_1928	1928	105677	105696	19	2	90.218536	0	0	0	105686	105677	105696			**
LT934125.1	-	TC_1929	1929	105752	105752	0	1	62.932662	0	0	0	105752	105752	105752			*
LT934125.1	-	TC_1930	1930	105947	105947	0	1	27.285874	0	0	0	105947	105947	105947			*
LT934125.1	-	TC_1931	1931	106062	106062	0	1	24.301041	0	0	0	106062	106062	106062			*
LT934125.1	-	TC_1932	1932	106229	106229	0	1	27.285874	0	0	0	106229	106229	106229			*
