dcDNA.TES_TC_ID	seqnames	strand	transcript_id	exon_number	start.TR	end.TR	start.exon	end.exon	start	end	prime5.TR	prime5.ex	prime3.TR	prime3.ex	last_exon	source	TC.start	TC.end	support	score	consensus_peak	dcDNA.TES_TC_significance
TC_50	LT934125.1	+	UL23-22	1	59068	62340	59068	62340	59068	62340	59068	59068	62340	62340	TRUE	NAGATA	62318	62353	21	169879.883627	62340	***
TC_50	LT934125.1	+	UL23L-22	1	58625	62340	58625	62340	58625	62340	58625	58625	62340	62340	TRUE	NAGATA	62318	62353	21	169879.883627	62340	***
TC_52	LT934125.1	+	nc-CTO-S	1	63176	63421	63176	63421	63176	63421	63176	63176	63421	63421	TRUE	NAGATA	63402	63431	11	1600.538923	63420	***
TC_57	LT934125.1	+	UL19	1	66338	70521	66338	70521	66338	70521	66338	66338	70521	70521	TRUE	NAGATA	70502	70531	22	211664.741109	70521	***
TC_57	LT934125.1	+	UL19.11	1	66959	70521	66959	70521	66959	70521	66959	66959	70521	70521	TRUE	NAGATA	70502	70531	22	211664.741109	70521	***
TC_57	LT934125.1	+	UL19.12	1	67406	70521	67406	70521	67406	70521	67406	67406	70521	70521	TRUE	NAGATA	70502	70531	22	211664.741109	70521	***
TC_57	LT934125.1	+	UL19.12-S	1	67505	70521	67505	70521	67505	70521	67505	67505	70521	70521	TRUE	NAGATA	70502	70531	22	211664.741109	70521	***
TC_57	LT934125.1	+	UL19.16	1	67731	70521	67731	70521	67731	70521	67731	67731	70521	70521	TRUE	NAGATA	70502	70531	22	211664.741109	70521	***
TC_57	LT934125.1	+	UL19.18	1	68001	70521	68001	70521	68001	70521	68001	68001	70521	70521	TRUE	NAGATA	70502	70531	22	211664.741109	70521	***
TC_57	LT934125.1	+	UL19.19	1	68058	70521	68058	70521	68058	70521	68058	68058	70521	70521	TRUE	NAGATA	70502	70531	22	211664.741109	70521	***
TC_57	LT934125.1	+	UL19.19-S	1	68121	70521	68121	70521	68121	70521	68121	68121	70521	70521	TRUE	NAGATA	70502	70531	22	211664.741109	70521	***
TC_57	LT934125.1	+	UL19.20	1	68267	70521	68267	70521	68267	70521	68267	68267	70521	70521	TRUE	NAGATA	70502	70531	22	211664.741109	70521	***
TC_57	LT934125.1	+	UL19.22	1	68357	70521	68357	70521	68357	70521	68357	68357	70521	70521	TRUE	NAGATA	70502	70531	22	211664.741109	70521	***
TC_57	LT934125.1	+	UL19.24-S	1	68457	70521	68457	70521	68457	70521	68457	68457	70521	70521	TRUE	NAGATA	70502	70531	22	211664.741109	70521	***
TC_57	LT934125.1	+	UL19.24-S2	1	68536	70521	68536	70521	68536	70521	68536	68536	70521	70521	TRUE	NAGATA	70502	70531	22	211664.741109	70521	***
TC_57	LT934125.1	+	UL19.25	1	68667	70521	68667	70521	68667	70521	68667	68667	70521	70521	TRUE	NAGATA	70502	70531	22	211664.741109	70521	***
TC_57	LT934125.1	+	UL19.25-S	1	68783	70521	68783	70521	68783	70521	68783	68783	70521	70521	TRUE	NAGATA	70502	70531	22	211664.741109	70521	***
TC_57	LT934125.1	+	UL19.27	1	68910	70521	68910	70521	68910	70521	68910	68910	70521	70521	TRUE	NAGATA	70502	70531	22	211664.741109	70521	***
TC_57	LT934125.1	+	UL19.29	1	69032	70521	69032	70521	69032	70521	69032	69032	70521	70521	TRUE	NAGATA	70502	70531	22	211664.741109	70521	***
TC_57	LT934125.1	+	UL19.30	1	69182	70521	69182	70521	69182	70521	69182	69182	70521	70521	TRUE	NAGATA	70502	70531	22	211664.741109	70521	***
TC_57	LT934125.1	+	UL19.31	1	69259	70521	69259	70521	69259	70521	69259	69259	70521	70521	TRUE	NAGATA	70502	70531	22	211664.741109	70521	***
TC_57	LT934125.1	+	UL19.31-S	1	69311	70521	69311	70521	69311	70521	69311	69311	70521	70521	TRUE	NAGATA	70502	70531	22	211664.741109	70521	***
TC_57	LT934125.1	+	UL19.32	1	69393	70521	69393	70521	69393	70521	69393	69393	70521	70521	TRUE	NAGATA	70502	70531	22	211664.741109	70521	***
TC_57	LT934125.1	+	UL19.33	1	69488	70521	69488	70521	69488	70521	69488	69488	70521	70521	TRUE	NAGATA	70502	70531	22	211664.741109	70521	***
TC_57	LT934125.1	+	UL19.35	1	69555	70521	69555	70521	69555	70521	69555	69555	70521	70521	TRUE	NAGATA	70502	70531	22	211664.741109	70521	***
TC_57	LT934125.1	+	UL19.35-S	1	69671	70521	69671	70521	69671	70521	69671	69671	70521	70521	TRUE	NAGATA	70502	70531	22	211664.741109	70521	***
TC_57	LT934125.1	+	UL19.37	1	69765	70521	69765	70521	69765	70521	69765	69765	70521	70521	TRUE	NAGATA	70502	70531	22	211664.741109	70521	***
TC_57	LT934125.1	+	UL19.38	1	69821	70521	69821	70521	69821	70521	69821	69821	70521	70521	TRUE	NAGATA	70502	70531	22	211664.741109	70521	***
TC_57	LT934125.1	+	UL19.38-S	1	69947	70521	69947	70521	69947	70521	69947	69947	70521	70521	TRUE	NAGATA	70502	70531	22	211664.741109	70521	***
TC_57	LT934125.1	+	UL19.9	1	66797	70521	66797	70521	66797	70521	66797	66797	70521	70521	TRUE	NAGATA	70502	70531	22	211664.741109	70521	***
TC_57	LT934125.1	+	UL20-19	1	65806	70521	65806	70521	65806	70521	65806	65806	70521	70521	TRUE	NAGATA	70502	70531	22	211664.741109	70521	***
TC_57	LT934125.1	+	nc-UL19	1	70132	70521	70132	70521	70132	70521	70132	70132	70521	70521	TRUE	NAGATA	70502	70531	22	211664.741109	70521	***
TC_57	LT934125.1	+	nc-UL19-S	1	70311	70521	70311	70521	70311	70521	70311	70311	70521	70521	TRUE	NAGATA	70502	70531	22	211664.741109	70521	***
TC_58	LT934125.1	+	UL18	1	70529	71544	70529	71544	70529	71544	70529	70529	71544	71544	TRUE	NAGATA	71506	71556	22	341527.247706	71543	***
TC_58	LT934125.1	+	UL18-AT	1	70529	71518	70529	71518	70529	71518	70529	70529	71518	71518	TRUE	NAGATA	71506	71556	22	341527.247706	71543	***
TC_58	LT934125.1	+	UL18-L	1	70311	71544	70311	71544	70311	71544	70311	70311	71544	71544	TRUE	NAGATA	71506	71556	22	341527.247706	71543	***
TC_58	LT934125.1	+	UL18-L10	1	69555	71544	69555	71544	69555	71544	69555	69555	71544	71544	TRUE	NAGATA	71506	71556	22	341527.247706	71543	***
TC_58	LT934125.1	+	UL18-L11	1	69530	71544	69530	71544	69530	71544	69530	69530	71544	71544	TRUE	NAGATA	71506	71556	22	341527.247706	71543	***
TC_58	LT934125.1	+	UL18-L12	1	69488	71544	69488	71544	69488	71544	69488	69488	71544	71544	TRUE	NAGATA	71506	71556	22	341527.247706	71543	***
TC_58	LT934125.1	+	UL18-L13	1	69244	71544	69244	71544	69244	71544	69244	69244	71544	71544	TRUE	NAGATA	71506	71556	22	341527.247706	71543	***
TC_58	LT934125.1	+	UL18-L14	1	68873	71544	68873	71544	68873	71544	68873	68873	71544	71544	TRUE	NAGATA	71506	71556	22	341527.247706	71543	***
TC_58	LT934125.1	+	UL18-L15	1	68667	71544	68667	71544	68667	71544	68667	68667	71544	71544	TRUE	NAGATA	71506	71556	22	341527.247706	71543	***
TC_58	LT934125.1	+	UL18-L16	1	68626	71544	68626	71544	68626	71544	68626	68626	71544	71544	TRUE	NAGATA	71506	71556	22	341527.247706	71543	***
TC_58	LT934125.1	+	UL18-L17	1	66753	71544	66753	71544	66753	71544	66753	66753	71544	71544	TRUE	NAGATA	71506	71556	22	341527.247706	71543	***
TC_58	LT934125.1	+	UL18-L2	1	70132	71544	70132	71544	70132	71544	70132	70132	71544	71544	TRUE	NAGATA	71506	71556	22	341527.247706	71543	***
TC_58	LT934125.1	+	UL18-L3	1	70090	71544	70090	71544	70090	71544	70090	70090	71544	71544	TRUE	NAGATA	71506	71556	22	341527.247706	71543	***
TC_58	LT934125.1	+	UL18-L4	1	70012	71544	70012	71544	70012	71544	70012	70012	71544	71544	TRUE	NAGATA	71506	71556	22	341527.247706	71543	***
TC_58	LT934125.1	+	UL18-L5	1	69947	71544	69947	71544	69947	71544	69947	69947	71544	71544	TRUE	NAGATA	71506	71556	22	341527.247706	71543	***
TC_58	LT934125.1	+	UL18-L6	1	69765	71544	69765	71544	69765	71544	69765	69765	71544	71544	TRUE	NAGATA	71506	71556	22	341527.247706	71543	***
TC_58	LT934125.1	+	UL18-L7	1	69713	71544	69713	71544	69713	71544	69713	69713	71544	71544	TRUE	NAGATA	71506	71556	22	341527.247706	71543	***
TC_58	LT934125.1	+	UL18-L8	1	69671	71544	69671	71544	69671	71544	69671	69671	71544	71544	TRUE	NAGATA	71506	71556	22	341527.247706	71543	***
TC_58	LT934125.1	+	UL18-L9	1	69611	71544	69611	71544	69611	71544	69611	69611	71544	71544	TRUE	NAGATA	71506	71556	22	341527.247706	71543	***
TC_58	LT934125.1	+	UL18.5	1	71035	71544	71035	71544	71035	71544	71035	71035	71544	71544	TRUE	NAGATA	71506	71556	22	341527.247706	71543	***
TC_58	LT934125.1	+	UL19-18	1	66338	71544	66338	71544	66338	71544	66338	66338	71544	71544	TRUE	NAGATA	71506	71556	22	341527.247706	71543	***
TC_59	LT934125.1	+	UL16	1	74400	75645	74400	75645	74400	75645	74400	74400	75645	75645	TRUE	NAGATA	75623	75679	15	5632.952412	75651	***
TC_59	LT934125.1	+	UL16-L	1	74327	75645	74327	75645	74327	75645	74327	74327	75645	75645	TRUE	NAGATA	75623	75679	15	5632.952412	75651	***
TC_59	LT934125.1	+	UL16.2	1	75139	75645	75139	75645	75139	75645	75139	75139	75645	75645	TRUE	NAGATA	75623	75679	15	5632.952412	75651	***
TC_59	LT934125.1	+	UL16.2-S	1	75154	75645	75154	75645	75154	75645	75154	75154	75645	75645	TRUE	NAGATA	75623	75679	15	5632.952412	75651	***
TC_59	LT934125.1	+	UL16.2-S2	1	75311	75645	75311	75645	75311	75645	75311	75311	75645	75645	TRUE	NAGATA	75623	75679	15	5632.952412	75651	***
TC_59	LT934125.1	+	UL17-16	1	72759	75645	72759	75645	72759	75645	72759	72759	75645	75645	TRUE	NAGATA	75623	75679	15	5632.952412	75651	***
TC_59	LT934125.1	+	UL17L-16	1	72652	75645	72652	75645	72652	75645	72652	72652	75645	75645	TRUE	NAGATA	75623	75679	15	5632.952412	75651	***
TC_59	LT934125.1	+	UL18-17-16	1	70529	75645	70529	75645	70529	75645	70529	70529	75645	75645	TRUE	NAGATA	75623	75679	15	5632.952412	75651	***
TC_61	LT934125.1	+	UL-11-L2	1	79315	79996	79315	79996	79315	79996	79315	79315	79996	79996	TRUE	NAGATA	79972	80011	23	954960.005264	79996	***
TC_61	LT934125.1	+	UL-11-L3	1	79062	79996	79062	79996	79062	79996	79062	79062	79996	79996	TRUE	NAGATA	79972	80011	23	954960.005264	79996	***
TC_61	LT934125.1	+	UL-11-L4	1	79024	79996	79024	79996	79024	79996	79024	79024	79996	79996	TRUE	NAGATA	79972	80011	23	954960.005264	79996	***
TC_61	LT934125.1	+	UL-11-L5	1	78969	79996	78969	79996	78969	79996	78969	78969	79996	79996	TRUE	NAGATA	79972	80011	23	954960.005264	79996	***
TC_61	LT934125.1	+	UL-11-L6	1	78825	79996	78825	79996	78825	79996	78825	78825	79996	79996	TRUE	NAGATA	79972	80011	23	954960.005264	79996	***
TC_61	LT934125.1	+	UL-11-L7	1	79143	79996	79143	79996	79143	79996	79143	79143	79996	79996	TRUE	NAGATA	79972	80011	23	954960.005264	79996	***
TC_61	LT934125.1	+	UL-11-S	1	79517	79996	79517	79996	79517	79996	79517	79517	79996	79996	TRUE	NAGATA	79972	80011	23	954960.005264	79996	***
TC_61	LT934125.1	+	UL11	1	79444	79996	79444	79996	79444	79996	79444	79444	79996	79996	TRUE	NAGATA	79972	80011	23	954960.005264	79996	***
TC_61	LT934125.1	+	UL11.5	1	79789	79996	79789	79996	79789	79996	79789	79789	79996	79996	TRUE	NAGATA	79972	80011	23	954960.005264	79996	***
TC_61	LT934125.1	+	UL12-11	1	78035	79996	78035	79996	78035	79996	78035	78035	79996	79996	TRUE	NAGATA	79972	80011	23	954960.005264	79996	***
TC_61	LT934125.1	+	UL12S-11	1	78278	79996	78278	79996	78278	79996	78278	78278	79996	79996	TRUE	NAGATA	79972	80011	23	954960.005264	79996	***
TC_61	LT934125.1	+	UL12S2-11	1	78329	79996	78329	79996	78329	79996	78329	78329	79996	79996	TRUE	NAGATA	79972	80011	23	954960.005264	79996	***
TC_61	LT934125.1	+	UL13-12-11	1	76990	79996	76990	79996	76990	79996	76990	76990	79996	79996	TRUE	NAGATA	79972	80011	23	954960.005264	79996	***
TC_61	LT934125.1	+	UL14-13-12-11	1	76683	79996	76683	79996	76683	79996	76683	76683	79996	79996	TRUE	NAGATA	79972	80011	23	954960.005264	79996	***
TC_64	LT934125.1	+	UL8	1	83975	86167	83975	86167	83975	86167	83975	83975	86167	86167	TRUE	NAGATA	86141	86179	22	141399.143852	86167	***
TC_64	LT934125.1	+	UL8-L	1	83792	86167	83792	86167	83792	86167	83792	83792	86167	86167	TRUE	NAGATA	86141	86179	22	141399.143852	86167	***
TC_64	LT934125.1	+	UL8-L2	1	82509	86167	82509	86167	82509	86167	82509	82509	86167	86167	TRUE	NAGATA	86141	86179	22	141399.143852	86167	***
TC_64	LT934125.1	+	UL8.5	1	85104	86167	85104	86167	85104	86167	85104	85104	86167	86167	TRUE	NAGATA	86141	86179	22	141399.143852	86167	***
TC_64	LT934125.1	+	UL8.5-S	1	85607	86167	85607	86167	85607	86167	85607	85607	86167	86167	TRUE	NAGATA	86141	86179	22	141399.143852	86167	***
TC_64	LT934125.1	+	UL8.5-S2	1	85676	86167	85676	86167	85676	86167	85676	85676	86167	86167	TRUE	NAGATA	86141	86179	22	141399.143852	86167	***
TC_64	LT934125.1	+	UL9L-8	1	81082	86167	81082	86167	81082	86167	81082	81082	86167	86167	TRUE	NAGATA	86141	86179	22	141399.143852	86167	***
TC_66	LT934125.1	+	UL5	1	88883	91559	88883	91559	88883	91559	88883	88883	91559	91559	TRUE	NAGATA	91534	91572	18	7918.845348	91555	***
TC_66	LT934125.1	+	UL5.3	1	89133	91559	89133	91559	89133	91559	89133	89133	91559	91559	TRUE	NAGATA	91534	91572	18	7918.845348	91555	***
TC_66	LT934125.1	+	UL5.5	1	89883	91559	89883	91559	89883	91559	89883	89883	91559	91559	TRUE	NAGATA	91534	91572	18	7918.845348	91555	***
TC_66	LT934125.1	+	UL5.6	1	90249	91559	90249	91559	90249	91559	90249	90249	91559	91559	TRUE	NAGATA	91534	91572	18	7918.845348	91555	***
TC_67	LT934125.1	+	UL4	1	91409	92059	91409	92059	91409	92059	91409	91409	92059	92059	TRUE	NAGATA	92035	92069	22	113643.629086	92059	***
TC_67	LT934125.1	+	UL4-L	1	91360	92059	91360	92059	91360	92059	91360	91360	92059	92059	TRUE	NAGATA	92035	92069	22	113643.629086	92059	***
TC_67	LT934125.1	+	UL4-L2	1	91154	92059	91154	92059	91154	92059	91154	91154	92059	92059	TRUE	NAGATA	92035	92069	22	113643.629086	92059	***
TC_67	LT934125.1	+	UL4-L3	1	90932	92059	90932	92059	90932	92059	90932	90932	92059	92059	TRUE	NAGATA	92035	92069	22	113643.629086	92059	***
TC_67	LT934125.1	+	UL4-L4	1	90249	92059	90249	92059	90249	92059	90249	90249	92059	92059	TRUE	NAGATA	92035	92069	22	113643.629086	92059	***
TC_67	LT934125.1	+	UL4-L5	1	89883	92059	89883	92059	89883	92059	89883	89883	92059	92059	TRUE	NAGATA	92035	92069	22	113643.629086	92059	***
TC_67	LT934125.1	+	UL4.2	1	91548	92059	91548	92059	91548	92059	91548	91548	92059	92059	TRUE	NAGATA	92035	92069	22	113643.629086	92059	***
TC_67	LT934125.1	+	UL5-4	1	88883	92059	88883	92059	88883	92059	88883	88883	92059	92059	TRUE	NAGATA	92035	92069	22	113643.629086	92059	***
TC_67	LT934125.1	+	UL5-4-M	1	89133	92059	89133	92059	89133	92059	89133	89133	92059	92059	TRUE	NAGATA	92035	92069	22	113643.629086	92059	***
TC_67	LT934125.1	+	UL5-4-S	1	90381	92059	90381	92059	90381	92059	90381	90381	92059	92059	TRUE	NAGATA	92035	92069	22	113643.629086	92059	***
TC_67	LT934125.1	+	UL5L2-4	1	88155	92059	88155	92059	88155	92059	88155	88155	92059	92059	TRUE	NAGATA	92035	92069	22	113643.629086	92059	***
TC_84	LT934125.1	+	ELIE-1	1	100549	102393	100549	102393	100549	102393	100549	100549	102393	102393	TRUE	NAGATA	102375	102403	10	3033.819758	102392	***
TC_84	LT934125.1	+	ELIE-2	1	101661	102393	101661	102393	101661	102393	101661	101661	102393	102393	TRUE	NAGATA	102375	102403	10	3033.819758	102392	***
TC_84	LT934125.1	+	ELIE-2-L	1	101291	102393	101291	102393	101291	102393	101291	101291	102393	102393	TRUE	NAGATA	102375	102403	10	3033.819758	102392	***
TC_9	LT934125.1	+	UL49	1	9646	10426	9646	10426	9646	10426	9646	9646	10426	10426	TRUE	NAGATA	10402	10441	23	782038.383693	10426	***
TC_9	LT934125.1	+	UL49-L	1	9548	10426	9548	10426	9548	10426	9548	9548	10426	10426	TRUE	NAGATA	10402	10441	23	782038.383693	10426	***
TC_9	LT934125.1	+	UL49-L2	1	9412	10426	9412	10426	9412	10426	9412	9412	10426	10426	TRUE	NAGATA	10402	10441	23	782038.383693	10426	***
TC_9	LT934125.1	+	UL49-L3	1	9338	10426	9338	10426	9338	10426	9338	9338	10426	10426	TRUE	NAGATA	10402	10441	23	782038.383693	10426	***
TC_9	LT934125.1	+	UL49.1	1	9699	10426	9699	10426	9699	10426	9699	9699	10426	10426	TRUE	NAGATA	10402	10441	23	782038.383693	10426	***
TC_9	LT934125.1	+	UL49.1-S	1	9930	10426	9930	10426	9930	10426	9930	9930	10426	10426	TRUE	NAGATA	10402	10441	23	782038.383693	10426	***
TC_9	LT934125.1	+	UL49.1-S2	1	10075	10426	10075	10426	10075	10426	10075	10075	10426	10426	TRUE	NAGATA	10402	10441	23	782038.383693	10426	***
TC_9	LT934125.1	+	UL49.1-S3	1	10105	10426	10105	10426	10105	10426	10105	10105	10426	10426	TRUE	NAGATA	10402	10441	23	782038.383693	10426	***
TC_9	LT934125.1	+	UL49.1-S4	1	10135	10426	10135	10426	10135	10426	10135	10135	10426	10426	TRUE	NAGATA	10402	10441	23	782038.383693	10426	***
TC_9	LT934125.1	+	UL49.1-S5	1	10159	10426	10159	10426	10159	10426	10159	10159	10426	10426	TRUE	NAGATA	10402	10441	23	782038.383693	10426	***
TC_9	LT934125.1	+	UL49.1-S6	1	10252	10426	10252	10426	10252	10426	10252	10252	10426	10426	TRUE	NAGATA	10402	10441	23	782038.383693	10426	***
TC_9	LT934125.1	+	UL49.5-49	1	9208	10426	9208	10426	9208	10426	9208	9208	10426	10426	TRUE	NAGATA	10402	10441	23	782038.383693	10426	***
TC_9	LT934125.1	+	UL49.5-S-49	1	9270	10426	9270	10426	9270	10426	9270	9270	10426	10426	TRUE	NAGATA	10402	10441	23	782038.383693	10426	***
TC_9	LT934125.1	+	UL49.5L-49	1	8899	10426	8899	10426	8899	10426	8899	8899	10426	10426	TRUE	NAGATA	10402	10441	23	782038.383693	10426	***
TC_9	LT934125.1	+	UL50-49.5-49	1	8597	10426	8597	10426	8597	10426	8597	8597	10426	10426	TRUE	NAGATA	10402	10441	23	782038.383693	10426	***
TC_9	LT934125.1	+	UL50-49.5-49-L	1	8352	10426	8352	10426	8352	10426	8352	8352	10426	10426	TRUE	NAGATA	10402	10441	23	782038.383693	10426	***
TC_9	LT934125.1	+	UL51-50-49.5-49	1	7588	10426	7588	10426	7588	10426	7588	7588	10426	10426	TRUE	NAGATA	10402	10441	23	782038.383693	10426	***
TC_9	LT934125.1	+	UL51L-50-49.5-49	1	7475	10426	7475	10426	7475	10426	7475	7475	10426	10426	TRUE	NAGATA	10402	10441	23	782038.383693	10426	***
TC_93	LT934125.1	+	NOIR-1M	1	107483	108830	107483	108830	107483	108830	107483	107483	108830	108830	TRUE	NAGATA	108806	108842	18	125236.100132	108829	***
TC_93	LT934125.1	+	NOIR-1M-splice	1	107483	108830	107483	107615	107483	108830	107483	107483	108830	107615	FALSE	NAGATA	108806	108842	18	125236.100132	108829	***
TC_93	LT934125.1	+	NOIR-1M-splice	2	107483	108830	108460	108830	107483	108830	107483	108460	108830	108830	TRUE	NAGATA	108806	108842	18	125236.100132	108829	***
TC_93	LT934125.1	+	NOIR-1S	1	107615	108830	107615	108830	107615	108830	107615	107615	108830	108830	TRUE	NAGATA	108806	108842	18	125236.100132	108829	***
TC_93	LT934125.1	+	NOIR-1S2	1	107819	108830	107819	108830	107819	108830	107819	107819	108830	108830	TRUE	NAGATA	108806	108842	18	125236.100132	108829	***
TC_93	LT934125.1	+	NOIR-1S3	1	108030	108830	108030	108830	108030	108830	108030	108030	108830	108830	TRUE	NAGATA	108806	108842	18	125236.100132	108829	***
TC_93	LT934125.1	+	NOIR-1S4	1	108228	108830	108228	108830	108228	108830	108228	108228	108830	108830	TRUE	NAGATA	108806	108842	18	125236.100132	108829	***
TC_93	LT934125.1	+	NOIR-L3	1	107309	108830	107309	108830	107309	108830	107309	107309	108830	108830	TRUE	NAGATA	108806	108842	18	125236.100132	108829	***
TC_93	LT934125.1	+	NOIR1-L	1	105212	108830	105212	108830	105212	108830	105212	105212	108830	108830	TRUE	NAGATA	108806	108842	18	125236.100132	108829	***
