chr	strand	gene	group	cluster	start	end	dominant_tes	tags	tags.dominant_tes	q_0.1	q_0.9	interquantile_width	inCoding	cluster_width	hpi	cell_line	Time	dominant_TC	CDS_start	CDS_end	CDS_prime5	CDS_prime3	TSS_CDS_dist	closest_TC
LT934125.1	+	US9	PK_15_12h	136	125223	125235	125230	13017.608972	10197.024105	125228	125230	3		13	12h	PK_15	12	136	124788	125084	124788	125084	-146	0
LT934125.1	+	US9	PK_15_1h	136	125228	125230	125230	5988.023952	4491.017964	125228	125230	3		3	1h	PK_15	1	136	124788	125084	124788	125084	-146	136
LT934125.1	+	US9	PK_15_2h	136	125225	125235	125230	15012.229063	11132.664249	125228	125230	3		11	2h	PK_15	2	136	124788	125084	124788	125084	-146	136
LT934125.1	+	US9	PK_15_4h	136	125222	125235	125230	13410.678645	10291.916168	125228	125230	3		14	4h	PK_15	4	136	124788	125084	124788	125084	-146	136
LT934125.1	+	US9	PK_15_6h	136	125223	125235	125230	14836.317537	11380.044172	125227	125230	4		13	6h	PK_15	6	136	124788	125084	124788	125084	-146	136
LT934125.1	+	US9	PK_15_8h	136	125220	125235	125230	20920.898698	16745.200067	125228	125230	3		16	8h	PK_15	8	136	124788	125084	124788	125084	-146	136
LT934125.1	-	CTO-M	C6_12h	229	64133	64143	64133	2610.209525	1641.12054	64133	64141	9	UL21	11	12h	C6	12	229	63164	64127	64127	63164	-969	229
LT934125.1	-	CTO-M	C6_1h	229	64133	64140	64133	3261.578605	1304.631442	64133	64140	8	UL21	8	1h	C6	1	229	63164	64127	64127	63164	-969	229
LT934125.1	-	CTO-M	C6_2h	229	64133	64141	64133	2541.942044	1525.165226	64133	64141	9	UL21	9	2h	C6	2	229	63164	64127	64127	63164	-969	229
LT934125.1	-	CTO-M	C6_4h	229	64133	64136	64133	3686.897334	3119.68236	64133	64134	2	UL21	4	4h	C6	4	229	63164	64127	64127	63164	-969	229
LT934125.1	-	CTO-M	C6_6h	229	64133	64146	64133	2945.186801	1799.836379	64133	64141	9	UL21	14	6h	C6	6	229	63164	64127	64127	63164	-969	229
LT934125.1	-	CTO-M	C6_8h	229	64132	64144	64133	2940.566396	1720.414364	64133	64141	9	UL21	13	8h	C6	8	229	63164	64127	64127	63164	-969	229
LT934125.1	-	CTO-M	NRK_1h	229	64133	64138	64133	5263.157894	2631.578947	64133	64138	6	UL21	6	1h	NRK	1	229	63164	64127	64127	63164	-969	229
LT934125.1	-	CTO-M	NRK_2h	229	64133	64144	64138	8169.93464	6535.947712	64138	64138	1	UL21	12	2h	NRK	2	229	63164	64127	64127	63164	-974	229
LT934125.1	-	CTO-M	PC_12_1.5h	229	64133	64146	64138	6418.485236	3851.091142	64133	64146	14	UL21	14	1.5h	PC_12	1.5	229	63164	64127	64127	63164	-974	229
LT934125.1	-	CTO-M	PC_12_12h	229	64133	64144	64133	3143.67572	2131.855824	64133	64141	9	UL21	12	12h	PC_12	12	229	63164	64127	64127	63164	-969	229
LT934125.1	-	CTO-M	PC_12_1h	229	64133	64133	64133	1524.390244	1524.390244	64133	64133	1	UL21	1	1h	PC_12	1	229	63164	64127	64127	63164	-969	229
LT934125.1	-	CTO-M	PC_12_2.5h	229	64133	64141	64138	9043.927648	5598.621878	64133	64138	6	UL21	9	2.5h	PC_12	2.5	229	63164	64127	64127	63164	-974	229
LT934125.1	-	CTO-M	PC_12_2h	229	64133	64143	64133	3921.568626	3137.254902	64133	64141	9	UL21	11	2h	PC_12	2	229	63164	64127	64127	63164	-969	229
LT934125.1	-	CTO-M	PC_12_4h	229	64133	64151	64133	5713.697431	3809.131621	64133	64141	9	UL21	19	4h	PC_12	4	229	63164	64127	64127	63164	-969	229
LT934125.1	-	CTO-M	PC_12_6h	229	64131	64146	64133	5073.475716	3126.080996	64133	64141	9	UL21	16	6h	PC_12	6	229	63164	64127	64127	63164	-969	229
LT934125.1	-	CTO-M	PC_12_8h	229	64131	64144	64133	3497.302735	2171.527841	64133	64141	9	UL21	14	8h	PC_12	8	229	63164	64127	64127	63164	-969	229
LT934125.1	-	CTO-M	PK_15_12h	229	64133	64144	64133	2680.095965	1826.355718	64133	64140	8	UL21	12	12h	PK_15	12	229	63164	64127	64127	63164	-969	229
LT934125.1	-	CTO-M	PK_15_1h	229	64133	64143	64133	1497.005988	748.502994	64133	64143	11	UL21	11	1h	PK_15	1	229	63164	64127	64127	63164	-969	229
LT934125.1	-	CTO-M	PK_15_2h	229	64133	64145	64133	1686.767313	1096.398752	64133	64141	9	UL21	13	2h	PK_15	2	229	63164	64127	64127	63164	-969	229
LT934125.1	-	CTO-M	PK_15_4h	229	64133	64144	64133	2557.38523	1642.548237	64133	64141	9	UL21	12	4h	PK_15	4	229	63164	64127	64127	63164	-969	229
LT934125.1	-	CTO-M	PK_15_6h	229	64133	64144	64133	3073.919978	2133.129412	64133	64140	8	UL21	12	6h	PK_15	6	229	63164	64127	64127	63164	-969	229
LT934125.1	-	CTO-M	PK_15_8h	229	64133	64144	64133	2152.70485	1469.227296	64133	64139	7	UL21	12	8h	PK_15	8	229	63164	64127	64127	63164	-969	229
LT934125.1	-	CTO-S	C6_12h	227	63151	63176	63164	2705.170504	618.463824	63159	63167	9	UL21	26	12h	C6	12	227	63164	63420	63420	63164	0	227
LT934125.1	-	CTO-S	C6_12h	228	63307	63319	63308	65.742218	29.218763	63307	63319	13	UL21	13	12h	C6	12	0	63164	63420	63420	63164	-144	0
LT934125.1	-	CTO-S	C6_1h	227	63162	63164	63162	1956.947163	652.315721	63162	63164	3		3	1h	C6	1	227	63164	63420	63420	63164	2	227
LT934125.1	-	CTO-S	C6_2h	227	63159	63167	63167	3050.330453	1525.165226	63159	63167	9	CTO-S	9	2h	C6	2	227	63164	63420	63420	63164	-3	227
LT934125.1	-	CTO-S	C6_4h	227	63155	63167	63164	7941.009641	2268.859898	63159	63166	8	CTO-S	13	4h	C6	4	227	63164	63420	63420	63164	0	227
LT934125.1	-	CTO-S	C6_6h	226	62564	62564	62564	54.540496	54.540496	62564	62564	1		1	6h	C6	6	0	63164	63420	63420	63164	600	0
LT934125.1	-	CTO-S	C6_6h	227	63149	63181	63164	11398.96373	2836.105809	63158	63166	9	UL21	33	6h	C6	6	227	63164	63420	63420	63164	0	227
LT934125.1	-	CTO-S	C6_8h	226	62542	62542	62542	24.403041	24.403041	62542	62542	1		1	8h	C6	8	0	63164	63420	63420	63164	622	0
LT934125.1	-	CTO-S	C6_8h	227	63149	63180	63159	8821.699185	1952.24325	63159	63167	9		32	8h	C6	8	227	63164	63420	63420	63164	5	227
LT934125.1	-	CTO-S	NRK_1h	227	63161	63161	63161	7894.736842	7894.736842	63161	63161	1		1	1h	NRK	1	227	63164	63420	63420	63164	3	227
LT934125.1	-	CTO-S	NRK_2h	227	63153	63167	63161	13071.895424	6535.947712	63153	63164	12		15	2h	NRK	2	227	63164	63420	63420	63164	3	227
LT934125.1	-	CTO-S	PC_12_0.5h	227	63153	63161	63153	33333.333334	16666.666667	63153	63161	9		9	0.5h	PC_12	0.5	227	63164	63420	63420	63164	11	227
LT934125.1	-	CTO-S	PC_12_1.5h	227	63153	63161	63161	21822.849807	17971.758665	63153	63161	9		9	1.5h	PC_12	1.5	227	63164	63420	63420	63164	3	227
LT934125.1	-	CTO-S	PC_12_12h	227	63151	63176	63164	16099.840108	3362.813184	63157	63166	10	UL21	26	12h	PC_12	12	227	63164	63420	63420	63164	0	227
LT934125.1	-	CTO-S	PC_12_1h	227	63157	63164	63157	3048.780488	762.195122	63157	63164	8		8	1h	PC_12	1	227	63164	63420	63420	63164	7	227
LT934125.1	-	CTO-S	PC_12_2.5h	227	63153	63167	63161	52540.913005	38759.689922	63153	63161	9		15	2.5h	PC_12	2.5	227	63164	63420	63420	63164	3	227
LT934125.1	-	CTO-S	PC_12_2h	227	63162	63170	63162	1568.62745	522.875817	63162	63170	9		9	2h	PC_12	2	227	63164	63420	63420	63164	2	227
LT934125.1	-	CTO-S	PC_12_4h	227	63153	63188	63159	13074.586917	2882.586092	63157	63166	10		36	4h	PC_12	4	227	63164	63420	63420	63164	5	227
LT934125.1	-	CTO-S	PC_12_6h	227	63152	63175	63164	12901.490013	2587.985087	63157	63166	10	UL21	24	6h	PC_12	6	227	63164	63420	63420	63164	0	227
LT934125.1	-	CTO-S	PC_12_8h	227	63151	63176	63164	10903.355583	2800.128006	63157	63166	10	UL21	26	8h	PC_12	8	227	63164	63420	63420	63164	0	227
LT934125.1	-	CTO-S	PK_15_12h	227	63151	63178	63159	23787.395523	5068.407288	63158	63167	10		28	12h	PK_15	12	227	63164	63420	63420	63164	5	227
LT934125.1	-	CTO-S	PK_15_1h	227	63165	63165	63165	748.502994	748.502994	63165	63165	1	CTO-S	1	1h	PK_15	1	227	63164	63420	63420	63164	-1	227
LT934125.1	-	CTO-S	PK_15_2h	227	63152	63175	63164	13241.12339	5397.655393	63159	63166	8	UL21	24	2h	PK_15	2	227	63164	63420	63420	63164	0	227
LT934125.1	-	CTO-S	PK_15_4h	227	63153	63176	63159	10458.250168	2391.051231	63158	63166	9		24	4h	PK_15	4	227	63164	63420	63420	63164	5	227
LT934125.1	-	CTO-S	PK_15_6h	227	63152	63176	63159	18292.590898	3778.255161	63158	63167	10		25	6h	PK_15	6	227	63164	63420	63420	63164	5	227
LT934125.1	-	CTO-S	PK_15_8h	227	63151	63188	63164	11935.912754	2347.271453	63158	63167	10	UL21	38	8h	PK_15	8	227	63164	63420	63420	63164	0	227
LT934125.1	-	IE180	C6_6h	253	107118	107118	107118	54.540496	54.540496	107118	107118	1	IE180	1	6h	C6	6	253	102945	107297	107297	102945	-4173	253
LT934125.1	-	IE180	PK_15_2h	252	107029	107029	107029	84.338366	84.338366	107029	107029	1	IE180	1	2h	PK_15	2	252	102945	107297	107297	102945	-4084	252
LT934125.1	-	NOIR_2	C6_12h	327	135485	135486	135485	82.786496	46.263042	135485	135486	2	NOIR_2	2	12h	C6	12	0	134888	136235	136235	134888	-597	327
LT934125.1	-	NOIR_2	C6_12h	328	135565	135565	135565	53.567733	53.567733	135565	135565	1	NOIR_2	1	12h	C6	12	0	134888	136235	136235	134888	-677	0
LT934125.1	-	NOIR_2	C6_12h	329	135638	135650	135646	82.786497	58.437527	135638	135650	13	NOIR_2	13	12h	C6	12	329	134888	136235	136235	134888	-758	0
LT934125.1	-	NOIR_2	C6_12h	330	135728	135731	135728	53.567733	38.958351	135728	135731	4	NOIR_2	4	12h	C6	12	0	134888	136235	136235	134888	-840	0
LT934125.1	-	NOIR_2	C6_6h	327	135465	135511	135465	109.080992	54.540496	135465	135511	47	NOIR_2	47	6h	C6	6	327	134888	136235	136235	134888	-577	327
LT934125.1	-	NOIR_2	C6_6h	330	135748	135748	135748	54.540496	54.540496	135748	135748	1	NOIR_2	1	6h	C6	6	0	134888	136235	136235	134888	-860	0
LT934125.1	-	NOIR_2	C6_8h	327	135484	135484	135484	24.403041	24.403041	135484	135484	1	NOIR_2	1	8h	C6	8	0	134888	136235	136235	134888	-596	327
LT934125.1	-	NOIR_2	C6_8h	328	135597	135597	135597	24.403041	24.403041	135597	135597	1	NOIR_2	1	8h	C6	8	0	134888	136235	136235	134888	-709	0
LT934125.1	-	NOIR_2	C6_8h	329	135646	135646	135646	36.604561	36.604561	135646	135646	1	NOIR_2	1	8h	C6	8	329	134888	136235	136235	134888	-758	0
LT934125.1	-	NOIR_2	PC_12_12h	327	135485	135487	135485	32.46481	18.937806	135485	135487	3	NOIR_2	3	12h	PC_12	12	0	134888	136235	136235	134888	-597	327
LT934125.1	-	NOIR_2	PC_12_12h	328	135565	135565	135565	43.286413	43.286413	135565	135565	1	NOIR_2	1	12h	PC_12	12	328	134888	136235	136235	134888	-677	0
LT934125.1	-	NOIR_2	PC_12_12h	329	135646	135646	135646	24.348607	24.348607	135646	135646	1	NOIR_2	1	12h	PC_12	12	0	134888	136235	136235	134888	-758	0
LT934125.1	-	NOIR_2	PC_12_4h	327	135492	135492	135492	51.474752	51.474752	135492	135492	1	NOIR_2	1	4h	PC_12	4	327	134888	136235	136235	134888	-604	327
LT934125.1	-	NOIR_2	PC_12_4h	328	135575	135575	135575	51.474752	51.474752	135575	135575	1	NOIR_2	1	4h	PC_12	4	328	134888	136235	136235	134888	-687	0
LT934125.1	-	NOIR_2	PC_12_6h	327	135484	135484	135484	25.623615	25.623615	135484	135484	1	NOIR_2	1	6h	PC_12	6	327	134888	136235	136235	134888	-596	327
LT934125.1	-	NOIR_2	PC_12_8h	327	135485	135485	135485	22.858188	22.858188	135485	135485	1	NOIR_2	1	8h	PC_12	8	0	134888	136235	136235	134888	-597	327
LT934125.1	-	NOIR_2	PC_12_8h	328	135565	135565	135565	34.287282	34.287282	135565	135565	1	NOIR_2	1	8h	PC_12	8	328	134888	136235	136235	134888	-677	0
LT934125.1	-	NOIR_2	PC_12_8h	329	135666	135666	135666	22.858188	22.858188	135666	135666	1	NOIR_2	1	8h	PC_12	8	0	134888	136235	136235	134888	-778	0
LT934125.1	-	UL1	PC_12_6h	244	94764	94764	94764	25.623615	25.623615	94764	94764	1	UL1	1	6h	PC_12	6	244	94461	94931	94931	94461	-303	244
LT934125.1	-	UL15	PC_12_4h	238	76252	76252	76252	51.474752	51.474752	76252	76252	1	UL15	1	4h	PC_12	4	238	71647	76754	76754	71647	-4605	238
LT934125.1	-	UL24	C6_1h	223	59087	59087	59087	652.315721	652.315721	59087	59087	1	UL24	1	1h	C6	1	223	58648	59163	59163	58648	-439	223
LT934125.1	-	UL24	C6_6h	223	59087	59087	59087	54.540496	54.540496	59087	59087	1	UL24	1	6h	C6	6	223	58648	59163	59163	58648	-439	223
LT934125.1	-	UL24	PK_15_6h	223	59087	59087	59087	40.247725	40.247725	59087	59087	1	UL24	1	6h	PK_15	6	223	58648	59163	59163	58648	-439	223
LT934125.1	-	UL24	PK_15_8h	222	58863	58863	58863	12.472218	12.472218	58863	58863	1	UL24	1	8h	PK_15	8	222	58648	59163	59163	58648	-215	222
LT934125.1	-	UL26	C6_12h	220	56317	56318	56318	138.789126	121.744847	56317	56318	2	UL26	2	12h	C6	12	220	55343	56917	56917	55343	-975	220
LT934125.1	-	UL26	C6_12h	221	56526	56526	56526	12.174485	12.174485	56526	56526	1	UL26	1	12h	C6	12	0	55343	56917	56917	55343	-1183	0
LT934125.1	-	UL26	C6_6h	220	56318	56318	56318	54.540496	54.540496	56318	56318	1	UL26	1	6h	C6	6	220	55343	56917	56917	55343	-975	220
LT934125.1	-	UL26	C6_8h	220	56318	56318	56318	85.410642	85.410642	56318	56318	1	UL26	1	8h	C6	8	220	55343	56917	56917	55343	-975	220
LT934125.1	-	UL26	PC_12_12h	220	56317	56318	56318	121.743036	105.510631	56317	56318	2	UL26	2	12h	PC_12	12	220	55343	56917	56917	55343	-975	220
LT934125.1	-	UL26	PC_12_6h	220	56318	56318	56318	38.435422	38.435422	56318	56318	1	UL26	1	6h	PC_12	6	220	55343	56917	56917	55343	-975	220
LT934125.1	-	UL26	PK_15_12h	220	56317	56318	56318	114.243722	101.893049	56317	56318	2	UL26	2	12h	PK_15	12	220	55343	56917	56917	55343	-975	220
LT934125.1	-	UL26	PK_15_4h	220	56318	56318	56318	124.750499	124.750499	56318	56318	1	UL26	1	4h	PK_15	4	220	55343	56917	56917	55343	-975	220
LT934125.1	-	UL26	PK_15_6h	220	56318	56318	56318	55.340622	55.340622	56318	56318	1	UL26	1	6h	PK_15	6	220	55343	56917	56917	55343	-975	220
LT934125.1	-	UL26	PK_15_8h	220	56318	56318	56318	64.855534	64.855534	56318	56318	1	UL26	1	8h	PK_15	8	220	55343	56917	56917	55343	-975	220
LT934125.1	-	UL26.5	C6_12h	214	55265	55284	55270	98438.013612	76105.13885	55270	55273	4		20	12h	C6	12	214	55343	56179	56179	55343	73	214
LT934125.1	-	UL26.5	C6_1h	214	55265	55278	55270	70450.097848	53489.889106	55270	55272	3		14	1h	C6	1	214	55343	56179	56179	55343	73	214
LT934125.1	-	UL26.5	C6_2h	214	55268	55284	55270	82867.310625	63548.551093	55270	55273	4		17	2h	C6	2	214	55343	56179	56179	55343	73	214
LT934125.1	-	UL26.5	C6_4h	214	55265	55279	55270	68349.404422	50482.132728	55270	55273	4		15	4h	C6	4	214	55343	56179	56179	55343	73	214
LT934125.1	-	UL26.5	C6_6h	214	55268	55283	55270	64139.623671	50613.580584	55270	55273	4		16	6h	C6	6	214	55343	56179	56179	55343	73	214
LT934125.1	-	UL26.5	C6_8h	214	55265	55286	55270	61995.924695	48183.803702	55270	55273	4		22	8h	C6	8	214	55343	56179	56179	55343	73	214
LT934125.1	-	UL26.5	NRK_1h	214	55270	55284	55270	18421.052631	13157.894737	55270	55284	15		15	1h	NRK	1	214	55343	56179	56179	55343	73	214
LT934125.1	-	UL26.5	NRK_2h	214	55267	55275	55270	44117.647059	26143.79085	55270	55274	5		9	2h	NRK	2	214	55343	56179	56179	55343	73	214
LT934125.1	-	UL26.5	PC_12_0.5h	214	55270	55276	55270	50000	33333.333333	55270	55276	7		7	0.5h	PC_12	0.5	214	55343	56179	56179	55343	73	214
LT934125.1	-	UL26.5	PC_12_1.5h	214	55268	55285	55270	34659.82028	29525.032092	55270	55272	3		18	1.5h	PC_12	1.5	214	55343	56179	56179	55343	73	214
LT934125.1	-	UL26.5	PC_12_12h	214	55265	55281	55270	68360.067201	54351.501903	55270	55272	3		17	12h	PC_12	12	214	55343	56179	56179	55343	73	214
LT934125.1	-	UL26.5	PC_12_1h	214	55266	55276	55270	36585.365854	26676.829268	55268	55273	6		11	1h	PC_12	1	214	55343	56179	56179	55343	73	214
LT934125.1	-	UL26.5	PC_12_2.5h	214	55262	55277	55270	46080.964684	37037.037037	55268	55270	3		16	2.5h	PC_12	2.5	214	55343	56179	56179	55343	73	214
LT934125.1	-	UL26.5	PC_12_2h	214	55265	55277	55270	53856.209147	43137.254902	55270	55272	3		13	2h	PC_12	2	214	55343	56179	56179	55343	73	214
LT934125.1	-	UL26.5	PC_12_4h	214	55268	55280	55270	58475.317857	45864.003706	55270	55273	4		13	4h	PC_12	4	214	55343	56179	56179	55343	73	214
LT934125.1	-	UL26.5	PC_12_4h	216	55639	55639	55639	51.474752	51.474752	55639	55639	1	UL26	1	4h	PC_12	4	0	55343	56179	56179	55343	-296	0
LT934125.1	-	UL26.5	PC_12_4h	217	55720	55720	55720	51.474752	51.474752	55720	55720	1	UL26	1	4h	PC_12	4	0	55343	56179	56179	55343	-377	0
LT934125.1	-	UL26.5	PC_12_6h	214	55265	55285	55270	63008.468606	49133.281232	55270	55273	4		21	6h	PC_12	6	214	55343	56179	56179	55343	73	214
LT934125.1	-	UL26.5	PC_12_8h	214	55265	55281	55270	59739.873823	47350.736034	55270	55272	3		17	8h	PC_12	8	214	55343	56179	56179	55343	73	214
LT934125.1	-	UL26.5	PK_15_12h	214	55265	55286	55270	82077.93892	63678.524342	55270	55273	4		22	12h	PK_15	12	214	55343	56179	56179	55343	73	214
LT934125.1	-	UL26.5	PK_15_12h	216	55639	55639	55639	32.420516	32.420516	55639	55639	1	UL26	1	12h	PK_15	12	0	55343	56179	56179	55343	-296	0
LT934125.1	-	UL26.5	PK_15_12h	218	55837	55837	55837	13.894507	13.894507	55837	55837	1	UL26	1	12h	PK_15	12	0	55343	56179	56179	55343	-494	0
LT934125.1	-	UL26.5	PK_15_1h	214	55268	55272	55270	17964.071856	13473.053892	55268	55270	3		5	1h	PK_15	1	214	55343	56179	56179	55343	73	214
LT934125.1	-	UL26.5	PK_15_2h	214	55265	55279	55270	59374.209328	42422.197858	55270	55273	4		15	2h	PK_15	2	214	55343	56179	56179	55343	73	214
LT934125.1	-	UL26.5	PK_15_2h	219	55988	55988	55988	84.338366	84.338366	55988	55988	1	UL26	1	2h	PK_15	2	0	55343	56179	56179	55343	-645	0
LT934125.1	-	UL26.5	PK_15_4h	214	55265	55284	55270	51709.081837	36988.522954	55270	55273	4		20	4h	PK_15	4	214	55343	56179	56179	55343	73	214
LT934125.1	-	UL26.5	PK_15_4h	216	55639	55639	55639	83.166999	83.166999	55639	55639	1	UL26	1	4h	PK_15	4	0	55343	56179	56179	55343	-296	0
LT934125.1	-	UL26.5	PK_15_6h	214	55265	55283	55270	59586.756487	44544.169362	55270	55273	4		19	6h	PK_15	6	214	55343	56179	56179	55343	73	0
LT934125.1	-	UL26.5	PK_15_6h	215	55363	55363	55363	15.092897	15.092897	55363	55363	1	UL26	1	6h	PK_15	6	0	55343	56179	56179	55343	-20	215
LT934125.1	-	UL26.5	PK_15_6h	216	55639	55639	55639	25.154828	25.154828	55639	55639	1	UL26	1	6h	PK_15	6	0	55343	56179	56179	55343	-296	0
LT934125.1	-	UL26.5	PK_15_8h	214	55265	55281	55270	61380.774325	49190.428321	55270	55272	3		17	8h	PK_15	8	214	55343	56179	56179	55343	73	214
LT934125.1	-	UL26.5	PK_15_8h	216	55639	55639	55639	32.427767	32.427767	55639	55639	1	UL26	1	8h	PK_15	8	0	55343	56179	56179	55343	-296	0
LT934125.1	-	UL26.5	PK_15_8h	218	55837	55837	55837	14.966662	14.966662	55837	55837	1	UL26	1	8h	PK_15	8	0	55343	56179	56179	55343	-494	0
LT934125.1	-	UL27	C6_12h	184	18584	18584	18584	14.609382	14.609382	18584	18584	1	UL27	1	12h	C6	12	184	16625	19375	19375	16625	-1959	184
LT934125.1	-	UL27	PC_12_12h	184	18584	18584	18584	16.232405	16.232405	18584	18584	1	UL27	1	12h	PC_12	12	184	16625	19375	19375	16625	-1959	184
LT934125.1	-	UL27	PC_12_8h	184	18580	18580	18580	22.858188	22.858188	18580	18580	1	UL27	1	8h	PC_12	8	184	16625	19375	19375	16625	-1955	184
LT934125.1	-	UL27	PK_15_12h	184	18580	18580	18580	9.263004	9.263004	18580	18580	1	UL27	1	12h	PK_15	12	184	16625	19375	19375	16625	-1955	184
LT934125.1	-	UL3	C6_12h	243	93214	93253	93245	172.877684	53.567733	93214	93253	40	UL3	40	12h	C6	12	243	92749	93465	93465	92749	-496	243
LT934125.1	-	UL3	C6_1h	243	93253	93253	93253	652.315721	652.315721	93253	93253	1	UL3	1	1h	C6	1	243	92749	93465	93465	92749	-504	243
LT934125.1	-	UL3	C6_4h	243	93242	93253	93242	567.214974	283.607487	93242	93253	12	UL3	12	4h	C6	4	243	92749	93465	93465	92749	-493	243
LT934125.1	-	UL3	C6_6h	243	93211	93253	93211	109.080992	54.540496	93211	93253	43	UL3	43	6h	C6	6	243	92749	93465	93465	92749	-462	243
LT934125.1	-	UL3	C6_8h	243	93240	93245	93245	61.007602	36.604561	93240	93245	6	UL3	6	8h	C6	8	243	92749	93465	93465	92749	-496	243
LT934125.1	-	UL3	PC_12_12h	243	93211	93253	93245	229.959068	70.340421	93214	93253	40	UL3	43	12h	PC_12	12	243	92749	93465	93465	92749	-496	243
LT934125.1	-	UL3	PC_12_2h	243	93245	93245	93245	261.437908	261.437908	93245	93245	1	UL3	1	2h	PC_12	2	243	92749	93465	93465	92749	-496	243
LT934125.1	-	UL3	PC_12_4h	243	93214	93274	93229	1183.919291	205.899007	93227	93256	30	UL3	61	4h	PC_12	4	243	92749	93465	93465	92749	-480	243
LT934125.1	-	UL3	PC_12_6h	243	93208	93253	93227	781.52025	140.929881	93224	93253	30	UL3	46	6h	PC_12	6	243	92749	93465	93465	92749	-478	243
LT934125.1	-	UL3	PC_12_8h	243	93229	93253	93245	148.578221	80.003657	93229	93253	25	UL3	25	8h	PC_12	8	243	92749	93465	93465	92749	-496	243
LT934125.1	-	UL3	PK_15_12h	243	93208	93274	93245	455.431054	101.893049	93214	93253	40	UL3	67	12h	PK_15	12	243	92749	93465	93465	92749	-496	243
LT934125.1	-	UL3	PK_15_2h	243	93211	93211	93211	84.338366	84.338366	93211	93211	1	UL3	1	2h	PK_15	2	243	92749	93465	93465	92749	-462	243
LT934125.1	-	UL3	PK_15_4h	243	93202	93253	93245	810.878245	311.876248	93214	93248	35	UL3	52	4h	PK_15	4	243	92749	93465	93465	92749	-496	243
LT934125.1	-	UL3	PK_15_6h	243	93211	93253	93245	749.613873	166.021865	93214	93248	35	UL3	43	6h	PK_15	6	243	92749	93465	93465	92749	-496	243
LT934125.1	-	UL3	PK_15_8h	243	93227	93270	93245	339.244334	82.31664	93227	93256	30	UL3	44	8h	PK_15	8	243	92749	93465	93465	92749	-496	243
LT934125.1	-	UL3.5	C6_12h	242	92064	92083	92069	39119.054286	24129.828705	92067	92070	4		20	12h	C6	12	242	92099	92752	92752	92099	30	242
LT934125.1	-	UL3.5	C6_1h	242	92067	92072	92069	8480.10437	5218.525766	92069	92072	4		6	1h	C6	1	242	92099	92752	92752	92099	30	242
LT934125.1	-	UL3.5	C6_2h	242	92067	92072	92069	12709.710218	8642.602949	92067	92069	3		6	2h	C6	2	242	92099	92752	92752	92099	30	242
LT934125.1	-	UL3.5	C6_4h	242	92064	92074	92069	22404.991489	10777.084515	92067	92072	6		11	4h	C6	4	242	92099	92752	92752	92099	30	242
LT934125.1	-	UL3.5	C6_6h	242	92064	92085	92069	26561.221706	15871.284429	92067	92072	6		22	6h	C6	6	242	92099	92752	92752	92099	30	242
LT934125.1	-	UL3.5	C6_8h	242	92064	92084	92069	34017.838625	21035.421013	92067	92070	4		21	8h	C6	8	242	92099	92752	92752	92099	30	242
LT934125.1	-	UL3.5	NRK_1h	242	92069	92071	92069	7894.736842	5263.157895	92069	92071	3		3	1h	NRK	1	242	92099	92752	92752	92099	30	242
LT934125.1	-	UL3.5	NRK_2h	242	92067	92076	92069	13888.888888	6535.947712	92067	92071	5		10	2h	NRK	2	242	92099	92752	92752	92099	30	242
LT934125.1	-	UL3.5	PC_12_0.5h	242	92071	92071	92071	16666.666667	16666.666667	92071	92071	1		1	0.5h	PC_12	0.5	242	92099	92752	92752	92099	28	242
LT934125.1	-	UL3.5	PC_12_1.5h	242	92067	92072	92069	17971.758664	8985.879332	92067	92071	5		6	1.5h	PC_12	1.5	242	92099	92752	92752	92099	30	242
LT934125.1	-	UL3.5	PC_12_12h	242	92064	92083	92069	45117.969001	28268.732871	92067	92070	4		20	12h	PC_12	12	242	92099	92752	92752	92099	30	242
LT934125.1	-	UL3.5	PC_12_1h	242	92064	92072	92069	16768.292683	9908.536585	92067	92069	3		9	1h	PC_12	1	242	92099	92752	92752	92099	30	242
LT934125.1	-	UL3.5	PC_12_2.5h	242	92067	92072	92069	18087.855297	9905.254091	92067	92071	5		6	2.5h	PC_12	2.5	242	92099	92752	92752	92099	30	242
LT934125.1	-	UL3.5	PC_12_2h	242	92064	92072	92069	16993.464051	11764.705882	92067	92069	3		9	2h	PC_12	2	242	92099	92752	92752	92099	30	242
LT934125.1	-	UL3.5	PC_12_4h	242	92064	92083	92069	27436.042623	16214.546765	92067	92072	6		20	4h	PC_12	4	242	92099	92752	92752	92099	30	242
LT934125.1	-	UL3.5	PC_12_6h	242	92064	92083	92069	34809.680601	20819.186963	92067	92072	6		20	6h	PC_12	6	242	92099	92752	92752	92099	30	242
LT934125.1	-	UL3.5	PC_12_8h	242	92064	92083	92069	32561.488527	20286.641675	92067	92070	4		20	8h	PC_12	8	242	92099	92752	92752	92099	30	242
LT934125.1	-	UL3.5	PK_15_12h	242	92064	92085	92069	42903.149112	24837.202696	92067	92071	5		22	12h	PK_15	12	242	92099	92752	92752	92099	30	242
LT934125.1	-	UL3.5	PK_15_1h	242	92064	92074	92069	5239.520958	2994.011976	92064	92074	11		11	1h	PK_15	1	242	92099	92752	92752	92099	30	242
LT934125.1	-	UL3.5	PK_15_2h	242	92064	92081	92069	14927.8907	9192.881842	92067	92072	6		18	2h	PK_15	2	242	92099	92752	92752	92099	30	242
