group	cluster	cluster_start	cluster_end	seqnames	strand	cluster_width	cluster_peak	cluster_total_count	hpi	cell_line	meta_cluster
C6_6h	2118	107345	107379	LT934125.1	-	35	107369	776.196637	6h	C6	1077
C6_12h	2118	107365	107379	LT934125.1	-	15	107369	1426.683173	12h	C6	1077
C6_8h	2118	107365	107382	LT934125.1	-	18	107369	451.977401	8h	C6	1077
PK_15_6h	2118	107365	107382	LT934125.1	-	18	107369	1854.853668	6h	PK_15	1077
PC_12_12h	2118	107366	107378	LT934125.1	-	13	107369	518.746544	12h	PC_12	1077
PC_12_2h	2118	107366	107369	LT934125.1	-	4	107366	2001.334224	2h	PC_12	1077
PC_12_6h	2118	107366	107378	LT934125.1	-	13	107369	533.020628	6h	PC_12	1077
PK_15_12h	2118	107366	107378	LT934125.1	-	13	107369	121.281465	12h	PK_15	1077
C6_2h	2118	107369	107369	LT934125.1	-	1	107369	1172.332943	2h	C6	1077
NRK_2h	2118	107369	107369	LT934125.1	-	1	107369	3236.245955	2h	NRK	1077
PC_12_2.5h	2118	107369	107369	LT934125.1	-	1	107369	740.19245	2.5h	PC_12	1077
PC_12_4h	2118	107369	107378	LT934125.1	-	10	107369	702.670147	4h	PC_12	1077
PK_15_1h	2119	107411	107411	LT934125.1	-	1	107411	2923.976608	1h	PK_15	1077
PC_12_6h	2120	107516	107560	LT934125.1	-	45	107559	826.181973	6h	PC_12	1078
PK_15_4h	2120	107516	107560	LT934125.1	-	45	107559	1907.932128	4h	PK_15	1078
PC_12_1h	2120	107537	107560	LT934125.1	-	24	107537	6681.514476	1h	PC_12	1078
PC_12_4h	2120	107539	107560	LT934125.1	-	22	107559	602.288698	4h	PC_12	1078
C6_12h	2120	107543	107560	LT934125.1	-	18	107559	1132.954284	12h	C6	1078
C6_8h	2120	107543	107560	LT934125.1	-	18	107559	1162.227602	8h	C6	1078
PC_12_12h	2120	107543	107559	LT934125.1	-	17	107559	1146.702887	12h	PC_12	1078
PC_12_8h	2120	107543	107559	LT934125.1	-	17	107559	1003.197693	8h	PC_12	1078
PK_15_6h	2120	107543	107564	LT934125.1	-	22	107559	1185.493429	6h	PK_15	1078
PK_15_8h	2120	107543	107560	LT934125.1	-	18	107559	1758.779644	8h	PK_15	1078
PK_15_1h	2120	107555	107561	LT934125.1	-	7	107559	184210.526315	1h	PK_15	1078
PK_15_12h	2120	107556	107560	LT934125.1	-	5	107559	485.125858	12h	PK_15	1078
PK_15_2h	2120	107556	107563	LT934125.1	-	8	107559	13758.146271	2h	PK_15	1078
C6_6h	2120	107559	107559	LT934125.1	-	1	107559	603.708495	6h	C6	1078
PC_12_0.5h	2120	107559	107559	LT934125.1	-	1	107559	32258.064516	0.5h	PC_12	1078
PC_12_2h	2120	107559	107559	LT934125.1	-	1	107559	667.111408	2h	PC_12	1078
NRK_1h	2121	107722	107722	LT934125.1	-	1	107722	10101.010101	1h	NRK	1079
PK_15_6h	2122	107834	107834	LT934125.1	-	1	107834	16.129162	6h	PK_15	1080
PC_12_6h	2123	107917	107917	LT934125.1	-	1	107917	26.651031	6h	PC_12	1081
C6_8h	2124	108337	108337	LT934125.1	-	1	108337	32.2841	8h	C6	1082
PC_12_8h	2125	108450	108456	LT934125.1	-	7	108450	94.049784	8h	PC_12	1083
C6_8h	2125	108456	108456	LT934125.1	-	1	108456	32.2841	8h	C6	1083
PC_12_2h	2126	108494	108494	LT934125.1	-	1	108494	667.111408	2h	PC_12	1084
PK_15_4h	2127	108717	108717	LT934125.1	-	1	108717	40.594301	4h	PK_15	1085
PC_12_12h	2127	108721	108740	LT934125.1	-	20	108727	109.209799	12h	PC_12	1086
PC_12_8h	2127	108721	108740	LT934125.1	-	20	108727	219.449496	8h	PC_12	1086
C6_12h	2127	108727	108740	LT934125.1	-	14	108727	41.96127	12h	C6	1086
C6_2h	2127	108727	108727	LT934125.1	-	1	108727	1172.332943	2h	C6	1086
PC_12_6h	2127	108727	108767	LT934125.1	-	41	108727	79.953093	6h	PC_12	1086
PK_15_12h	2127	108727	108745	LT934125.1	-	19	108727	27.459954	12h	PK_15	1086
C6_8h	2127	108740	108745	LT934125.1	-	6	108740	64.5682	8h	C6	1086
PK_15_6h	2127	108740	108745	LT934125.1	-	6	108740	64.51665	6h	PK_15	1086
PC_12_4h	2127	108745	108755	LT934125.1	-	11	108745	200.7629	4h	PC_12	1086
C6_8h	2128	109375	109375	LT934125.1	-	1	109375	32.2841	8h	C6	1087
PC_12_8h	2129	109437	109437	LT934125.1	-	1	109437	31.349928	8h	PC_12	1088
PK_15_4h	2130	109730	109753	LT934125.1	-	24	109730	81.188602	4h	PK_15	1089
PC_12_6h	2130	109736	109746	LT934125.1	-	11	109736	53.302062	6h	PC_12	1089
PC_12_8h	2130	109749	109749	LT934125.1	-	1	109749	62.699856	8h	PC_12	1089
C6_8h	2131	110320	110320	LT934125.1	-	1	110320	64.5682	8h	C6	1090
PC_12_8h	2132	110589	110589	LT934125.1	-	1	110589	31.349928	8h	PC_12	1091
PC_12_6h	2133	110645	110645	LT934125.1	-	1	110645	26.651031	6h	PC_12	1092
PK_15_2h	2133	110663	110663	LT934125.1	-	1	110663	362.056481	2h	PK_15	1093
PC_12_8h	2134	110702	110702	LT934125.1	-	1	110702	31.349928	8h	PC_12	1094
PC_12_2h	2135	110908	110908	LT934125.1	-	1	110908	667.111408	2h	PC_12	1095
C6_8h	2136	110937	110950	LT934125.1	-	14	110937	64.5682	8h	C6	1096
C6_12h	2136	110950	110950	LT934125.1	-	1	110950	20.980635	12h	C6	1096
PC_12_8h	2136	110950	110950	LT934125.1	-	1	110950	31.349928	8h	PC_12	1096
PC_12_1h	2137	111097	111103	LT934125.1	-	7	111103	6681.514476	1h	PC_12	1097
PC_12_2.5h	2137	111099	111099	LT934125.1	-	1	111099	740.19245	2.5h	PC_12	1097
PC_12_8h	2137	111099	111103	LT934125.1	-	5	111103	219.449495	8h	PC_12	1097
PC_12_2h	2137	111101	111119	LT934125.1	-	19	111101	2001.334224	2h	PC_12	1097
C6_12h	2137	111103	111103	LT934125.1	-	1	111103	27.97418	12h	C6	1097
C6_8h	2137	111103	111103	LT934125.1	-	1	111103	32.2841	8h	C6	1097
PC_12_12h	2137	111103	111103	LT934125.1	-	1	111103	68.256124	12h	PC_12	1097
PC_12_4h	2137	111103	111107	LT934125.1	-	5	111103	200.7629	4h	PC_12	1097
PC_12_6h	2137	111103	111103	LT934125.1	-	1	111103	133.255157	6h	PC_12	1097
PK_15_1h	2137	111103	111103	LT934125.1	-	1	111103	2923.976608	1h	PK_15	1097
PK_15_2h	2137	111103	111103	LT934125.1	-	1	111103	1086.169442	2h	PK_15	1097
PK_15_4h	2137	111103	111104	LT934125.1	-	2	111103	324.754405	4h	PK_15	1097
PK_15_6h	2137	111103	111103	LT934125.1	-	1	111103	32.258325	6h	PK_15	1097
PK_15_8h	2137	111103	111103	LT934125.1	-	1	111103	39.473857	8h	PK_15	1097
PC_12_0.5h	2138	111157	111157	LT934125.1	-	1	111157	32258.064516	0.5h	PC_12	1098
PC_12_6h	2139	111360	111360	LT934125.1	-	1	111360	26.651031	6h	PC_12	1099
PC_12_8h	2140	111662	111662	LT934125.1	-	1	111662	31.349928	8h	PC_12	1100
PC_12_8h	2141	112058	112058	LT934125.1	-	1	112058	31.349928	8h	PC_12	1101
PC_12_6h	2142	112144	112144	LT934125.1	-	1	112144	26.651031	6h	PC_12	1102
PC_12_8h	2143	112864	112864	LT934125.1	-	1	112864	31.349928	8h	PC_12	1103
PC_12_8h	2144	113002	113002	LT934125.1	-	1	113002	31.349928	8h	PC_12	1104
C6_6h	2145	113426	113426	LT934125.1	-	1	113426	86.244071	6h	C6	1105
PC_12_8h	2146	113523	113538	LT934125.1	-	16	113523	62.699856	8h	PC_12	1106
PK_15_8h	2146	113523	113523	LT934125.1	-	1	113523	21.929921	8h	PK_15	1106
C6_8h	2147	113556	113556	LT934125.1	-	1	113556	32.2841	8h	C6	1107
PC_12_6h	2148	113694	113694	LT934125.1	-	1	113694	26.651031	6h	PC_12	1108
PK_15_4h	2149	113733	113733	LT934125.1	-	1	113733	40.594301	4h	PK_15	1109
PC_12_8h	2150	113816	113816	LT934125.1	-	1	113816	31.349928	8h	PC_12	1110
PK_15_4h	2151	114125	114125	LT934125.1	-	1	114125	81.188601	4h	PK_15	1111
PK_15_6h	2151	114138	114138	LT934125.1	-	1	114138	16.129162	6h	PK_15	1112
PC_12_8h	2152	114506	114506	LT934125.1	-	1	114506	31.349928	8h	PC_12	1113
C6_12h	2153	115306	115306	LT934125.1	-	1	115306	20.980635	12h	C6	1114
PC_12_8h	2154	115346	115346	LT934125.1	-	1	115346	31.349928	8h	PC_12	1115
PK_15_6h	2154	115353	115353	LT934125.1	-	1	115353	16.129162	6h	PK_15	1116
PK_15_4h	2155	115492	115532	LT934125.1	-	41	115532	690.103111	4h	PK_15	1117
PC_12_12h	2155	115496	115535	LT934125.1	-	40	115532	498.269708	12h	PC_12	1117
PC_12_6h	2155	115496	115533	LT934125.1	-	38	115532	692.926816	6h	PC_12	1117
C6_8h	2155	115505	115532	LT934125.1	-	28	115528	645.682001	8h	C6	1117
PK_15_6h	2155	115514	115532	LT934125.1	-	19	115528	443.551963	6h	PK_15	1117
C6_12h	2155	115518	115533	LT934125.1	-	16	115528	944.128569	12h	C6	1117
C6_6h	2155	115522	115532	LT934125.1	-	11	115532	344.976283	6h	C6	1117
PC_12_4h	2155	115527	115532	LT934125.1	-	6	115532	702.670147	4h	PC_12	1117
PC_12_8h	2155	115527	115556	LT934125.1	-	30	115532	1348.0469	8h	PC_12	1117
C6_2h	2155	115528	115528	LT934125.1	-	1	115528	1172.332943	2h	C6	1117
C6_4h	2155	115528	115528	LT934125.1	-	1	115528	1050.972149	4h	C6	1117
PC_12_2h	2155	115528	115532	LT934125.1	-	5	115528	1334.222816	2h	PC_12	1117
PK_15_12h	2155	115528	115532	LT934125.1	-	5	115532	64.073227	12h	PK_15	1117
PK_15_8h	2155	115528	115532	LT934125.1	-	5	115532	311.404875	8h	PK_15	1117
PK_15_4h	2156	115581	115702	LT934125.1	-	122	115638	852.480319	4h	PK_15	1118
C6_12h	2156	115602	115710	LT934125.1	-	109	115634	1104.980106	12h	C6	1118
PK_15_8h	2156	115602	115680	LT934125.1	-	79	115638	684.213527	8h	PK_15	1118
PC_12_8h	2156	115606	115718	LT934125.1	-	113	115634	1975.04546	8h	PC_12	1118
PK_15_6h	2156	115606	115710	LT934125.1	-	105	115634	758.070628	6h	PK_15	1118
PC_12_12h	2156	115612	115685	LT934125.1	-	74	115656	819.073491	12h	PC_12	1118
PC_12_6h	2156	115624	115703	LT934125.1	-	80	115638	559.671654	6h	PC_12	1118
PC_12_4h	2156	115633	115638	LT934125.1	-	6	115638	301.144349	4h	PC_12	1118
C6_8h	2156	115634	115686	LT934125.1	-	53	115670	387.4092	8h	C6	1118
PK_15_12h	2156	115634	115676	LT934125.1	-	43	115634	148.741419	12h	PK_15	1118
C6_4h	2156	115638	115660	LT934125.1	-	23	115638	1576.458225	4h	C6	1118
C6_6h	2156	115638	115666	LT934125.1	-	29	115656	948.684778	6h	C6	1118
PC_12_2.5h	2156	115638	115638	LT934125.1	-	1	115638	740.19245	2.5h	PC_12	1118
PK_15_2h	2156	115656	115656	LT934125.1	-	1	115656	362.056481	2h	PK_15	1118
PC_12_2h	2156	115685	115685	LT934125.1	-	1	115685	667.111408	2h	PC_12	1118
C6_12h	2157	115855	115855	LT934125.1	-	1	115855	20.980635	12h	C6	1119
PC_12_8h	2158	115929	115929	LT934125.1	-	1	115929	31.349928	8h	PC_12	1120
PC_12_6h	2159	116149	116149	LT934125.1	-	1	116149	26.651031	6h	PC_12	1121
C6_6h	2160	116570	116570	LT934125.1	-	1	116570	86.244071	6h	C6	1122
C6_12h	2160	116579	116579	LT934125.1	-	1	116579	27.97418	12h	C6	1123
PC_12_6h	2160	116579	116579	LT934125.1	-	1	116579	26.651031	6h	PC_12	1123
PK_15_6h	2161	116771	116771	LT934125.1	-	1	116771	16.129162	6h	PK_15	1124
PK_15_2h	2161	116789	116789	LT934125.1	-	1	116789	362.056481	2h	PK_15	1125
C6_8h	2162	116843	116843	LT934125.1	-	1	116843	32.2841	8h	C6	1126
PK_15_4h	2162	116858	116858	LT934125.1	-	1	116858	40.594301	4h	PK_15	1127
PC_12_6h	2162	116868	116900	LT934125.1	-	33	116873	133.255156	6h	PC_12	1128
PC_12_12h	2162	116873	116878	LT934125.1	-	6	116873	40.953674	12h	PC_12	1128
PK_15_8h	2162	116873	116873	LT934125.1	-	1	116873	13.157952	8h	PK_15	1128
PC_12_2h	2162	116878	116878	LT934125.1	-	1	116878	667.111408	2h	PC_12	1128
C6_12h	2162	116890	116890	LT934125.1	-	1	116890	34.967725	12h	C6	1128
C6_6h	2162	116890	116907	LT934125.1	-	18	116890	172.488142	6h	C6	1128
PC_12_8h	2162	116910	116910	LT934125.1	-	1	116910	31.349928	8h	PC_12	1129
PC_12_4h	2162	116915	116915	LT934125.1	-	1	116915	100.38145	4h	PC_12	1130
PC_12_6h	2163	117246	117246	LT934125.1	-	1	117246	26.651031	6h	PC_12	1131
PC_12_8h	2164	117340	117340	LT934125.1	-	1	117340	31.349928	8h	PC_12	1132
PC_12_8h	2165	117733	117733	LT934125.1	-	1	117733	31.349928	8h	PC_12	1133
C6_8h	2166	117778	117778	LT934125.1	-	1	117778	32.2841	8h	C6	1134
PC_12_8h	2167	117853	117853	LT934125.1	-	1	117853	31.349928	8h	PC_12	1135
C6_8h	2168	118007	118007	LT934125.1	-	1	118007	32.2841	8h	C6	1136
PC_12_8h	2168	118008	118008	LT934125.1	-	1	118008	31.349928	8h	PC_12	1137
PC_12_4h	2169	118093	118093	LT934125.1	-	1	118093	100.38145	4h	PC_12	1138
PC_12_8h	2170	118199	118199	LT934125.1	-	1	118199	62.699856	8h	PC_12	1139
PC_12_6h	2170	118215	118215	LT934125.1	-	1	118215	26.651031	6h	PC_12	1140
C6_6h	2171	118376	118400	LT934125.1	-	25	118400	603.708495	6h	C6	1141
PC_12_12h	2171	118376	118400	LT934125.1	-	25	118400	75.081736	12h	PC_12	1141
PC_12_8h	2171	118376	118400	LT934125.1	-	25	118400	219.449496	8h	PC_12	1141
PK_15_6h	2171	118376	118400	LT934125.1	-	25	118376	40.322905	6h	PK_15	1141
PC_12_6h	2171	118378	118420	LT934125.1	-	43	118400	159.906188	6h	PC_12	1141
C6_8h	2171	118379	118400	LT934125.1	-	22	118400	161.4205	8h	C6	1141
PC_12_2.5h	2171	118399	118399	LT934125.1	-	1	118399	740.19245	2.5h	PC_12	1141
C6_12h	2171	118400	118400	LT934125.1	-	1	118400	41.96127	12h	C6	1141
NRK_2h	2171	118400	118400	LT934125.1	-	1	118400	3236.245955	2h	NRK	1141
PC_12_4h	2171	118400	118400	LT934125.1	-	1	118400	100.38145	4h	PC_12	1141
PK_15_8h	2171	118400	118400	LT934125.1	-	1	118400	17.543937	8h	PK_15	1141
PC_12_4h	2172	118504	118504	LT934125.1	-	1	118504	100.38145	4h	PC_12	1142
C6_6h	2173	118694	118694	LT934125.1	-	1	118694	86.244071	6h	C6	1143
C6_8h	2173	118706	118749	LT934125.1	-	44	118706	129.1364	8h	C6	1144
PC_12_4h	2173	118724	118726	LT934125.1	-	3	118724	200.7629	4h	PC_12	1144
PC_12_8h	2173	118724	118724	LT934125.1	-	1	118724	31.349928	8h	PC_12	1144
PC_12_6h	2173	118727	118734	LT934125.1	-	8	118727	79.953093	6h	PC_12	1144
C6_4h	2173	118729	118729	LT934125.1	-	1	118729	525.486075	4h	C6	1144
NRK_2h	2173	118739	118739	LT934125.1	-	1	118739	3236.245955	2h	NRK	1144
C6_6h	2174	118930	118930	LT934125.1	-	1	118930	86.244071	6h	C6	1145
PC_12_12h	2176	119031	119061	LT934125.1	-	31	119058	293.501333	12h	PC_12	1146
PK_15_2h	2175	119031	119058	LT934125.1	-	28	119031	724.112962	2h	PK_15	1146
PC_12_8h	2176	119033	119070	LT934125.1	-	38	119058	564.298703	8h	PC_12	1146
PC_12_6h	2176	119034	119061	LT934125.1	-	28	119058	346.463408	6h	PC_12	1146
PK_15_4h	2176	119034	119061	LT934125.1	-	28	119061	243.565805	4h	PK_15	1146
C6_8h	2176	119035	119061	LT934125.1	-	27	119058	225.9887	8h	C6	1146
C6_12h	2176	119040	119067	LT934125.1	-	28	119058	524.515873	12h	C6	1146
PC_12_2h	2176	119057	119059	LT934125.1	-	3	119057	1334.222816	2h	PC_12	1146
PC_12_4h	2176	119058	119058	LT934125.1	-	1	119058	100.38145	4h	PC_12	1146
PK_15_12h	2176	119058	119058	LT934125.1	-	1	119058	36.613272	12h	PK_15	1146
PK_15_6h	2176	119058	119058	LT934125.1	-	1	119058	16.129162	6h	PK_15	1146
PK_15_8h	2176	119058	119058	LT934125.1	-	1	119058	52.63181	8h	PK_15	1146
C6_1h	2176	119061	119061	LT934125.1	-	1	119061	1540.832049	1h	C6	1146
C6_2h	2176	119067	119067	LT934125.1	-	1	119067	1172.332943	2h	C6	1146
PK_15_4h	2177	119299	119299	LT934125.1	-	1	119299	40.594301	4h	PK_15	1147
PK_15_8h	2177	119314	119314	LT934125.1	-	1	119314	13.157952	8h	PK_15	1148
PC_12_6h	2177	119325	119325	LT934125.1	-	1	119325	26.651031	6h	PC_12	1149
PC_12_12h	2178	119359	119359	LT934125.1	-	1	119359	27.30245	12h	PC_12	1150
PC_12_2h	2178	119359	119359	LT934125.1	-	1	119359	667.111408	2h	PC_12	1150
PC_12_8h	2178	119359	119362	LT934125.1	-	4	119359	62.699856	8h	PC_12	1150
C6_12h	2178	119362	119362	LT934125.1	-	1	119362	20.980635	12h	C6	1150
PK_15_4h	2179	119430	119444	LT934125.1	-	15	119430	121.782903	4h	PK_15	1151
PC_12_4h	2179	119439	119439	LT934125.1	-	1	119439	100.38145	4h	PC_12	1151
C6_12h	2180	119478	119499	LT934125.1	-	22	119499	314.709524	12h	C6	1152
PC_12_12h	2180	119478	119499	LT934125.1	-	22	119481	197.94276	12h	PC_12	1152
PK_15_6h	2180	119479	119499	LT934125.1	-	21	119481	72.581229	6h	PK_15	1152
C6_8h	2180	119481	119503	LT934125.1	-	23	119481	96.8523	8h	C6	1152
PC_12_6h	2180	119481	119499	LT934125.1	-	19	119499	133.255156	6h	PC_12	1152
PC_12_8h	2180	119481	119501	LT934125.1	-	21	119499	156.74964	8h	PC_12	1152
PK_15_12h	2180	119481	119499	LT934125.1	-	19	119499	57.208238	12h	PK_15	1152
PK_15_8h	2180	119481	119499	LT934125.1	-	19	119499	83.333698	8h	PK_15	1152
PC_12_2h	2180	119495	119499	LT934125.1	-	5	119495	1334.222816	2h	PC_12	1152
PC_12_2.5h	2180	119496	119496	LT934125.1	-	1	119496	740.19245	2.5h	PC_12	1152
C6_6h	2180	119499	119499	LT934125.1	-	1	119499	86.244071	6h	C6	1152
PK_15_2h	2180	119499	119499	LT934125.1	-	1	119499	362.056481	2h	PK_15	1152
PC_12_8h	2181	119641	119641	LT934125.1	-	1	119641	31.349928	8h	PC_12	1153
PK_15_8h	2182	119688	119688	LT934125.1	-	1	119688	17.543937	8h	PK_15	1154
C6_12h	2183	119896	119931	LT934125.1	-	36	119910	251.767619	12h	C6	1155
PC_12_12h	2183	119899	119935	LT934125.1	-	37	119910	675.735629	12h	PC_12	1155
PC_12_6h	2183	119907	119935	LT934125.1	-	29	119910	319.812374	6h	PC_12	1155
C6_4h	2183	119910	119910	LT934125.1	-	1	119910	525.486075	4h	C6	1155
C6_6h	2183	119910	119916	LT934125.1	-	7	119910	344.976283	6h	C6	1155
C6_8h	2183	119910	119931	LT934125.1	-	22	119910	516.5456	8h	C6	1155
PC_12_4h	2183	119910	119910	LT934125.1	-	1	119910	200.762899	4h	PC_12	1155
PC_12_8h	2183	119910	119935	LT934125.1	-	26	119923	783.748199	8h	PC_12	1155
PK_15_6h	2183	119910	119923	LT934125.1	-	14	119923	72.58123	6h	PK_15	1155
PK_15_8h	2183	119910	119923	LT934125.1	-	14	119923	65.789762	8h	PK_15	1155
PK_15_12h	2183	119923	119923	LT934125.1	-	1	119923	32.036613	12h	PK_15	1155
PK_15_4h	2184	119990	119993	LT934125.1	-	4	119993	162.377203	4h	PK_15	1156
PK_15_2h	2184	119991	119991	LT934125.1	-	1	119991	362.056481	2h	PK_15	1156
PC_12_1.5h	2185	120055	120055	LT934125.1	-	1	120055	2212.389381	1.5h	PC_12	1157
C6_6h	2185	120057	120069	LT934125.1	-	13	120057	344.976283	6h	C6	1158
PC_12_6h	2185	120057	120062	LT934125.1	-	6	120057	53.302062	6h	PC_12	1158
PK_15_6h	2186	120137	120137	LT934125.1	-	1	120137	16.129162	6h	PK_15	1159
PC_12_12h	2186	120138	120138	LT934125.1	-	1	120138	40.953675	12h	PC_12	1160
PK_15_4h	2186	120139	120139	LT934125.1	-	1	120139	40.594301	4h	PK_15	1161
C6_4h	2186	120142	120142	LT934125.1	-	1	120142	525.486075	4h	C6	1162
PC_12_8h	2187	120234	120250	LT934125.1	-	17	120241	125.399712	8h	PC_12	1163
C6_8h	2187	120237	120237	LT934125.1	-	1	120237	64.5682	8h	C6	1163
PC_12_4h	2187	120237	120241	LT934125.1	-	5	120237	200.7629	4h	PC_12	1163
PK_15_4h	2187	120239	120239	LT934125.1	-	1	120239	40.594301	4h	PK_15	1163
C6_12h	2187	120241	120241	LT934125.1	-	1	120241	83.922539	12h	C6	1163
PC_12_12h	2187	120241	120241	LT934125.1	-	1	120241	109.209799	12h	PC_12	1163
PK_15_12h	2187	120241	120241	LT934125.1	-	1	120241	16.018307	12h	PK_15	1163
PK_15_6h	2187	120241	120241	LT934125.1	-	1	120241	32.258325	6h	PK_15	1163
PC_12_12h	2188	120405	120454	LT934125.1	-	50	120431	860.027166	12h	PC_12	1164
PC_12_8h	2188	120408	120454	LT934125.1	-	47	120433	658.348488	8h	PC_12	1164
C6_12h	2188	120409	120454	LT934125.1	-	46	120431	538.502963	12h	C6	1164
C6_8h	2188	120418	120454	LT934125.1	-	37	120454	322.841	8h	C6	1164
PK_15_12h	2188	120418	120454	LT934125.1	-	37	120431	139.588101	12h	PK_15	1164
PC_12_6h	2188	120421	120431	LT934125.1	-	11	120421	79.953093	6h	PC_12	1164
C6_2h	2188	120429	120429	LT934125.1	-	1	120429	1172.332943	2h	C6	1164
PC_12_4h	2188	120431	120431	LT934125.1	-	1	120431	100.38145	4h	PC_12	1164
PK_15_4h	2188	120431	120454	LT934125.1	-	24	120431	121.782902	4h	PK_15	1164
PK_15_6h	2188	120431	120431	LT934125.1	-	1	120431	104.839555	6h	PK_15	1164
PK_15_8h	2188	120431	120454	LT934125.1	-	24	120431	114.035588	8h	PK_15	1164
PC_12_8h	2189	120676	120676	LT934125.1	-	1	120676	31.349928	8h	PC_12	1165
C6_8h	2190	121127	121127	LT934125.1	-	1	121127	32.2841	8h	C6	1166
PC_12_8h	2191	121344	121361	LT934125.1	-	18	121344	125.399712	8h	PC_12	1167
PC_12_6h	2192	121418	121418	LT934125.1	-	1	121418	26.651031	6h	PC_12	1168
C6_6h	2193	121484	121484	LT934125.1	-	1	121484	86.244071	6h	C6	1169
PC_12_8h	2193	121498	121524	LT934125.1	-	27	121498	62.699856	8h	PC_12	1170
C6_12h	2193	121507	121507	LT934125.1	-	1	121507	34.967725	12h	C6	1170
PC_12_12h	2194	121532	121532	LT934125.1	-	1	121532	20.476837	12h	PC_12	1171
PC_12_4h	2195	121574	121574	LT934125.1	-	1	121574	100.38145	4h	PC_12	1172
C6_6h	2196	121762	121762	LT934125.1	-	1	121762	86.244071	6h	C6	1173
PC_12_6h	2197	121829	121856	LT934125.1	-	28	121829	53.302062	6h	PC_12	1174
PC_12_8h	2197	121832	121872	LT934125.1	-	41	121832	156.74964	8h	PC_12	1174
PC_12_12h	2197	121856	121878	LT934125.1	-	23	121878	81.907349	12h	PC_12	1174
PK_15_4h	2197	121856	121856	LT934125.1	-	1	121856	40.594301	4h	PK_15	1174
PC_12_6h	2198	122009	122009	LT934125.1	-	1	122009	26.651031	6h	PC_12	1175
PC_12_2h	2199	122044	122044	LT934125.1	-	1	122044	667.111408	2h	PC_12	1176
PC_12_8h	2200	122086	122106	LT934125.1	-	21	122086	94.049784	8h	PC_12	1177
C6_8h	2200	122105	122105	LT934125.1	-	1	122105	32.2841	8h	C6	1177
PK_15_4h	2201	122312	122320	LT934125.1	-	9	122312	81.188602	4h	PK_15	1178
PC_12_8h	2201	122318	122322	LT934125.1	-	5	122320	219.449496	8h	PC_12	1178
C6_12h	2202	122412	122462	LT934125.1	-	51	122413	265.75471	12h	C6	1179
C6_8h	2202	122413	122428	LT934125.1	-	16	122413	96.8523	8h	C6	1179
PC_12_12h	2202	122413	122428	LT934125.1	-	16	122424	368.58307	12h	PC_12	1179
PC_12_6h	2202	122413	122461	LT934125.1	-	49	122413	159.906186	6h	PC_12	1179
PC_12_8h	2202	122413	122497	LT934125.1	-	85	122424	626.998558	8h	PC_12	1179
PK_15_12h	2202	122413	122424	LT934125.1	-	12	122413	66.361556	12h	PK_15	1179
PK_15_6h	2202	122413	122424	LT934125.1	-	12	122413	88.710392	6h	PK_15	1179
PK_15_8h	2202	122413	122424	LT934125.1	-	12	122413	131.579526	8h	PK_15	1179
PC_12_4h	2202	122424	122424	LT934125.1	-	1	122424	100.38145	4h	PC_12	1179
C6_6h	2203	122489	122489	LT934125.1	-	1	122489	86.244071	6h	C6	1179
PC_12_8h	2204	122719	122723	LT934125.1	-	5	122719	62.699856	8h	PC_12	1180
C6_8h	2205	122803	122803	LT934125.1	-	1	122803	32.2841	8h	C6	1181
C6_12h	2205	122806	122806	LT934125.1	-	1	122806	41.96127	12h	C6	1182
PC_12_12h	2205	122806	122812	LT934125.1	-	7	122806	47.779287	12h	PC_12	1182
PK_15_8h	2205	122806	122806	LT934125.1	-	1	122806	13.157952	8h	PK_15	1182
PK_15_6h	2205	122812	122812	LT934125.1	-	1	122812	16.129162	6h	PK_15	1182
PC_12_6h	2205	122831	122831	LT934125.1	-	1	122831	26.651031	6h	PC_12	1183
PK_15_4h	2205	122831	122831	LT934125.1	-	1	122831	40.594301	4h	PK_15	1183
PC_12_8h	2206	123008	123008	LT934125.1	-	1	123008	31.349928	8h	PC_12	1184
PK_15_2h	2207	123249	123249	LT934125.1	-	1	123249	362.056481	2h	PK_15	1185
PC_12_2h	2208	123501	123501	LT934125.1	-	1	123501	667.111408	2h	PC_12	1186
C6_8h	2209	123537	123537	LT934125.1	-	1	123537	32.2841	8h	C6	1187
PC_12_8h	2210	123663	123663	LT934125.1	-	1	123663	31.349928	8h	PC_12	1188
PC_12_2.5h	2211	123705	123705	LT934125.1	-	1	123705	740.19245	2.5h	PC_12	1189
PC_12_6h	2212	123763	123763	LT934125.1	-	1	123763	26.651031	6h	PC_12	1190
PC_12_4h	2213	123859	123888	LT934125.1	-	30	123859	200.7629	4h	PC_12	1191
PC_12_8h	2213	123859	123859	LT934125.1	-	1	123859	31.349928	8h	PC_12	1191
PK_15_2h	2214	124262	124262	LT934125.1	-	1	124262	362.056481	2h	PK_15	1192
PC_12_8h	2214	124278	124278	LT934125.1	-	1	124278	31.349928	8h	PC_12	1193
PK_15_8h	2215	124344	124344	LT934125.1	-	1	124344	13.157952	8h	PK_15	1194
PK_15_4h	2216	124491	124491	LT934125.1	-	1	124491	40.594301	4h	PK_15	1195
PK_15_1h	2217	124574	124574	LT934125.1	-	1	124574	2923.976608	1h	PK_15	1196
C6_6h	2218	124700	124707	LT934125.1	-	8	124700	258.732213	6h	C6	1197
PC_12_6h	2218	124700	124724	LT934125.1	-	25	124704	106.604125	6h	PC_12	1197
