hpi	cell_line	seqnames	strand	cluster	cluster_start	cluster_end	cluster_peak	cluster_width	cluster_total_count	cluster_ratio	meta_cluster
6h	PC-12	LT934125.1	-	158	50569	50668	50641	100	27	0.000719577847662705	28
4h	PC-12	LT934125.1	-	91	50589	50641	50589	53	6	0.000602288697048785	28
8h	C6	LT934125.1	-	162	50592	50641	50641	50	16	0.000516545601291364	28
4h	PK-15	LT934125.1	-	110	50955	51010	50998	56	13	0.000527725907282618	29
6h	PC-12	LT934125.1	-	161	50977	51067	50986	91	21	0.000559671659293215	29
6h	C6	LT934125.1	-	119	50982	51055	51055	74	8	0.000689952565761104	29
4h	PK-15	LT934125.1	-	111	51025	51097	51094	73	24	0.000974263213444832	29
6h	PK-15	LT934125.1	-	226	51048	51103	51094	56	80	0.000645166493278172	29
2.5h	PC-12	LT934125.1	-	33	51051	51147	51147	97	13	0.00962250185048113	29
8h	C6	LT934125.1	-	167	51052	51129	51094	78	24	0.000774818401937046	29
4h	PC-12	LT934125.1	-	95	51055	51147	51147	93	54	0.00542059827343907	29
8h	PK-15	LT934125.1	-	291	51085	51151	51147	67	1470	0.00644739669910833	29
6h	C6	LT934125.1	-	120	51093	51149	51147	57	73	0.00629581716257007	29
12h	C6	LT934125.1	-	354	51094	51184	51147	91	487	0.00340585639454783	29
4h	C6	LT934125.1	-	39	51094	51147	51147	54	11	0.00578034682080925	29
6h	PC-12	LT934125.1	-	162	51094	51147	51147	54	158	0.00421086296039657	29
8h	PC-12	LT934125.1	-	205	51114	51184	51147	71	175	0.00548623738165402	29
6h	PK-15	LT934125.1	-	227	51118	51184	51147	67	834	0.00672586069242494	29
4h	PK-15	LT934125.1	-	112	51128	51184	51147	57	152	0.00617033368515061	29
12h	PC-12	LT934125.1	-	325	51129	51198	51147	70	380	0.00259373272266854	29
2h	PK-15	LT934125.1	-	54	51129	51182	51147	54	18	0.00651701665459812	29
12h	PK-15	LT934125.1	-	334	51136	51187	51147	52	1356	0.00310297482837529	29
8h	C6	LT934125.1	-	168	51139	51184	51147	46	224	0.0072316384180791	29
1h	C6	LT934125.1	-	23	51142	51147	51147	6	11	0.0169491525423729	29
1.5h	PC-12	LT934125.1	-	21	51144	51147	51147	4	5	0.0110619469026549	29
2h	C6	LT934125.1	-	21	51145	51147	51147	3	8	0.00937866354044549	29
1h	PC-12	LT934125.1	-	17	51146	51147	51147	2	10	0.022271714922049	29
2h	PC-12	LT934125.1	-	40	51147	51147	51147	1	7	0.00466977985323549	29
12h	C6	LT934125.1	-	382	55352	55397	55378	46	77	0.00053850296176629	30
12h	PC-12	LT934125.1	-	352	55355	55454	55378	100	103	0.000703038080091736	30
8h	PC-12	LT934125.1	-	222	55358	55448	55438	91	37	0.00115994733212114	30
6h	PK-15	LT934125.1	-	241	55361	55389	55378	29	68	0.000548391519286446	30
8h	C6	LT934125.1	-	181	55362	55439	55438	78	19	0.000613397901533495	30
4h	PK-15	LT934125.1	-	118	55366	55448	55378	83	19	0.000771291710643826	30
4h	PC-12	LT934125.1	-	101	55378	55439	55439	62	8	0.000803051596065047	30
12h	C6	LT934125.1	-	383	55402	55454	55438	53	117	0.00081824476008644	30
12h	PC-12	LT934125.1	-	353	55460	55553	55523	94	75	0.000511920932105633	31
8h	PC-12	LT934125.1	-	224	55532	55618	55532	87	17	0.000532948774217819	31
12h	C6	LT934125.1	-	385	55546	55642	55567	97	72	0.000503535236976271	31
12h	PK-15	LT934125.1	-	366	55651	55703	55679	53	270	0.000617848970251716	32
6h	PK-15	LT934125.1	-	245	55652	55737	55679	86	88	0.000709683142605989	32
12h	C6	LT934125.1	-	386	55655	55738	55685	84	80	0.000559483596640301	32
8h	PC-12	LT934125.1	-	225	55661	55738	55679	78	28	0.000877797981064644	32
12h	C6	LT934125.1	-	389	55909	56004	55958	96	72	0.000503535236976271	33
4h	PK-15	LT934125.1	-	124	55945	56014	55995	70	13	0.000527725907282618	33
8h	PC-12	LT934125.1	-	229	56045	56129	56081	85	20	0.000626998557903317	34
12h	C6	LT934125.1	-	391	56072	56158	56115	87	142	0.000993083384036534	34
8h	C6	LT934125.1	-	189	56081	56156	56115	76	21	0.000677966101694915	34
6h	PC-12	LT934125.1	-	188	56106	56195	56188	90	1055	0.0281168381216353	34
4h	PK-15	LT934125.1	-	126	56107	56158	56115	52	38	0.00154258342128765	34
1h	C6	LT934125.1	-	26	56111	56194	56188	84	46	0.0708782742681048	34
6h	PK-15	LT934125.1	-	251	56111	56198	56188	88	3653	0.0294599149993145	34
2h	C6	LT934125.1	-	24	56114	56194	56188	81	61	0.0715123094958968	34
4h	C6	LT934125.1	-	43	56115	56194	56188	80	87	0.045717288491855	34
6h	C6	LT934125.1	-	136	56115	56150	56115	36	6	0.000517464424320828	34
1h	PC-12	LT934125.1	-	19	56115	56191	56188	77	12	0.0267260579064588	34
2h	PK-15	LT934125.1	-	60	56115	56195	56188	81	92	0.0333091962346126	34
12h	PK-15	LT934125.1	-	374	56143	56201	56188	59	18250	0.0417620137299771	34
8h	PC-12	LT934125.1	-	230	56149	56235	56188	87	949	0.0297510815725124	34
8h	PK-15	LT934125.1	-	326	56149	56241	56188	93	8239	0.03613612340405	34
12h	C6	LT934125.1	-	392	56161	56200	56188	40	10338	0.0722992677758429	34
8h	C6	LT934125.1	-	190	56168	56222	56188	55	1382	0.0446166263115416	34
6h	C6	LT934125.1	-	137	56173	56222	56188	50	466	0.0401897369555843	34
12h	PC-12	LT934125.1	-	363	56176	56212	56188	37	4297	0.0293296566034387	34
4h	PK-15	LT934125.1	-	127	56176	56268	56188	93	730	0.029633839408947	34
2.5h	PC-12	LT934125.1	-	38	56177	56194	56188	18	50	0.0370096225018505	34
4h	PC-12	LT934125.1	-	108	56179	56194	56188	16	245	0.0245934551294921	34
2h	NRK	LT934125.1	-	17	56182	56194	56194	13	10	0.0323624595469256	34
1.5h	PC-12	LT934125.1	-	23	56185	56194	56188	10	14	0.0309734513274336	34
2h	PC-12	LT934125.1	-	43	56185	56194	56188	10	57	0.038025350233489	34
0.5h	PC-12	LT934125.1	-	3	56188	56194	56188	7	5	0.161290322580645	34
8h	PK-15	LT934125.1	-	334	56906	56981	56946	76	956	0.00419300084649494	35
12h	C6	LT934125.1	-	401	56915	56953	56946	39	1168	0.0081684605109484	35
12h	PC-12	LT934125.1	-	371	56915	56981	56946	67	505	0.00344693427617793	35
6h	PC-12	LT934125.1	-	196	56915	56955	56946	41	199	0.00530355524758808	35
8h	PC-12	LT934125.1	-	235	56915	56950	56946	36	126	0.0039500909147909	35
12h	PK-15	LT934125.1	-	383	56933	56981	56946	49	2130	0.00487414187643021	35
8h	C6	LT934125.1	-	197	56936	57036	56946	101	107	0.003454398708636	35
6h	PK-15	LT934125.1	-	258	56936	56996	56946	61	354	0.00285486173275591	35
6h	C6	LT934125.1	-	140	56940	56996	56946	57	60	0.00517464424320828	35
4h	PK-15	LT934125.1	-	131	56943	56967	56946	25	59	0.00239506373305188	35
4h	PC-12	LT934125.1	-	110	56944	56948	56946	5	56	0.00562136117245533	35
4h	C6	LT934125.1	-	46	56946	56947	56946	2	9	0.0047293746715712	35
8h	C6	LT934125.1	-	203	58490	58575	58570	86	20	0.000645682001614205	36
12h	PK-15	LT934125.1	-	399	58525	58575	58570	51	226	0.000517162471395881	36
6h	PK-15	LT934125.1	-	270	58529	58579	58570	51	67	0.000540326938120469	36
12h	PC-12	LT934125.1	-	381	58531	58613	58570	83	93	0.000634781955810985	36
12h	C6	LT934125.1	-	418	58542	58575	58570	34	221	0.00154557343571883	36
8h	PK-15	LT934125.1	-	346	58542	58575	58570	34	177	0.000776319194382432	36
8h	PC-12	LT934125.1	-	244	58553	58573	58570	21	27	0.000846448053169478	36
6h	C6	LT934125.1	-	145	58565	58572	58570	8	17	0.00146614920224235	36
12h	C6	LT934125.1	-	425	59189	59281	59277	93	187	0.0013077929071467	37
12h	PC-12	LT934125.1	-	386	59233	59281	59277	49	121	0.000825899103797088	37
8h	PK-15	LT934125.1	-	352	59246	59281	59277	36	174	0.000763161241935272	37
6h	PC-12	LT934125.1	-	210	59256	59281	59277	26	19	0.000506369596503385	37
6h	PK-15	LT934125.1	-	274	59272	59281	59277	10	93	0.000750006048435875	37
4h	PK-15	LT934125.1	-	140	59276	59335	59277	60	20	0.000811886011204027	37
8h	PC-12	LT934125.1	-	256	63248	63286	63283	39	17	0.000532948774217819	38
8h	C6	LT934125.1	-	212	63256	63331	63310	76	18	0.000581113801452785	38
8h	PK-15	LT934125.1	-	370	63294	63371	63365	78	125	0.000548248018631661	38
12h	PC-12	LT934125.1	-	406	63300	63367	63315	68	94	0.00064160756823906	38
8h	PC-12	LT934125.1	-	257	63300	63368	63315	69	19	0.000595648630008151	38
12h	PK-15	LT934125.1	-	424	63300	63385	63375	86	385	0.000881006864988558	38
4h	PK-15	LT934125.1	-	142	63335	63424	63420	90	3828	0.155394982544451	38
6h	PK-15	LT934125.1	-	283	63338	63438	63420	101	34196	0.275776417551755	38
8h	C6	LT934125.1	-	213	63342	63438	63420	97	5602	0.180855528652139	38
12h	C6	LT934125.1	-	452	63351	63438	63420	88	9181	0.0642077362594326	38
6h	PC-12	LT934125.1	-	215	63356	63427	63420	72	7289	0.194259367837535	38
6h	C6	LT934125.1	-	153	63359	63423	63420	65	1777	0.153255713669685	38
	PK-15	LT934125.1	-	15	63366	63400	63366	35	5	0.0735294117647059	38
12h	PC-12	LT934125.1	-	407	63374	63452	63420	79	46904	0.320148525326435	38
8h	PK-15	LT934125.1	-	371	63374	63438	63420	65	55069	0.241531761104215	38
4h	PC-12	LT934125.1	-	123	63375	63430	63420	56	1621	0.16271832965268	38
8h	PC-12	LT934125.1	-	258	63375	63438	63420	64	7174	0.22490438271992	38
2h	PK-15	LT934125.1	-	65	63376	63445	63420	70	483	0.174873280231716	38
12h	PK-15	LT934125.1	-	425	63388	63454	63420	67	154925	0.354519450800915	38
1h	C6	LT934125.1	-	28	63410	63420	63420	11	9	0.0138674884437596	38
4h	C6	LT934125.1	-	51	63410	63420	63420	11	166	0.0872306883867578	38
1h	PK-15	LT934125.1	-	8	63410	63420	63416	11	5	0.0146198830409357	38
2h	C6	LT934125.1	-	26	63415	63420	63420	6	50	0.0586166471277843	38
2h	PC-12	LT934125.1	-	45	63415	63420	63420	6	46	0.0306871247498332	38
2.5h	PC-12	LT934125.1	-	41	63416	63427	63420	12	96	0.0710584752035529	38
1h	PC-12	LT934125.1	-	21	63417	63420	63420	4	10	0.022271714922049	38
1.5h	PC-12	LT934125.1	-	24	63420	63424	63420	5	10	0.0221238938053097	38
12h	PK-15	LT934125.1	-	432	64085	64178	64127	94	259	0.000592677345537758	39
12h	PC-12	LT934125.1	-	413	64113	64129	64125	17	100	0.000682561242807511	39
6h	PK-15	LT934125.1	-	301	65661	65753	65752	93	257	0.00207259735965613	40
6h	PC-12	LT934125.1	-	231	65679	65752	65750	74	122	0.00325142583017963	40
8h	PK-15	LT934125.1	-	395	65679	65753	65752	75	390	0.00171053381813078	40
8h	C6	LT934125.1	-	229	65685	65756	65752	72	79	0.00255044390637611	40
12h	PK-15	LT934125.1	-	449	65685	65753	65750	69	593	0.00135697940503433	40
12h	PC-12	LT934125.1	-	427	65718	65784	65750	67	284	0.00193847392957333	40
2h	PC-12	LT934125.1	-	48	65718	65752	65752	35	9	0.00600400266844563	40
4h	PC-12	LT934125.1	-	134	65718	65775	65750	58	34	0.00341296928327645	40
8h	PC-12	LT934125.1	-	274	65718	65753	65752	36	76	0.0023825945200326	40
12h	C6	LT934125.1	-	474	65744	65773	65752	30	422	0.00295127597227759	40
2h	PK-15	LT934125.1	-	69	65744	65752	65752	9	5	0.00181028240405503	40
6h	C6	LT934125.1	-	163	65746	65752	65752	7	43	0.00370849504096593	40
4h	PK-15	LT934125.1	-	150	65746	65752	65750	7	32	0.00129901761792644	40
4h	C6	LT934125.1	-	55	65749	65752	65752	4	9	0.0047293746715712	40
12h	C6	LT934125.1	-	496	68879	68922	68886	44	99	0.000692360950842372	41
12h	PC-12	LT934125.1	-	458	70388	70478	70451	91	185	0.0012627382991939	42
12h	C6	LT934125.1	-	507	70415	70492	70470	78	142	0.000993083384036534	42
8h	PC-12	LT934125.1	-	295	70431	70531	70451	101	44	0.0013793968273873	42
4h	PC-12	LT934125.1	-	146	76860	76863	76860	4	5	0.000501907247540655	43
8h	C6	LT934125.1	-	271	80517	80607	80517	91	16	0.000516545601291364	44
6h	C6	LT934125.1	-	191	80582	80655	80582	74	8	0.000689952565761104	44
8h	PC-12	LT934125.1	-	329	80604	80686	80649	83	18	0.000564298702112985	44
12h	PC-12	LT934125.1	-	506	80628	80724	80657	97	79	0.000539223381817934	44
8h	C6	LT934125.1	-	272	80633	80679	80633	47	20	0.000645682001614205	44
8h	PC-12	LT934125.1	-	330	80709	80796	80709	88	17	0.000532948774217819	44
12h	PK-15	LT934125.1	-	529	80775	80860	80820	86	252	0.000576659038901602	44
6h	C6	LT934125.1	-	193	80796	80862	80796	67	9	0.000776196636481242	44
4h	PK-15	LT934125.1	-	178	80796	80868	80858	73	26	0.00105545181456524	44
8h	PK-15	LT934125.1	-	459	80811	80895	80825	85	115	0.000504388177141128	44
8h	PC-12	LT934125.1	-	331	80814	80871	80858	58	33	0.00103454762054047	44
12h	PC-12	LT934125.1	-	508	80820	80916	80868	97	105	0.000716689304947887	44
6h	PC-12	LT934125.1	-	269	80823	80901	80858	79	28	0.00074622887905762	44
4h	PC-12	LT934125.1	-	152	80835	80911	80842	77	6	0.000602288697048785	44
12h	C6	LT934125.1	-	572	80853	80912	80891	60	74	0.000517522326892278	44
8h	C6	LT934125.1	-	275	80853	80940	80854	88	32	0.00103309120258273	44
12h	PK-15	LT934125.1	-	530	80867	80953	80868	87	259	0.000592677345537758	44
6h	C6	LT934125.1	-	194	81035	81130	81130	96	7	0.000603708495040966	45
6h	C6	LT934125.1	-	195	81205	81304	81205	100	6	0.000517464424320828	46
6h	PK-15	LT934125.1	-	361	81728	81821	81804	94	949	0.00765328752651231	47
6h	C6	LT934125.1	-	198	81748	81842	81804	95	228	0.0196636481241915	47
8h	PC-12	LT934125.1	-	339	81754	81813	81804	60	379	0.0118816226722679	47
4h	PK-15	LT934125.1	-	185	81770	81813	81804	44	122	0.00495250466834457	47
8h	PK-15	LT934125.1	-	471	81788	81842	81804	55	3717	0.0163027030820311	47
12h	C6	LT934125.1	-	584	81792	81864	81804	73	2356	0.0164767919210569	47
12h	PK-15	LT934125.1	-	543	81794	81844	81804	51	13468	0.0308192219679634	47
12h	PC-12	LT934125.1	-	519	81800	81897	81804	98	1733	0.0118287863378542	47
8h	C6	LT934125.1	-	284	81802	81897	81804	96	338	0.0109120258272801	47
4h	PC-12	LT934125.1	-	157	81803	81897	81804	95	68	0.0068259385665529	47
6h	PC-12	LT934125.1	-	278	81803	81900	81804	98	390	0.0103939022440168	47
2h	C6	LT934125.1	-	30	81804	81895	81804	92	8	0.00937866354044549	47
4h	C6	LT934125.1	-	65	81804	81874	81804	71	32	0.0168155543878087	47
2h	PC-12	LT934125.1	-	51	81804	81897	81806	94	10	0.0066711140760507	47
2h	PK-15	LT934125.1	-	84	81804	81808	81804	5	26	0.00941346850108617	47
6h	PK-15	LT934125.1	-	362	81828	81917	81897	90	95	0.000766135210767829	47
8h	PC-12	LT934125.1	-	340	81836	81917	81897	82	24	0.00075239826948398	47
4h	PK-15	LT934125.1	-	186	81836	81900	81897	65	15	0.00060891450840302	47
6h	C6	LT934125.1	-	199	81864	81919	81897	56	16	0.00137990513152221	47
12h	C6	LT934125.1	-	585	81876	81900	81897	25	80	0.000559483596640301	47
12h	C6	LT934125.1	-	621	87079	87163	87161	85	349	0.00244074719034331	48
4h	PK-15	LT934125.1	-	193	87088	87163	87161	76	63	0.00255744093529269	48
6h	PK-15	LT934125.1	-	381	87088	87162	87161	75	133	0.00107258929507496	48
6h	C6	LT934125.1	-	211	87123	87161	87161	39	31	0.00267356619232428	48
4h	PC-12	LT934125.1	-	162	87123	87196	87161	74	35	0.00351335073278458	48
8h	PC-12	LT934125.1	-	355	87134	87179	87161	46	70	0.00219449495266161	48
8h	C6	LT934125.1	-	294	87137	87215	87161	79	78	0.0025181598062954	48
12h	PC-12	LT934125.1	-	545	87150	87217	87161	68	268	0.00182926413072413	48
12h	PK-15	LT934125.1	-	569	87152	87215	87161	64	448	0.00102517162471396	48
6h	PC-12	LT934125.1	-	288	87154	87215	87161	62	102	0.00271840520228133	48
8h	PK-15	LT934125.1	-	499	87155	87215	87161	61	365	0.00160088421440445	48
4h	C6	LT934125.1	-	66	87157	87250	87157	94	10	0.00525486074619023	48
6h	C6	LT934125.1	-	213	87380	87447	87447	68	6	0.000517464424320828	49
4h	PC-12	LT934125.1	-	164	87386	87447	87442	62	7	0.000702670146556916	49
8h	C6	LT934125.1	-	296	87392	87448	87447	57	20	0.000645682001614205	49
6h	PC-12	LT934125.1	-	291	87414	87479	87447	66	19	0.000506369596503385	49
12h	C6	LT934125.1	-	638	89072	89162	89079	91	156	0.00109099301344859	50
8h	C6	LT934125.1	-	303	89072	89165	89079	94	32	0.00103309120258273	50
6h	PC-12	LT934125.1	-	298	89078	89177	89079	100	19	0.000506369596503385	50
8h	PC-12	LT934125.1	-	375	92261	92343	92303	83	24	0.00075239826948398	51
4h	PK-15	LT934125.1	-	203	92271	92321	92303	51	19	0.000771291710643826	51
4h	PC-12	LT934125.1	-	168	92343	92415	92415	73	5	0.000501907247540655	51
4h	PK-15	LT934125.1	-	205	92586	92652	92630	67	13	0.000527725907282618	52
6h	C6	LT934125.1	-	222	92750	92830	92750	81	6	0.000517464424320828	53
4h	PC-12	LT934125.1	-	171	92846	92936	92933	91	98	0.00983738205179683	54
12h	PK-15	LT934125.1	-	604	92864	92955	92933	92	7975	0.0182494279176201	54
8h	C6	LT934125.1	-	314	92879	92967	92933	89	454	0.0146569814366425	54
12h	PC-12	LT934125.1	-	579	92879	92953	92933	75	2023	0.0138082139419959	54
12h	C6	LT934125.1	-	662	92894	92973	92933	80	3454	0.024155704284945	54
6h	PC-12	LT934125.1	-	312	92897	92947	92933	51	469	0.0124993337242151	54
2h	PK-15	LT934125.1	-	88	92898	92936	92933	39	22	0.00796524257784214	54
6h	C6	LT934125.1	-	223	92909	92936	92933	28	167	0.014402759810263	54
6h	PK-15	LT934125.1	-	409	92909	92975	92933	67	1047	0.00844361648077807	54
8h	PC-12	LT934125.1	-	381	92913	92973	92933	61	278	0.0087152799548561	54
4h	PK-15	LT934125.1	-	207	92920	92971	92933	52	167	0.00677924819355363	54
8h	PK-15	LT934125.1	-	535	92925	93004	92933	80	2616	0.0114737345339234	54
4h	C6	LT934125.1	-	72	92927	92936	92933	10	28	0.0147136100893326	54
6h	PC-12	LT934125.1	-	318	93583	93657	93654	75	98	0.00261180107670167	55
8h	PC-12	LT934125.1	-	384	93590	93686	93654	97	39	0.00122264718791147	55
6h	PK-15	LT934125.1	-	416	93600	93657	93654	58	197	0.0015887224896975	55
12h	C6	LT934125.1	-	670	93623	93665	93654	43	388	0.00271349544370546	55
6h	C6	LT934125.1	-	227	93623	93654	93654	32	31	0.00267356619232428	55
8h	PK-15	LT934125.1	-	543	93641	93657	93654	17	282	0.00123684753003303	55
4h	PC-12	LT934125.1	-	175	93644	93654	93654	11	19	0.00190724754065449	55
12h	PK-15	LT934125.1	-	612	93645	93739	93654	95	354	0.000810068649885584	55
8h	C6	LT934125.1	-	319	93646	93654	93654	9	83	0.00267958030669895	55
12h	PC-12	LT934125.1	-	587	93650	93700	93654	51	212	0.00144702983475192	55
4h	PK-15	LT934125.1	-	212	93651	93701	93654	51	49	0.00198912072744987	55
4h	C6	LT934125.1	-	73	93653	93654	93654	2	5	0.00262743037309511	55
6h	PK-15	LT934125.1	-	423	94457	94529	94526	73	79	0.000637101912112194	56
8h	PC-12	LT934125.1	-	388	94458	94529	94526	72	22	0.000689698413693649	56
6h	C6	LT934125.1	-	228	94459	94529	94526	71	26	0.00224234583872359	56
8h	C6	LT934125.1	-	322	94481	94536	94526	56	71	0.00229217110573043	56
4h	PK-15	LT934125.1	-	215	94509	94565	94526	57	28	0.00113664041568564	56
8h	PK-15	LT934125.1	-	551	94509	94578	94526	70	148	0.000649125654059886	56
12h	C6	LT934125.1	-	680	94521	94578	94526	58	345	0.0024127730105113	56
4h	C6	LT934125.1	-	74	94526	94529	94526	4	5	0.00262743037309511	56
4h	PC-12	LT934125.1	-	178	94526	94529	94526	4	6	0.000602288697048785	56
6h	PC-12	LT934125.1	-	323	94526	94565	94526	40	33	0.000879484036032194	56
2h	PC-12	LT934125.1	-	65	94850	94947	94850	98	6	0.00400266844563042	57
4h	PK-15	LT934125.1	-	216	94850	94948	94947	99	58	0.00235446943249168	57
12h	PC-12	LT934125.1	-	599	94885	94950	94947	66	447	0.00305104875534957	57
6h	PC-12	LT934125.1	-	324	94887	94977	94947	91	184	0.00490378977666436	57
12h	PK-15	LT934125.1	-	623	94896	94953	94947	58	633	0.00144851258581236	57
8h	PK-15	LT934125.1	-	555	94896	94950	94947	55	701	0.00307457488848635	57
6h	PK-15	LT934125.1	-	427	94908	95006	94947	99	300	0.00241937434979314	57
6h	C6	LT934125.1	-	229	94917	95014	94947	98	36	0.00310478654592497	57
8h	PC-12	LT934125.1	-	391	94919	94949	94947	31	96	0.00300959307793592	57
12h	C6	LT934125.1	-	684	94923	95018	94947	96	416	0.00290931470252957	57
4h	PC-12	LT934125.1	-	180	94941	94948	94947	8	40	0.00401525798032524	57
4h	C6	LT934125.1	-	75	94943	94947	94947	5	5	0.00262743037309511	57
8h	C6	LT934125.1	-	324	94943	94973	94947	31	72	0.00232445520581114	57
2h	PK-15	LT934125.1	-	92	95973	96057	95973	85	5	0.00181028240405503	58
4h	PC-12	LT934125.1	-	185	96510	96601	96510	92	7	0.000702670146556916	59
2.5h	PC-12	LT934125.1	-	65	96534	96598	96534	65	5	0.00370096225018505	59
12h	C6	LT934125.1	-	696	96552	96640	96596	89	77	0.00053850296176629	59
6h	C6	LT934125.1	-	234	96561	96614	96601	54	11	0.000948684777921518	59
8h	C6	LT934125.1	-	333	96566	96606	96596	41	18	0.000581113801452785	59
4h	PK-15	LT934125.1	-	226	96776	96857	96843	82	13	0.000527725907282618	60
1.5h	PC-12	LT934125.1	-	37	97271	97366	97337	96	38	0.084070796460177	61
4h	PK-15	LT934125.1	-	230	97275	97368	97361	94	592	0.0240318259316392	61
8h	PC-12	LT934125.1	-	408	97280	97344	97339	65	78	0.00244529437582294	61
8h	PK-15	LT934125.1	-	577	97280	97368	97361	89	1412	0.00619300961846324	61
6h	C6	LT934125.1	-	239	97291	97361	97339	71	143	0.0123329021129797	61
4h	PC-12	LT934125.1	-	190	97291	97361	97361	71	67	0.00672555711704477	61
6h	PC-12	LT934125.1	-	339	97291	97368	97361	78	221	0.00588987793827621	61
2h	NRK	LT934125.1	-	28	97295	97361	97339	67	34	0.110032362459547	61
2h	C6	LT934125.1	-	40	97297	97361	97361	65	25	0.0293083235638921	61
12h	PC-12	LT934125.1	-	620	97307	97367	97361	61	270	0.00184291535558028	61
1h	PC-12	LT934125.1	-	36	97312	97366	97361	55	35	0.0779510022271715	61
12h	C6	LT934125.1	-	705	97317	97368	97361	52	717	0.0050143717348887	61
1h	C6	LT934125.1	-	40	97317	97361	97344	45	37	0.0570107858243452	61
6h	PK-15	LT934125.1	-	447	97317	97368	97361	52	999	0.00805651658481117	61
12h	PK-15	LT934125.1	-	641	97318	97368	97361	51	287	0.00065675057208238	61
8h	C6	LT934125.1	-	339	97321	97367	97339	47	269	0.00868442292171106	61
1h	NRK	LT934125.1	-	9	97321	97361	97337	41	15	0.151515151515152	61
2.5h	PC-12	LT934125.1	-	70	97324	97363	97339	40	66	0.0488527017024426	61
2h	PC-12	LT934125.1	-	70	97327	97368	97361	42	67	0.0446964643095397	61
2h	PK-15	LT934125.1	-	102	97331	97366	97337	36	156	0.056480811006517	61
4h	C6	LT934125.1	-	81	97334	97367	97339	34	20	0.0105097214923805	61
1h	PK-15	LT934125.1	-	11	97337	97361	97339	25	12	0.0350877192982456	61
8h	PC-12	LT934125.1	-	409	97358	97383	97361	26	86	0.00269609379898426	61
1h	PK-15	LT934125.1	-	16	102909	102984	102909	76	7	0.0204678362573099	62
4h	PK-15	LT934125.1	-	248	107044	107099	107099	56	13	0.000527725907282618	63
12h	C6	LT934125.1	-	772	107321	107382	107369	62	212	0.0014826315310968	64
8h	PK-15	LT934125.1	-	641	107321	107403	107369	83	293	0.00128509335567261	64
6h	PK-15	LT934125.1	-	498	107332	107384	107369	53	240	0.00193549947983451	64
8h	PC-12	LT934125.1	-	436	107339	107425	107369	87	26	0.000815098125274312	64
12h	PC-12	LT934125.1	-	668	107343	107419	107369	77	87	0.000593828281242535	64
6h	C6	LT934125.1	-	251	107345	107379	107369	35	9	0.000776196636481242	64
4h	PK-15	LT934125.1	-	251	107360	107428	107369	69	92	0.00373467565153852	64
6h	PC-12	LT934125.1	-	367	107366	107452	107369	87	22	0.00058632269068813	64
4h	PC-12	LT934125.1	-	211	107369	107378	107369	10	7	0.000702670146556916	64
2h	PK-15	LT934125.1	-	113	107472	107563	107559	92	39	0.0141202027516293	65
6h	PK-15	LT934125.1	-	500	107492	107564	107559	73	154	0.00124194549956048	65
12h	PC-12	LT934125.1	-	669	107493	107579	107559	87	173	0.00118083095005699	65
6h	PC-12	LT934125.1	-	368	107516	107560	107559	45	31	0.000826181973242364	65
4h	PK-15	LT934125.1	-	252	107516	107560	107559	45	47	0.00190793212632946	65
8h	PK-15	LT934125.1	-	643	107516	107564	107559	49	413	0.00181141145355901	65
12h	C6	LT934125.1	-	774	107536	107603	107559	68	175	0.00122387036765066	65
4h	PC-12	LT934125.1	-	212	107539	107560	107559	22	6	0.000602288697048785	65
12h	PK-15	LT934125.1	-	706	107539	107563	107559	25	223	0.000510297482837529	65
8h	C6	LT934125.1	-	364	107543	107613	107559	71	37	0.00119451170298628	65
8h	PC-12	LT934125.1	-	437	107543	107618	107559	76	34	0.00106589754843564	65
1h	PK-15	LT934125.1	-	29	107555	107561	107559	7	63	0.184210526315789	65
6h	C6	LT934125.1	-	253	107559	107600	107559	42	8	0.000689952565761104	65
12h	C6	LT934125.1	-	802	115459	115535	115528	77	147	0.00102805110882655	66
6h	PK-15	LT934125.1	-	518	115459	115535	115528	77	68	0.000548391519286446	66
4h	PK-15	LT934125.1	-	259	115492	115532	115532	41	17	0.000690103109523423	66
12h	PC-12	LT934125.1	-	700	115496	115543	115528	48	85	0.000580177056386384	66
6h	PC-12	LT934125.1	-	378	115496	115533	115532	38	26	0.00069292681626779	66
8h	C6	LT934125.1	-	373	115505	115532	115528	28	20	0.000645682001614205	66
4h	PC-12	LT934125.1	-	215	115527	115532	115527	6	7	0.000702670146556916	66
8h	PC-12	LT934125.1	-	455	115527	115556	115528	30	43	0.00134804689949213	66
8h	PK-15	LT934125.1	-	682	115590	115660	115638	71	129	0.000565791955227874	67
8h	PC-12	LT934125.1	-	456	115606	115649	115634	44	37	0.00115994733212114	67
4h	PK-15	LT934125.1	-	261	115628	115702	115638	75	16	0.000649508808963222	67
6h	PK-15	LT934125.1	-	520	115629	115710	115634	82	92	0.000741941467269897	67
12h	C6	LT934125.1	-	804	115637	115730	115638	94	130	0.000909160844540489	67
6h	C6	LT934125.1	-	256	115638	115666	115656	29	11	0.000948684777921518	67
12h	PC-12	LT934125.1	-	702	115640	115716	115648	77	106	0.000723514917375962	67
8h	PC-12	LT934125.1	-	457	115653	115718	115670	66	26	0.000815098125274312	67
6h	C6	LT934125.1	-	259	118376	118400	118400	25	7	0.000603708495040966	68
12h	C6	LT934125.1	-	822	118983	119067	119058	85	95	0.000664386771010357	69
