seqnames	strand	TSS	TES	NOV_TX_ID	C6_dRNA	C6_dcDNA_12h	C6_dcDNA_1h	C6_dcDNA_2h	C6_dcDNA_4h	C6_dcDNA_6h	C6_dcDNA_8h	NRK_dcDNA_12h	NRK_dcDNA_1h	NRK_dcDNA_2h	NRK_dcDNA_4h	NRK_dcDNA_6h	NRK_dcDNA_8h	PC_12_dRNA	PC_12_dcDNA_0.5h	PC_12_dcDNA_1.5h	PC_12_dcDNA_12h	PC_12_dcDNA_1h	PC_12_dcDNA_2.5h	PC_12_dcDNA_2h	PC_12_dcDNA_4h	PC_12_dcDNA_6h	PC_12_dcDNA_8h	PK_15_dRNA	PK_15_dcDNA_12h	PK_15_dcDNA_1h	PK_15_dcDNA_2h	PK_15_dcDNA_4h	PK_15_dcDNA_6h	PK_15_dcDNA_8h
LT934125.1	-	64341	64133	NOV_TX_4114	0	171	1	1	1	3	0	0	0	0	0	0	0	0	0	0	244	0	0	1	14	111	0	0	0	0	2	15	0	0
LT934125.1	-	64341	64134	NOV_TX_4113	0	0	0	0	0	0	0	19	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	-	64341	64138	NOV_TX_4112	0	0	0	0	0	0	0	56	0	0	0	5	21	3	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
LT934125.1	-	64368	64133	NOV_TX_4116	0	0	0	2	1	1	4	0	0	0	0	0	0	0	0	0	140	0	0	0	12	6	4	0	347	0	1	11	146	237
LT934125.1	-	64368	64138	NOV_TX_4117	0	0	0	0	0	0	0	3	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0
LT934125.1	-	64404	64133	NOV_TX_4120	0	20	2	0	1	1	6	0	0	0	0	0	0	0	0	0	30	0	0	0	4	23	5	0	28	0	1	1	14	14
LT934125.1	-	64404	64138	NOV_TX_4119	1	0	0	0	0	0	0	14	0	0	0	2	3	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
LT934125.1	-	64464	64133	NOV_TX_4125	0	235	1	0	4	7	81	0	0	0	0	0	0	0	0	0	360	1	0	6	32	151	92	0	530	0	1	42	191	254
LT934125.1	-	64464	64134	NOV_TX_4126	0	0	0	0	0	0	0	24	0	0	4	4	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	-	64464	64138	NOV_TX_4124	2	0	0	0	0	0	0	83	0	0	2	15	26	3	0	0	0	0	3	0	0	0	0	11	0	0	0	0	0	0
LT934125.1	-	64522	64133	NOV_TX_4128	0	48	1	0	0	2	8	0	0	0	0	0	0	0	0	0	98	1	0	0	12	22	34	0	97	0	1	9	28	40
LT934125.1	-	64522	64134	NOV_TX_4130	0	0	0	0	0	0	0	8	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	-	64522	64138	NOV_TX_4129	3	0	0	0	0	0	0	44	0	0	2	6	7	8	0	0	0	0	3	0	0	0	0	30	0	0	0	0	0	0
LT934125.1	-	64570	64133	NOV_TX_4133	0	8	0	0	0	2	4	0	0	0	0	0	0	0	0	0	22	0	0	0	1	10	5	0	22	0	0	0	9	8
LT934125.1	-	64570	64138	NOV_TX_4135	0	0	0	0	0	0	0	1	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	-	64624	64133	NOV_TX_4138	0	34	0	1	0	1	4	0	0	0	0	0	0	0	0	0	53	0	0	1	2	0	53	0	0	0	0	14	20	21
LT934125.1	-	64624	64138	NOV_TX_4137	3	0	0	0	0	0	0	0	0	0	0	1	5	2	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0
LT934125.1	-	64638	64133	NOV_TX_4140	0	0	0	1	0	3	22	0	0	0	0	0	0	0	0	0	120	0	0	0	10	0	0	0	217	0	2	0	51	80
LT934125.1	-	64638	64134	NOV_TX_4141	0	0	0	0	0	0	0	0	0	0	0	2	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	-	64638	64138	NOV_TX_4139	1	0	0	0	0	0	0	0	0	0	5	9	17	5	0	0	0	0	1	0	0	0	0	25	0	0	0	0	0	0
LT934125.1	-	64655	64133	NOV_TX_4143	0	116	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	-	64695	64133	NOV_TX_4146	0	139	1	1	0	8	43	0	0	0	0	0	0	0	0	0	251	2	0	0	22	78	48	0	212	1	2	10	82	91
LT934125.1	-	64695	64134	NOV_TX_4148	0	0	0	0	0	0	0	16	0	0	2	4	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	-	64695	64138	NOV_TX_4147	0	0	0	0	0	0	0	57	0	4	5	13	18	2	0	1	0	0	0	0	0	0	0	14	0	0	0	0	0	0
LT934125.1	-	64730	64133	NOV_TX_4149	0	16	0	0	0	0	3	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	2	0	26	0	1	1	5	8
LT934125.1	-	64730	64138	NOV_TX_4150	0	0	0	0	0	0	0	6	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	6	0	0	0	0	0	0
LT934125.1	-	64785	64133	NOV_TX_4155	0	35	0	0	0	0	11	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	21	0	58	0	0	8	16	26
LT934125.1	-	64785	64134	NOV_TX_4153	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	-	64785	64138	NOV_TX_4154	4	0	0	0	0	0	0	0	0	0	1	1	7	6	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0
LT934125.1	-	64864	64133	NOV_TX_4161	0	17	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	3	1	0	10	0	0	0	2	2
LT934125.1	-	64864	64134	NOV_TX_4163	0	0	0	0	0	0	0	1	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	-	64864	64138	NOV_TX_4162	0	0	0	0	0	0	0	6	0	0	0	4	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	-	64900	64133	NOV_TX_4167	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	2	5	0	0	0	26	0	0	10	0	17
LT934125.1	-	64900	64138	NOV_TX_4165	0	0	0	0	0	0	0	47	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
LT934125.1	-	64926	64133	NOV_TX_4169	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	48	0	0	0	0	18
LT934125.1	-	64949	64133	NOV_TX_4170	0	9	0	0	0	6	13	0	0	0	0	0	0	0	0	0	6	0	0	0	4	30	24	0	8	0	0	0	0	6
LT934125.1	-	64995	64133	NOV_TX_4175	0	13	0	0	0	1	3	0	0	0	0	0	0	0	0	0	5	0	0	0	0	1	1	0	7	0	0	0	2	3
LT934125.1	-	64995	64138	NOV_TX_4176	0	0	0	0	0	0	0	4	0	0	1	0	1	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
LT934125.1	-	65078	64133	NOV_TX_4179	0	7	0	0	1	1	0	0	0	0	0	0	0	0	0	0	13	0	0	0	2	7	5	0	16	0	0	0	6	6
LT934125.1	-	65078	64134	NOV_TX_4181	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	-	65078	64138	NOV_TX_4180	0	0	0	0	0	0	0	23	0	0	1	0	1	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
LT934125.1	-	65153	64133	NOV_TX_4184	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	2
LT934125.1	-	65153	64138	NOV_TX_4185	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
LT934125.1	-	65222	64133	NOV_TX_4187	0	12	0	0	0	1	1	0	0	0	0	0	0	0	0	0	7	1	0	0	0	0	1	0	5	0	0	0	4	2
LT934125.1	-	65222	64138	NOV_TX_4188	0	0	0	0	0	0	0	9	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	-	65303	64133	NOV_TX_4193	0	6	0	0	1	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	8	0	0	0	1	2
LT934125.1	-	65303	64138	NOV_TX_4194	0	0	0	0	0	0	0	6	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
LT934125.1	-	65340	64133	NOV_TX_4195	0	10	0	0	0	0	5	0	0	0	0	0	0	0	0	0	3	0	0	0	1	2	4	0	2	0	1	2	3	1
LT934125.1	-	65398	64133	NOV_TX_4198	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	1	8	0	0	2	0	0	0	0	0
LT934125.1	-	65448	64133	NOV_TX_4201	0	28	0	0	0	3	5	0	0	0	0	0	0	0	0	0	10	0	0	0	1	5	7	0	22	0	1	3	8	12
LT934125.1	-	65448	64138	NOV_TX_4200	0	0	0	0	0	0	0	5	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
LT934125.1	-	65503	64133	NOV_TX_4203	0	3	0	0	0	1	2	0	0	0	0	0	0	0	0	0	5	0	0	0	0	4	0	0	6	0	0	0	0	1
LT934125.1	-	65582	64133	NOV_TX_4206	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	0	0	1	0	7
LT934125.1	-	65624	64133	NOV_TX_4209	0	12	0	0	0	4	12	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	4	0	26	0	0	1	5	10
LT934125.1	-	65624	64138	NOV_TX_4210	1	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
LT934125.1	-	65657	64133	NOV_TX_4213	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	2	2
LT934125.1	-	65657	64138	NOV_TX_4211	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
LT934125.1	-	65680	64133	NOV_TX_4216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	5	15	6	0	54	0	1	4	22	10
LT934125.1	-	65680	64138	NOV_TX_4214	1	0	0	0	0	0	0	11	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	-	65752	63159	NOV_TX_4220	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	3	0
LT934125.1	-	65752	63164	NOV_TX_4219	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	1	1	0	0	0	0	0	0	13
LT934125.1	-	65752	64133	NOV_TX_4221	0	518	6	4	13	53	126	0	0	0	0	0	0	0	0	0	457	2	0	7	50	134	153	0	748	0	16	55	277	423
LT934125.1	-	65752	64134	NOV_TX_4222	0	0	0	0	0	0	0	68	0	0	0	13	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	-	65752	64138	NOV_TX_4223	13	0	0	0	0	0	0	300	0	0	14	23	58	50	0	0	0	0	5	0	0	0	0	173	0	0	0	0	0	0
LT934125.1	-	65842	64133	NOV_TX_4226	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
LT934125.1	-	65880	64133	NOV_TX_4227	0	8	0	0	0	1	2	0	0	0	0	0	0	0	0	0	4	0	0	0	0	2	0	0	12	0	0	0	1	2
LT934125.1	-	70448	70190	NOV_TX_4239	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	2	0	0	0	6	1
LT934125.1	-	71650	71549	NOV_TX_4242	0	26	0	0	0	0	11	2	0	0	0	0	1	0	0	0	24	0	0	0	0	8	7	0	18	0	0	0	3	16
LT934125.1	-	71678	71549	NOV_TX_4243	0	13	0	0	0	2	2	0	0	0	0	0	0	1	0	0	14	0	0	0	1	4	9	0	7	0	0	0	4	17
LT934125.1	-	71775	71549	NOV_TX_4246	0	32	0	0	0	2	12	22	0	0	1	1	0	0	0	0	59	0	0	1	0	0	12	1	34	0	1	2	28	46
LT934125.1	-	71811	71549	NOV_TX_4248	0	28	0	0	0	0	3	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	1	0	3	0	0	0	3	4
LT934125.1	-	71826	71549	NOV_TX_4249	0	0	0	0	0	0	0	2	0	0	0	1	1	0	0	0	5	0	0	0	0	2	3	0	4	0	0	2	1	6
LT934125.1	-	71882	71549	NOV_TX_4250	0	36	0	0	1	1	8	31	0	0	1	2	6	1	0	1	52	0	0	0	1	16	22	6	37	0	1	8	17	40
LT934125.1	-	71946	71549	NOV_TX_4251	0	35	0	0	0	0	0	47	0	0	0	5	0	1	0	0	42	0	0	1	3	21	7	0	38	0	0	0	27	16
LT934125.1	-	71960	71549	NOV_TX_4252	0	9	0	0	0	0	0	0	0	0	0	2	0	1	0	0	13	0	0	0	0	0	3	0	12	0	0	16	6	9
LT934125.1	-	71979	71549	NOV_TX_4253	0	0	0	0	0	0	11	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	-	72006	71549	NOV_TX_4254	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	1	1
LT934125.1	-	72048	71549	NOV_TX_4257	0	9	0	0	0	0	0	0	0	0	0	1	2	1	0	0	16	0	0	0	0	5	0	1	8	0	0	3	4	9
LT934125.1	-	72073	71549	NOV_TX_4258	0	8	0	0	0	0	5	19	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	1
LT934125.1	-	72176	71549	NOV_TX_4259	0	17	0	0	0	0	4	22	0	0	0	1	1	0	0	0	25	0	0	0	0	3	6	0	41	0	0	1	7	13
LT934125.1	-	72252	71549	NOV_TX_4262	0	6	0	0	0	0	0	11	0	0	0	0	4	0	0	0	12	0	0	0	1	0	0	1	6	0	1	0	0	0
LT934125.1	-	72298	71549	NOV_TX_4264	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	13
LT934125.1	-	72316	71549	NOV_TX_4265	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	1	1	0	0	2	0	0
LT934125.1	-	72343	71549	NOV_TX_4266	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	2	2	2
LT934125.1	-	72430	71549	NOV_TX_4268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0
LT934125.1	-	72448	71549	NOV_TX_4269	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	3	0	0	0	3	0
LT934125.1	-	72486	71549	NOV_TX_4271	1	8	0	0	0	0	0	16	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	4	7	0	0	1	0	2
LT934125.1	-	72568	71549	NOV_TX_4272	0	1	0	0	0	2	3	2	0	0	0	0	0	2	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	1
LT934125.1	-	72644	71549	NOV_TX_4274	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
LT934125.1	-	72662	71549	NOV_TX_4275	0	13	0	0	0	2	0	11	0	0	0	0	3	0	0	0	15	0	0	0	0	0	2	0	8	0	0	2	5	16
LT934125.1	-	72713	71549	NOV_TX_4277	0	0	0	0	0	0	9	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
LT934125.1	-	72739	71549	NOV_TX_4278	0	20	0	0	0	3	0	0	0	0	0	0	0	0	0	0	26	0	0	0	1	5	7	3	39	0	2	1	24	29
LT934125.1	-	72793	71549	NOV_TX_4279	1	27	0	0	0	1	2	12	0	0	0	0	5	3	0	0	16	0	2	0	0	6	6	11	33	0	1	2	5	16
LT934125.1	-	72827	71549	NOV_TX_4280	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
LT934125.1	-	72873	71549	NOV_TX_4282	1	12	0	0	0	1	1	10	0	0	0	0	1	0	0	0	10	0	0	0	0	0	5	0	20	0	0	0	1	14
LT934125.1	-	72979	71549	NOV_TX_4284	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	2	0	0	0	0	0	0
LT934125.1	-	73108	71549	NOV_TX_4287	0	16	0	0	1	1	5	15	0	0	0	0	5	0	0	0	6	0	0	0	2	2	7	1	11	0	0	0	5	19
LT934125.1	-	73230	71549	NOV_TX_4290	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
LT934125.1	-	74345	71549	NOV_TX_4298	0	12	0	0	1	2	5	6	0	0	1	0	8	0	0	0	13	0	0	0	0	2	1	0	21	0	0	2	20	56
LT934125.1	-	75603	71549	NOV_TX_4300	0	3	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	1	12
LT934125.1	-	76859	71549	NOV_TX_4309	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	3
LT934125.1	-	76859	75637	NOV_TX_4311	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	4	0	0	0	0	0	2	0
LT934125.1	-	76859	75649	NOV_TX_4313	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
LT934125.1	-	76859	75652	NOV_TX_4310	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	8
LT934125.1	-	80436	80352	NOV_TX_4315	0	482	0	0	3	8	60	21	0	0	0	0	2	1	0	0	352	0	0	1	7	31	42	1	606	0	3	13	111	319
LT934125.1	-	80491	80352	NOV_TX_4316	7	3580	2	1	0	72	652	0	0	2	3	62	0	12	0	0	0	1	1	3	52	367	546	57	8229	1	38	0	1197	3290
LT934125.1	-	80514	80352	NOV_TX_4317	0	0	0	0	5	0	0	751	0	0	0	0	0	0	0	0	3596	0	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	-	80540	80352	NOV_TX_4318	0	0	0	0	0	0	0	0	0	0	0	0	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193	0	0
LT934125.1	-	80586	80352	NOV_TX_4319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	17	0	0	0
LT934125.1	-	80649	80352	NOV_TX_4323	10	524	1	1	4	19	119	315	0	0	1	17	34	28	0	2	463	1	0	0	0	0	122	168	1314	1	0	33	190	470
LT934125.1	-	80818	80352	NOV_TX_4326	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	1878	0	0	0	0	0
LT934125.1	-	80835	80352	NOV_TX_4327	10	621	2	0	2	29	0	0	0	0	0	0	59	25	1	3	0	1	0	1	21	0	0	117	0	0	12	0	281	643
LT934125.1	-	80853	80352	NOV_TX_4328	5	0	0	4	0	0	139	0	0	0	0	0	0	11	0	0	426	0	0	0	0	141	166	54	0	1	0	40	0	0
LT934125.1	-	80898	80352	NOV_TX_4330	2	233	0	0	1	0	0	500	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	54	0	0	0	11	0	0
LT934125.1	-	80964	80352	NOV_TX_4331	5	144	0	0	0	4	25	53	0	0	0	4	11	5	0	0	133	0	0	0	2	10	21	58	273	0	6	3	39	94
LT934125.1	-	81010	80352	NOV_TX_4332	0	484	0	1	0	0	0	0	0	0	2	2	100	9	0	0	535	0	1	0	0	0	0	55	498	0	0	43	0	0
LT934125.1	-	81035	80352	NOV_TX_4333	0	0	0	0	0	0	0	604	0	0	0	0	0	0	0	0	0	0	0	0	15	0	149	0	1812	0	0	0	0	713
LT934125.1	-	81051	80352	NOV_TX_4334	5	0	0	4	0	0	0	0	0	0	4	12	0	18	0	0	0	0	0	2	0	0	0	97	0	0	14	0	0	0
LT934125.1	-	81088	80352	NOV_TX_4335	4	193	0	0	0	0	138	0	0	0	1	5	0	17	0	0	195	0	0	0	0	91	0	68	0	0	0	0	0	0
LT934125.1	-	81164	80352	NOV_TX_4337	2	58	1	0	5	0	0	0	0	1	0	3	0	4	0	0	64	0	0	1	0	0	0	28	204	0	0	0	280	0
LT934125.1	-	81247	80352	NOV_TX_4339	3	224	0	1	0	14	56	10	0	0	0	12	18	10	0	1	0	0	0	0	0	2	4	53	58	0	1	23	8	283
LT934125.1	-	81272	80352	NOV_TX_4340	8	108	0	1	0	0	0	0	0	0	2	0	5	18	0	0	126	0	1	0	6	33	0	80	0	0	0	0	0	0
LT934125.1	-	81299	80352	NOV_TX_4341	0	0	0	0	0	0	0	208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	0	1047	0	0	0	126	0
LT934125.1	-	81342	80352	NOV_TX_4342	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LT934125.1	-	81365	80352	NOV_TX_4343	4	33	0	0	1	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	20	52	135	0	2	5	0	0
LT934125.1	-	81401	80352	NOV_TX_4345	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0
LT934125.1	-	81429	80352	NOV_TX_4346	0	76	0	0	0	9	0	98	0	0	0	2	5	8	0	0	94	0	0	0	1	0	0	35	257	0	0	5	42	67
LT934125.1	-	81475	80352	NOV_TX_4347	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	1	0	0	0
LT934125.1	-	81496	80352	NOV_TX_4348	2	94	0	1	1	1	9	0	0	0	0	2	4	14	0	0	76	0	0	1	2	7	0	52	195	0	0	1	31	72
LT934125.1	-	81551	80352	NOV_TX_4349	0	0	0	0	0	0	16	85	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
LT934125.1	-	81572	80352	NOV_TX_4350	4	93	0	0	1	3	0	0	0	0	0	2	12	17	0	0	127	0	0	0	1	8	12	51	157	0	4	7	40	0
LT934125.1	-	81611	80352	NOV_TX_4351	1	24	0	0	0	0	0	0	0	0	0	0	5	4	0	0	0	0	0	0	0	2	1	28	183	0	1	2	5	106
LT934125.1	-	81652	80352	NOV_TX_4352	0	43	1	0	0	4	11	20	0	0	0	0	1	3	0	0	19	0	0	0	0	4	3	14	78	0	1	1	6	14
LT934125.1	-	81688	80352	NOV_TX_4353	4	49	0	0	1	1	8	33	0	0	0	0	5	5	0	0	55	0	0	0	2	5	5	42	83	0	1	2	16	58
LT934125.1	-	81743	80352	NOV_TX_4355	8	1168	0	1	3	27	164	237	0	0	1	3	36	12	0	0	506	0	2	1	20	83	69	136	2102	0	7	84	274	468
LT934125.1	-	81804	80352	NOV_TX_4356	186	2840	2	2	35	256	431	2565	0	2	26	118	353	419	0	2	2381	0	3	12	55	368	517	3516	14676	1	58	110	1024	4251
LT934125.1	-	81867	80352	NOV_TX_4357	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	-	81884	80352	NOV_TX_4358	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
LT934125.1	-	81897	80352	NOV_TX_4359	4	78	1	3	1	19	18	73	0	0	8	0	0	4	0	1	34	0	0	4	3	25	15	23	57	0	0	8	44	96
LT934125.1	-	82026	80352	NOV_TX_4360	1	16	0	0	0	1	0	10	0	0	0	1	1	0	0	0	7	0	0	1	1	3	2	1	32	0	0	0	2	7
LT934125.1	-	82268	80352	NOV_TX_4365	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0
LT934125.1	-	82326	80352	NOV_TX_4366	0	0	0	1	0	2	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0
LT934125.1	-	83205	80352	NOV_TX_4373	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	1
LT934125.1	-	83954	80352	NOV_TX_4378	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0
LT934125.1	-	86315	86130	NOV_TX_4383	0	0	0	0	0	0	0	36	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	-	86315	86133	NOV_TX_4382	0	34	0	0	0	0	15	0	0	0	0	0	0	0	0	0	29	0	0	0	2	9	11	0	19	0	0	4	14	25
LT934125.1	-	86356	86130	NOV_TX_4386	1	0	0	0	0	0	0	59	0	0	0	6	11	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0
LT934125.1	-	86356	86133	NOV_TX_4385	0	116	0	0	0	1	27	0	0	0	0	0	0	0	0	0	124	0	0	0	6	40	0	0	76	0	0	23	45	57
LT934125.1	-	86408	86130	NOV_TX_4391	0	0	0	0	0	0	0	63	0	1	0	4	21	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
LT934125.1	-	86408	86133	NOV_TX_4390	0	124	0	0	0	1	21	0	0	0	0	0	0	0	0	0	124	0	0	0	1	13	27	0	75	0	0	8	31	63
LT934125.1	-	86460	86130	NOV_TX_4395	0	0	0	0	0	0	0	1	0	0	4	1	24	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
LT934125.1	-	86460	86133	NOV_TX_4394	0	160	0	0	0	1	1	0	0	0	0	0	0	0	0	0	4	0	0	0	5	0	4	0	3	0	0	0	74	7
LT934125.1	-	86480	86133	NOV_TX_4396	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	163	0	0	0	0	0
LT934125.1	-	86520	86130	NOV_TX_4399	2	0	0	0	0	0	0	132	0	0	1	0	14	3	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0
LT934125.1	-	86520	86133	NOV_TX_4400	0	50	0	0	0	2	0	0	0	0	0	0	0	0	0	0	271	0	0	0	2	0	0	0	0	0	2	0	0	0
LT934125.1	-	86582	86130	NOV_TX_4402	0	0	0	0	0	0	0	0	0	0	1	7	6	1	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0
LT934125.1	-	86582	86133	NOV_TX_4404	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	4	0	125
LT934125.1	-	86609	86130	NOV_TX_4406	0	0	0	0	0	0	0	27	0	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	-	86609	86133	NOV_TX_4405	0	20	0	0	0	1	4	0	0	0	0	0	0	0	0	0	27	0	0	0	0	3	14	0	4	0	0	0	4	5
