group	cluster	chr	start	end	strand	dominant_tss	tags	tags.dominant_tss	q_0.1	q_0.9	interquantile_width	shape.score	cluster_width	hpi	cell_line	Time
PK_15_12h	1857	LT934125.1	64123	64128	-	64127	551.487414	226.544622	64123	64127	5	3.99581481845679	6	12h	PK_15	12
PK_15_12h	1861	LT934125.1	64370	64370	-	64370	18.306636	18.306636	64370	64370	1	0	1	12h	PK_15	12
PK_15_12h	1867	LT934125.1	64640	64640	-	64640	11.441648	11.441648	64640	64640	1	0	1	12h	PK_15	12
PK_15_12h	1885	LT934125.1	65746	65752	-	65752	1313.501144	498.855835	65749	65752	4	3.39670342423596	7	12h	PK_15	12
PK_15_12h	1887	LT934125.1	65880	65883	-	65883	34.324943	18.306636	65880	65883	4	1.99358326695655	4	12h	PK_15	12
PK_15_12h	1897	LT934125.1	66750	66750	-	66750	34.324943	34.324943	66750	66750	1	0	1	12h	PK_15	12
PK_15_12h	1906	LT934125.1	67724	67724	-	67724	34.324943	34.324943	67724	67724	1	0	1	12h	PK_15	12
PK_15_12h	1910	LT934125.1	68211	68211	-	68211	16.018307	16.018307	68211	68211	1	0	1	12h	PK_15	12
PK_15_12h	1914	LT934125.1	68527	68527	-	68527	25.171625	25.171625	68527	68527	1	0	1	12h	PK_15	12
PK_15_12h	1915	LT934125.1	68709	68709	-	68709	16.018307	16.018307	68709	68709	1	0	1	12h	PK_15	12
PK_15_12h	1916	LT934125.1	68885	68889	-	68886	151.029749	70.938215	68885	68889	5	4.62575369523907	5	12h	PK_15	12
PK_15_12h	1918	LT934125.1	69253	69257	-	69254	116.704806	59.496568	69254	69257	4	2.74172491975906	5	12h	PK_15	12
PK_15_12h	1928	LT934125.1	70446	70451	-	70446	105.263158	66.361556	70446	70451	6	2.45658724236587	6	12h	PK_15	12
PK_15_12h	1940	LT934125.1	71882	71889	-	71882	36.613272	22.883295	71882	71889	8	2.8633020087749	8	12h	PK_15	12
PK_15_12h	1944	LT934125.1	72174	72177	-	72174	68.649886	52.631579	72174	72177	4	1.56755390830242	4	12h	PK_15	12
PK_15_12h	1953	LT934125.1	72738	72738	-	72738	38.901602	38.901602	72738	72738	1	0	1	12h	PK_15	12
PK_15_12h	1955	LT934125.1	72871	72871	-	72871	13.729977	13.729977	72871	72871	1	0	1	12h	PK_15	12
PK_15_12h	1958	LT934125.1	73108	73108	-	73108	25.171625	25.171625	73108	73108	1	0	1	12h	PK_15	12
PK_15_12h	1969	LT934125.1	74345	74345	-	74345	73.226545	73.226545	74345	74345	1	0	1	12h	PK_15	12
PK_15_12h	1983	LT934125.1	76089	76089	-	76089	16.018307	16.018307	76089	76089	1	0	1	12h	PK_15	12
PK_15_12h	1989	LT934125.1	76860	76863	-	76860	75.514874	52.631579	76860	76863	4	1.76992726794432	4	12h	PK_15	12
PK_15_12h	2009	LT934125.1	80484	80542	-	80484	249.427917	75.514874	80484	80542	59	15.0788099941614	59	12h	PK_15	12
PK_15_12h	2010	LT934125.1	80586	80633	-	80633	228.832952	86.956522	80592	80633	42	10.8694032199915	48	12h	PK_15	12
PK_15_12h	2011	LT934125.1	80787	80868	-	80820	533.18078	91.533181	80787	80868	82	22.0541476052191	82	12h	PK_15	12
PK_15_12h	2014	LT934125.1	81035	81035	-	81035	118.993135	118.993135	81035	81035	1	0	1	12h	PK_15	12
PK_15_12h	2015	LT934125.1	81081	81161	-	81161	176.201374	57.208238	81087	81161	75	15.1294621902151	81	12h	PK_15	12
PK_15_12h	2016	LT934125.1	81232	81306	-	81296	279.176203	57.208238	81240	81296	57	17.6695417972606	75	12h	PK_15	12
PK_15_12h	2017	LT934125.1	81427	81435	-	81429	155.606407	112.128146	81429	81435	7	2.14539327889502	9	12h	PK_15	12
PK_15_12h	2018	LT934125.1	81508	81517	-	81508	61.784897	43.478261	81508	81517	10	2.91238846173254	10	12h	PK_15	12
PK_15_12h	2019	LT934125.1	81609	81609	-	81609	16.018307	16.018307	81609	81609	1	0	1	12h	PK_15	12
PK_15_12h	2021	LT934125.1	81688	81688	-	81688	32.036613	32.036613	81688	81688	1	0	1	12h	PK_15	12
PK_15_12h	2023	LT934125.1	81804	81815	-	81804	30009.15332	13034.324943	81804	81806	3	2.28372277184294	12	12h	PK_15	12
PK_15_12h	2025	LT934125.1	81889	81897	-	81897	98.39817	68.649886	81889	81897	9	2.80257863134359	9	12h	PK_15	12
PK_15_12h	2026	LT934125.1	82020	82026	-	82026	64.073228	25.171625	82020	82026	7	5.38224328567038	7	12h	PK_15	12
PK_15_12h	2051	LT934125.1	86481	86481	-	86481	11.441648	11.441648	86481	86481	1	0	1	12h	PK_15	12
PK_15_12h	2062	LT934125.1	87157	87161	-	87161	958.810068	819.221968	87157	87161	5	1.65279830100698	5	12h	PK_15	12
PK_15_12h	2090	LT934125.1	89079	89079	-	89079	189.93135	189.93135	89079	89079	1	0	1	12h	PK_15	12
PK_15_12h	2113	LT934125.1	92201	92201	-	92201	11.441648	11.441648	92201	92201	1	0	1	12h	PK_15	12
PK_15_12h	2115	LT934125.1	92302	92304	-	92303	167.048055	128.146453	92302	92304	3	1.60919271941735	3	12h	PK_15	12
PK_15_12h	2116	LT934125.1	92343	92343	-	92343	22.883295	22.883295	92343	92343	1	0	1	12h	PK_15	12
PK_15_12h	2118	LT934125.1	92427	92427	-	92427	22.883295	22.883295	92427	92427	1	0	1	12h	PK_15	12
PK_15_12h	2119	LT934125.1	92474	92561	-	92561	68.649887	29.748284	92474	92561	88	12.1071788852381	88	12h	PK_15	12
PK_15_12h	2120	LT934125.1	92630	92635	-	92631	82.379862	45.76659	92630	92635	6	3.71076667258702	6	12h	PK_15	12
PK_15_12h	2121	LT934125.1	92681	92693	-	92686	48.054921	20.594966	92681	92693	13	5.71774605858402	13	12h	PK_15	12
PK_15_12h	2122	LT934125.1	92774	92774	-	92774	38.901602	38.901602	92774	92774	1	0	1	12h	PK_15	12
PK_15_12h	2123	LT934125.1	92844	92848	-	92846	73.226545	34.324943	92844	92848	5	3.39345805827349	5	12h	PK_15	12
PK_15_12h	2124	LT934125.1	92933	92936	-	92933	16649.885584	12768.878719	92933	92936	4	1.98257758367467	4	12h	PK_15	12
PK_15_12h	2132	LT934125.1	93482	93482	-	93482	20.594966	20.594966	93482	93482	1	0	1	12h	PK_15	12
PK_15_12h	2135	LT934125.1	93654	93654	-	93654	709.382151	709.382151	93654	93654	1	0	1	12h	PK_15	12
PK_15_12h	2152	LT934125.1	94526	94529	-	94526	77.803203	54.919908	94526	94529	4	1.74796209625472	4	12h	PK_15	12
PK_15_12h	2161	LT934125.1	94943	94948	-	94947	1375.286042	1057.208238	94943	94947	5	2.37398426596791	6	12h	PK_15	12
PK_15_12h	2168	LT934125.1	95694	95694	-	95694	32.036613	32.036613	95694	95694	1	0	1	12h	PK_15	12
PK_15_12h	2183	LT934125.1	96596	96598	-	96596	34.324943	20.594966	96596	96598	3	1.53892027686141	3	12h	PK_15	12
PK_15_12h	2192	LT934125.1	97358	97361	-	97361	574.37071	514.874142	97360	97361	2	0.151096974600187	4	12h	PK_15	12
PK_15_12h	2262	LT934125.1	105486	105489	-	105486	22.883296	11.441648	105486	105489	4	2	4	12h	PK_15	12
PK_15_12h	2276	LT934125.1	106606	106606	-	106606	11.441648	11.441648	106606	106606	1	0	1	12h	PK_15	12
PK_15_12h	2283	LT934125.1	107053	107053	-	107053	13.729977	13.729977	107053	107053	1	0	1	12h	PK_15	12
PK_15_12h	2288	LT934125.1	107366	107378	-	107369	121.281465	86.956522	107366	107378	13	4.1975161959695	13	12h	PK_15	12
PK_15_12h	2290	LT934125.1	107559	107560	-	107559	457.665904	443.935927	107559	107559	1	0	2	12h	PK_15	12
PK_15_12h	2300	LT934125.1	108727	108727	-	108727	13.729977	13.729977	108727	108727	1	0	1	12h	PK_15	12
PK_15_12h	2330	LT934125.1	115528	115532	-	115532	64.073227	34.324943	115528	115532	5	2.31337531843155	5	12h	PK_15	12
PK_15_12h	2332	LT934125.1	115634	115644	-	115634	84.668192	36.613272	115634	115644	11	5.37396950856479	11	12h	PK_15	12
PK_15_12h	2353	LT934125.1	119058	119058	-	119058	36.613272	36.613272	119058	119058	1	0	1	12h	PK_15	12
PK_15_12h	2361	LT934125.1	119499	119499	-	119499	32.036613	32.036613	119499	119499	1	0	1	12h	PK_15	12
PK_15_12h	2365	LT934125.1	119923	119923	-	119923	32.036613	32.036613	119923	119923	1	0	1	12h	PK_15	12
PK_15_12h	2369	LT934125.1	120187	120187	-	120187	11.441648	11.441648	120187	120187	1	0	1	12h	PK_15	12
PK_15_12h	2370	LT934125.1	120241	120241	-	120241	16.018307	16.018307	120241	120241	1	0	1	12h	PK_15	12
PK_15_12h	2371	LT934125.1	120431	120431	-	120431	80.091533	80.091533	120431	120431	1	0	1	12h	PK_15	12
PK_15_12h	2385	LT934125.1	122320	122320	-	122320	11.441648	11.441648	122320	122320	1	0	1	12h	PK_15	12
PK_15_12h	2387	LT934125.1	122413	122424	-	122413	66.361556	22.883295	122413	122424	12	5.67580682552174	12	12h	PK_15	12
PK_15_12h	2405	LT934125.1	124704	124704	-	124704	22.883295	22.883295	124704	124704	1	0	1	12h	PK_15	12
PK_15_12h	2406	LT934125.1	124804	124805	-	124804	25.171625	13.729977	124804	124805	2	0.994030214326858	2	12h	PK_15	12
PK_15_12h	2417	LT934125.1	126112	126112	-	126112	43.478261	43.478261	126112	126112	1	0	1	12h	PK_15	12
PK_15_12h	2419	LT934125.1	126881	126926	-	126926	183.066361	155.606407	126884	126926	43	2.20293888599818	46	12h	PK_15	12
PK_15_12h	2420	LT934125.1	127002	127126	-	127002	288.32952	121.281465	127002	127122	121	17.2351897487777	125	12h	PK_15	12
PK_15_12h	2421	LT934125.1	127176	127176	-	127176	29.748284	29.748284	127176	127176	1	0	1	12h	PK_15	12
PK_15_12h	2422	LT934125.1	127242	127254	-	127248	77.803204	22.883295	127242	127254	13	7.22632853971911	13	12h	PK_15	12
PK_15_12h	2423	LT934125.1	127341	127350	-	127341	75.514875	34.324943	127341	127350	10	4.84662165641636	10	12h	PK_15	12
PK_15_12h	2425	LT934125.1	127434	127434	-	127434	32.036613	32.036613	127434	127434	1	0	1	12h	PK_15	12
PK_15_12h	2426	LT934125.1	127573	127597	-	127597	86.956523	34.324943	127573	127597	25	8.7381503790922	25	12h	PK_15	12
PK_15_12h	2427	LT934125.1	127645	127706	-	127645	61.784897	29.748284	127645	127706	62	8.99005821935971	62	12h	PK_15	12
PK_15_12h	2428	LT934125.1	127754	127827	-	127754	54.919909	22.883295	127754	127827	74	9.49033544024126	74	12h	PK_15	12
PK_15_12h	2430	LT934125.1	127900	127902	-	127902	118.993135	93.82151	127900	127902	3	1.51314596221941	3	12h	PK_15	12
PK_15_12h	2431	LT934125.1	127958	127958	-	127958	16.018307	16.018307	127958	127958	1	0	1	12h	PK_15	12
PK_15_12h	2433	LT934125.1	128181	128181	-	128181	11.441648	11.441648	128181	128181	1	0	1	12h	PK_15	12
PK_15_12h	2434	LT934125.1	128242	128242	-	128242	22.883295	22.883295	128242	128242	1	0	1	12h	PK_15	12
PK_15_12h	2439	LT934125.1	128729	128738	-	128732	19665.903891	17608.695652	128731	128732	2	0.302069662601903	10	12h	PK_15	12
PK_15_12h	2440	LT934125.1	128882	128882	-	128882	11.441648	11.441648	128882	128882	1	0	1	12h	PK_15	12
PK_15_12h	2450	LT934125.1	130831	130833	-	130833	68.649886	52.631579	130831	130833	3	1.24225708125912	3	12h	PK_15	12
PK_15_12h	2468	LT934125.1	135031	135031	-	135031	13.729977	13.729977	135031	135031	1	0	1	12h	PK_15	12
PK_15_12h	2474	LT934125.1	135407	135407	-	135407	57.208238	57.208238	135407	135407	1	0	1	12h	PK_15	12
PK_15_12h	2477	LT934125.1	135531	135531	-	135531	41.189931	41.189931	135531	135531	1	0	1	12h	PK_15	12
PK_15_12h	2478	LT934125.1	135619	135619	-	135619	11.441648	11.441648	135619	135619	1	0	1	12h	PK_15	12
PK_15_12h	2479	LT934125.1	135666	135666	-	135666	25.171625	25.171625	135666	135666	1	0	1	12h	PK_15	12
PK_15_12h	2480	LT934125.1	135726	135726	-	135726	22.883295	22.883295	135726	135726	1	0	1	12h	PK_15	12
PK_15_12h	2482	LT934125.1	135809	135809	-	135809	20.594966	20.594966	135809	135809	1	0	1	12h	PK_15	12
PK_15_12h	2486	LT934125.1	136047	136047	-	136047	20.594966	20.594966	136047	136047	1	0	1	12h	PK_15	12
PK_15_12h	2487	LT934125.1	136101	136104	-	136103	455.377575	382.15103	136102	136103	2	0.41064092855858	4	12h	PK_15	12
PK_15_12h	2489	LT934125.1	136232	136244	-	136235	1011.441648	405.034325	136232	136235	4	3.30794576744296	13	12h	PK_15	12
PK_15_12h	2490	LT934125.1	136285	136297	-	136285	304.347828	100.686499	136285	136297	13	8.13066801609677	13	12h	PK_15	12
PK_15_12h	2492	LT934125.1	136409	136409	-	136409	11.441648	11.441648	136409	136409	1	0	1	12h	PK_15	12
PK_15_12h	2502	LT934125.1	137121	137121	-	137121	13.729977	13.729977	137121	137121	1	0	1	12h	PK_15	12
PK_15_12h	2542	LT934125.1	142245	142245	-	142245	11.441648	11.441648	142245	142245	1	0	1	12h	PK_15	12
PK_15_12h	2544	LT934125.1	142424	142427	-	142427	251.716247	160.183066	142424	142427	4	1.89132061095077	4	12h	PK_15	12
PK_15_12h	2545	LT934125.1	142658	142658	-	142658	36.613272	36.613272	142658	142658	1	0	1	12h	PK_15	12
PK_15_12h	2547	LT934125.1	142779	142781	-	142781	54.919909	43.478261	142779	142781	3	1.17015384389914	3	12h	PK_15	12
PK_15_12h	2548	LT934125.1	142825	142825	-	142825	13.729977	13.729977	142825	142825	1	0	1	12h	PK_15	12
PK_15_1h	11	LT934125.1	1335	1337	+	1337	8771.929824	5847.953216	1335	1337	3	1.45546446154482	3	1h	PK_15	1
PK_15_1h	20	LT934125.1	1912	1912	+	1912	2923.976608	2923.976608	1912	1912	1	0	1	1h	PK_15	1
PK_15_1h	53	LT934125.1	7591	7591	+	7591	2923.976608	2923.976608	7591	7591	1	0	1	1h	PK_15	1
PK_15_1h	64	LT934125.1	8324	8324	+	8324	2923.976608	2923.976608	8324	8324	1	0	1	1h	PK_15	1
PK_15_1h	76	LT934125.1	9270	9273	+	9270	8771.929824	5847.953216	9270	9273	4	1.83659166810898	4	1h	PK_15	1
PK_15_1h	389	LT934125.1	48567	48567	+	48567	14619.883041	14619.883041	48567	48567	1	0	1	1h	PK_15	1
PK_15_1h	395	LT934125.1	48878	48878	+	48878	2923.976608	2923.976608	48878	48878	1	0	1	1h	PK_15	1
PK_15_1h	396	LT934125.1	48920	48920	+	48920	2923.976608	2923.976608	48920	48920	1	0	1	1h	PK_15	1
PK_15_1h	398	LT934125.1	49109	49109	+	49109	5847.953216	5847.953216	49109	49109	1	0	1	1h	PK_15	1
PK_15_1h	436	LT934125.1	52460	52460	+	52460	2923.976608	2923.976608	52460	52460	1	0	1	1h	PK_15	1
PK_15_1h	513	LT934125.1	59044	59044	+	59044	5847.953216	5847.953216	59044	59044	1	0	1	1h	PK_15	1
PK_15_1h	579	LT934125.1	66338	66338	+	66338	2923.976608	2923.976608	66338	66338	1	0	1	1h	PK_15	1
PK_15_1h	596	LT934125.1	67463	67463	+	67463	2923.976608	2923.976608	67463	67463	1	0	1	1h	PK_15	1
PK_15_1h	621	LT934125.1	69340	69340	+	69340	2923.976608	2923.976608	69340	69340	1	0	1	1h	PK_15	1
PK_15_1h	627	LT934125.1	69765	69765	+	69765	2923.976608	2923.976608	69765	69765	1	0	1	1h	PK_15	1
PK_15_1h	632	LT934125.1	70093	70093	+	70093	2923.976608	2923.976608	70093	70093	1	0	1	1h	PK_15	1
PK_15_1h	706	LT934125.1	76914	76914	+	76914	2923.976608	2923.976608	76914	76914	1	0	1	1h	PK_15	1
PK_15_1h	741	LT934125.1	79440	79444	+	79444	17543.859649	14619.883041	79440	79444	5	1.50930532308082	5	1h	PK_15	1
PK_15_1h	819	LT934125.1	88885	88885	+	88885	2923.976608	2923.976608	88885	88885	1	0	1	1h	PK_15	1
PK_15_1h	860	LT934125.1	91383	91383	+	91383	2923.976608	2923.976608	91383	91383	1	0	1	1h	PK_15	1
PK_15_1h	938	LT934125.1	102851	102851	+	102851	2923.976608	2923.976608	102851	102851	1	0	1	1h	PK_15	1
PK_15_1h	949	LT934125.1	104457	104457	+	104457	2923.976608	2923.976608	104457	104457	1	0	1	1h	PK_15	1
PK_15_1h	953	LT934125.1	104721	104726	+	104721	5847.953216	2923.976608	104721	104726	6	2.58496250072116	6	1h	PK_15	1
PK_15_1h	968	LT934125.1	106594	106601	+	106594	14619.88304	5847.953216	106594	106601	8	4.56578428466209	8	1h	PK_15	1
PK_15_1h	974	LT934125.1	107029	107032	+	107032	8771.929824	5847.953216	107029	107032	4	1.83659166810898	4	1h	PK_15	1
PK_15_1h	1027	LT934125.1	114985	114988	+	114985	14619.883041	8771.929825	114985	114988	4	2.74190118882261	4	1h	PK_15	1
PK_15_1h	1047	LT934125.1	116541	116541	+	116541	2923.976608	2923.976608	116541	116541	1	0	1	1h	PK_15	1
PK_15_1h	1048	LT934125.1	116643	116643	+	116643	2923.976608	2923.976608	116643	116643	1	0	1	1h	PK_15	1
PK_15_1h	1049	LT934125.1	116754	116754	+	116754	2923.976608	2923.976608	116754	116754	1	0	1	1h	PK_15	1
PK_15_1h	1054	LT934125.1	117769	117769	+	117769	2923.976608	2923.976608	117769	117769	1	0	1	1h	PK_15	1
PK_15_1h	1071	LT934125.1	118860	118866	+	118866	23391.812865	14619.883041	118860	118866	7	3.64617836943025	7	1h	PK_15	1
PK_15_1h	1117	LT934125.1	121784	121786	+	121784	5847.953216	2923.976608	121784	121786	3	1.58496250072116	3	1h	PK_15	1
PK_15_1h	1130	LT934125.1	122979	122981	+	122979	8771.929824	5847.953216	122979	122981	3	1.45546446154482	3	1h	PK_15	1
PK_15_1h	1165	LT934125.1	125090	125090	+	125090	2923.976608	2923.976608	125090	125090	1	0	1	1h	PK_15	1
PK_15_1h	1168	LT934125.1	125223	125225	+	125225	8771.929824	5847.953216	125223	125225	3	1.45546446154482	3	1h	PK_15	1
PK_15_1h	1176	LT934125.1	125928	125928	+	125928	2923.976608	2923.976608	125928	125928	1	0	1	1h	PK_15	1
PK_15_1h	1206	LT934125.1	132614	132614	+	132614	2923.976608	2923.976608	132614	132614	1	0	1	1h	PK_15	1
PK_15_1h	1228	LT934125.1	136156	136158	+	136158	169590.643275	166666.666667	136158	136158	1	0	3	1h	PK_15	1
PK_15_1h	1229	LT934125.1	136270	136270	+	136270	2923.976608	2923.976608	136270	136270	1	0	1	1h	PK_15	1
PK_15_1h	1232	LT934125.1	136494	136494	+	136494	2923.976608	2923.976608	136494	136494	1	0	1	1h	PK_15	1
PK_15_1h	1237	LT934125.1	136765	136765	+	136765	2923.976608	2923.976608	136765	136765	1	0	1	1h	PK_15	1
PK_15_1h	1238	LT934125.1	136858	136858	+	136858	2923.976608	2923.976608	136858	136858	1	0	1	1h	PK_15	1
PK_15_1h	1248	LT934125.1	137455	137455	+	137455	2923.976608	2923.976608	137455	137455	1	0	1	1h	PK_15	1
PK_15_1h	1252	LT934125.1	137822	137822	+	137822	2923.976608	2923.976608	137822	137822	1	0	1	1h	PK_15	1
PK_15_1h	1259	LT934125.1	138362	138362	+	138362	2923.976608	2923.976608	138362	138362	1	0	1	1h	PK_15	1
PK_15_1h	1261	LT934125.1	138454	138454	+	138454	2923.976608	2923.976608	138454	138454	1	0	1	1h	PK_15	1
PK_15_1h	1262	LT934125.1	138525	138525	+	138525	2923.976608	2923.976608	138525	138525	1	0	1	1h	PK_15	1
PK_15_1h	1266	LT934125.1	138813	138813	+	138813	2923.976608	2923.976608	138813	138813	1	0	1	1h	PK_15	1
PK_15_1h	1282	LT934125.1	139867	139867	+	139867	2923.976608	2923.976608	139867	139867	1	0	1	1h	PK_15	1
PK_15_1h	1289	LT934125.1	140201	140242	+	140201	5847.953216	2923.976608	140201	140242	42	5.39231742277876	42	1h	PK_15	1
PK_15_1h	1290	LT934125.1	140327	140327	+	140327	2923.976608	2923.976608	140327	140327	1	0	1	1h	PK_15	1
PK_15_1h	1295	LT934125.1	140544	140544	+	140544	2923.976608	2923.976608	140544	140544	1	0	1	1h	PK_15	1
PK_15_1h	1297	LT934125.1	140733	140733	+	140733	2923.976608	2923.976608	140733	140733	1	0	1	1h	PK_15	1
PK_15_1h	1298	LT934125.1	140788	140789	+	140789	8771.929824	5847.953216	140788	140789	2	0.91829583405449	2	1h	PK_15	1
PK_15_1h	1299	LT934125.1	140866	140866	+	140866	2923.976608	2923.976608	140866	140866	1	0	1	1h	PK_15	1
PK_15_1h	1300	LT934125.1	140955	140955	+	140955	2923.976608	2923.976608	140955	140955	1	0	1	1h	PK_15	1
PK_15_1h	1301	LT934125.1	141017	141017	+	141017	2923.976608	2923.976608	141017	141017	1	0	1	1h	PK_15	1
PK_15_1h	1302	LT934125.1	141083	141083	+	141083	2923.976608	2923.976608	141083	141083	1	0	1	1h	PK_15	1
PK_15_1h	1303	LT934125.1	141173	141230	+	141173	5847.953216	2923.976608	141173	141230	58	5.85798099512757	58	1h	PK_15	1
PK_15_1h	1361	LT934125.1	7758	7758	-	7758	2923.976608	2923.976608	7758	7758	1	0	1	1h	PK_15	1
PK_15_1h	1380	LT934125.1	9457	9457	-	9457	2923.976608	2923.976608	9457	9457	1	0	1	1h	PK_15	1
PK_15_1h	1479	LT934125.1	21857	21857	-	21857	2923.976608	2923.976608	21857	21857	1	0	1	1h	PK_15	1
PK_15_1h	1482	LT934125.1	22165	22165	-	22165	2923.976608	2923.976608	22165	22165	1	0	1	1h	PK_15	1
PK_15_1h	1483	LT934125.1	22247	22247	-	22247	2923.976608	2923.976608	22247	22247	1	0	1	1h	PK_15	1
PK_15_1h	1622	LT934125.1	34474	34474	-	34474	2923.976608	2923.976608	34474	34474	1	0	1	1h	PK_15	1
PK_15_1h	1736	LT934125.1	51143	51147	-	51147	8771.929824	5847.953216	51143	51147	5	2.13221689650914	5	1h	PK_15	1
PK_15_1h	1778	LT934125.1	56115	56115	-	56115	2923.976608	2923.976608	56115	56115	1	0	1	1h	PK_15	1
PK_15_1h	1779	LT934125.1	56188	56189	-	56188	5847.953216	2923.976608	56188	56189	2	1	2	1h	PK_15	1
PK_15_1h	1846	LT934125.1	63410	63420	-	63416	14619.88304	5847.953216	63410	63420	11	5.26500617274577	11	1h	PK_15	1
PK_15_1h	2124	LT934125.1	92933	92933	-	92933	2923.976608	2923.976608	92933	92933	1	0	1	1h	PK_15	1
PK_15_1h	2161	LT934125.1	94947	94947	-	94947	2923.976608	2923.976608	94947	94947	1	0	1	1h	PK_15	1
PK_15_1h	2192	LT934125.1	97361	97361	-	97361	17543.859649	17543.859649	97361	97361	1	0	1	1h	PK_15	1
PK_15_1h	2218	LT934125.1	102487	102544	-	102487	5847.953216	2923.976608	102487	102544	58	5.85798099512757	58	1h	PK_15	1
PK_15_1h	2219	LT934125.1	102634	102700	-	102634	5847.953216	2923.976608	102634	102700	67	6.06608919045777	67	1h	PK_15	1
PK_15_1h	2220	LT934125.1	102762	102817	-	102762	5847.953216	2923.976608	102762	102817	56	5.8073549220576	56	1h	PK_15	1
PK_15_1h	2221	LT934125.1	102909	102909	-	102909	5847.953216	5847.953216	102909	102909	1	0	1	1h	PK_15	1
PK_15_1h	2224	LT934125.1	103126	103126	-	103126	2923.976608	2923.976608	103126	103126	1	0	1	1h	PK_15	1
PK_15_1h	2228	LT934125.1	103390	103390	-	103390	2923.976608	2923.976608	103390	103390	1	0	1	1h	PK_15	1
PK_15_1h	2229	LT934125.1	103475	103516	-	103475	5847.953216	2923.976608	103475	103516	42	5.39231742277876	42	1h	PK_15	1
PK_15_1h	2235	LT934125.1	103815	103815	-	103815	2923.976608	2923.976608	103815	103815	1	0	1	1h	PK_15	1
PK_15_1h	2253	LT934125.1	104904	104904	-	104904	2923.976608	2923.976608	104904	104904	1	0	1	1h	PK_15	1
PK_15_1h	2257	LT934125.1	105192	105192	-	105192	2923.976608	2923.976608	105192	105192	1	0	1	1h	PK_15	1
PK_15_1h	2258	LT934125.1	105263	105263	-	105263	2923.976608	2923.976608	105263	105263	1	0	1	1h	PK_15	1
PK_15_1h	2260	LT934125.1	105355	105355	-	105355	2923.976608	2923.976608	105355	105355	1	0	1	1h	PK_15	1
PK_15_1h	2267	LT934125.1	105895	105895	-	105895	2923.976608	2923.976608	105895	105895	1	0	1	1h	PK_15	1
PK_15_1h	2270	LT934125.1	106245	106245	-	106245	2923.976608	2923.976608	106245	106245	1	0	1	1h	PK_15	1
PK_15_1h	2280	LT934125.1	106859	106859	-	106859	2923.976608	2923.976608	106859	106859	1	0	1	1h	PK_15	1
PK_15_1h	2281	LT934125.1	106952	106952	-	106952	2923.976608	2923.976608	106952	106952	1	0	1	1h	PK_15	1
PK_15_1h	2286	LT934125.1	107211	107211	-	107211	2923.976608	2923.976608	107211	107211	1	0	1	1h	PK_15	1
PK_15_1h	2289	LT934125.1	107411	107411	-	107411	2923.976608	2923.976608	107411	107411	1	0	1	1h	PK_15	1
PK_15_1h	2290	LT934125.1	107559	107561	-	107559	169590.643275	166666.666667	107559	107559	1	0	3	1h	PK_15	1
PK_15_1h	2312	LT934125.1	111103	111103	-	111103	2923.976608	2923.976608	111103	111103	1	0	1	1h	PK_15	1
PK_15_1h	2403	LT934125.1	124574	124574	-	124574	2923.976608	2923.976608	124574	124574	1	0	1	1h	PK_15	1
PK_15_1h	2419	LT934125.1	126963	126963	-	126963	2923.976608	2923.976608	126963	126963	1	0	1	1h	PK_15	1
PK_15_1h	2420	LT934125.1	127074	127074	-	127074	2923.976608	2923.976608	127074	127074	1	0	1	1h	PK_15	1
PK_15_1h	2421	LT934125.1	127176	127176	-	127176	2923.976608	2923.976608	127176	127176	1	0	1	1h	PK_15	1
PK_15_1h	2439	LT934125.1	128729	128732	-	128732	14619.883041	8771.929825	128729	128732	4	2.74190118882261	4	1h	PK_15	1
PK_15_1h	2496	LT934125.1	136685	136688	-	136685	8771.929824	5847.953216	136685	136688	4	1.83659166810898	4	1h	PK_15	1
PK_15_1h	2502	LT934125.1	137116	137123	-	137121	14619.88304	5847.953216	137116	137123	8	4.56578428466209	8	1h	PK_15	1
PK_15_1h	2516	LT934125.1	138898	138898	-	138898	2923.976608	2923.976608	138898	138898	1	0	1	1h	PK_15	1
PK_15_1h	2522	LT934125.1	139260	139260	-	139260	2923.976608	2923.976608	139260	139260	1	0	1	1h	PK_15	1
PK_15_1h	2533	LT934125.1	140855	140855	-	140855	2923.976608	2923.976608	140855	140855	1	0	1	1h	PK_15	1
PK_15_2h	11	LT934125.1	1331	1351	+	1334	20275.162927	6517.016655	1334	1339	6	4.78205244078891	21	2h	PK_15	2
PK_15_2h	13	LT934125.1	1429	1429	+	1429	362.056481	362.056481	1429	1429	1	0	1	2h	PK_15	2
PK_15_2h	16	LT934125.1	1600	1604	+	1600	1086.169443	724.112962	1600	1604	5	2.13221689650914	5	2h	PK_15	2
PK_15_2h	18	LT934125.1	1712	1717	+	1712	724.112962	362.056481	1712	1717	6	2.58496250072116	6	2h	PK_15	2
PK_15_2h	53	LT934125.1	7589	7594	+	7591	2172.338885	1448.225923	7589	7594	6	3.23541446329966	6	2h	PK_15	2
PK_15_2h	56	LT934125.1	7811	7811	+	7811	724.112962	724.112962	7811	7811	1	0	1	2h	PK_15	2
PK_15_2h	71	LT934125.1	9020	9020	+	9020	362.056481	362.056481	9020	9020	1	0	1	2h	PK_15	2
PK_15_2h	73	LT934125.1	9113	9113	+	9113	1086.169442	1086.169442	9113	9113	1	0	1	2h	PK_15	2
