seqnames	strand	TSS	TES	NOV_TX_ID	AllRefCat	max_count	prevalence	C6_dcDNA_12h	C6_dcDNA_1h	C6_dcDNA_2h	C6_dcDNA_4h	C6_dcDNA_6h	C6_dcDNA_8h	NRK_dcDNA_1h	NRK_dcDNA_2h	PC-12_dcDNA_0.5h	PC-12_dcDNA_1.5h	PC-12_dcDNA_12h	PC-12_dcDNA_1h	PC-12_dcDNA_2.5h	PC-12_dcDNA_2h	PC-12_dcDNA_4h	PC-12_dcDNA_6h	PC-12_dcDNA_8h	PK-15_dcDNA_12h	PK-15_dcDNA_1h	PK-15_dcDNA_2h	PK-15_dcDNA_4h	PK-15_dcDNA_6h	PK-15_dcDNA_8h
LT934125.1	+	79865	79996	NOV_TX_411	UL11.5::5`-short;UL11.5::5`-short	71	2	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0
LT934125.1	+	79872	79996	NOV_TX_2426	UL11.5::5`-short;UL11.5::5`-short	162	2	0	0	0	0	0	0	0	0	0	0	162	0	0	0	0	0	0	0	0	0	0	64	0
LT934125.1	+	85470	86167	NOV_TX_413	UL8.5-S::5`-long;UL8.5-S::5`-long	9	2	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0
LT934125.1	+	85493	86167	NOV_TX_1091	UL8.5-S::5`-long;UL8.5-S::5`-long;UL8.5-S::5`-long	8	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	8	0	0
LT934125.1	+	85710	86167	NOV_TX_1149	UL8.5-S2::5`-short;UL8.5-S2::5`-short;UL8.5-S2::5`-short	14	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	7	14
LT934125.1	+	85996	86167	NOV_TX_116	UL8.5-S2::5`-short;UL8.5-S2::5`-short;UL8.5-S2::5`-short;UL8.5-S2::5`-short;UL8.5-S2::5`-short;UL8.5-S2::5`-short;UL8.5-S2::5`-short;UL8.5-S2::5`-short	62	8	62	0	0	0	0	18	0	0	0	0	53	0	0	0	0	14	25	0	0	0	15	32	42
LT934125.1	+	90007	92057	NOV_TX_2492	UL4-L5::5`-short;UL4-L5::~;UL4-L5::5`-short;UL4-L5::5`-short	8	3	7	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
LT934125.1	+	90699	92057	NOV_TX_2497	UL4-L3::5`-long;UL4-L3::5`-long	10	2	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
LT934125.1	+	91409	91559	NOV_TX_2512	UL4::3`-short;UL4::3`-short;UL4::3`-short;UL4::3`-short;UL4::3`-short;UL4::3`-short;UL4::3`-short;UL4::3`-short;UL4::3`-short	20	9	20	0	0	0	0	5	0	0	0	0	5	0	0	0	0	2	2	16	0	0	4	12	11
LT934125.1	+	91409	92057	NOV_TX_2513	UL4::3`-short;UL4::3`-short;UL4::3`-short;UL4::3`-short;UL4::3`-short;UL4::3`-short;UL4::3`-short;UL4::3`-short;UL4::3`-short	6	9	2	0	0	0	0	0	0	0	0	0	4	0	0	0	1	1	1	6	0	0	1	5	3
LT934125.1	+	91692	92057	NOV_TX_2522	UL4.2::5`-short;UL4.2::5`-short	33	2	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0
LT934125.1	+	107035	108829	NOV_TX_512	NOIR-L3::5`-long;NOIR-L3::5`-long	6	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	6
LT934125.1	+	107035	108830	NOV_TX_513	NOIR-L3::5`-long;NOIR-L3::5`-long	6	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	6
LT934125.1	+	107171	108829	NOV_TX_767	NOIR-L3::5`-long;NOIR-L3::5`-long;NOIR-L3::5`-long;NOIR-L3::5`-long	6	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	3	6
LT934125.1	+	107171	108830	NOV_TX_768	NOIR-L3::5`-long;NOIR-L3::5`-long;NOIR-L3::5`-long;NOIR-L3::5`-long	6	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	3	6
LT934125.1	+	107420	108829	NOV_TX_2555	NOIR-1M-splice::m;NOIR-1M-splice::m;NOIR-1M-splice::m	8	3	0	0	0	1	0	0	0	0	0	0	8	0	0	0	3	0	0	0	0	0	0	0	0
LT934125.1	+	107420	108830	NOV_TX_2556	NOIR-1M-splice::m;NOIR-1M-splice::m;NOIR-1M-splice::m	8	3	0	0	0	1	0	0	0	0	0	0	8	0	0	0	3	0	0	0	0	0	0	0	0
LT934125.1	+	107422	108829	NOV_TX_2557	NOIR-1M-splice::m;NOIR-1M-splice::m;NOIR-1M-splice::m;NOIR-1M-splice::m;NOIR-1M-splice::m;NOIR-1M-splice::m;NOIR-1M-splice::m	146	7	0	0	0	0	0	10	0	0	0	0	19	0	0	0	0	12	15	0	0	0	16	94	146
LT934125.1	+	107422	108830	NOV_TX_2558	NOIR-1M-splice::m;NOIR-1M-splice::m;NOIR-1M-splice::m;NOIR-1M-splice::m;NOIR-1M-splice::m;NOIR-1M-splice::m;NOIR-1M-splice::m	145	7	0	0	0	0	0	10	0	0	0	0	19	0	0	0	0	12	15	0	0	0	16	94	145
LT934125.1	+	107432	108829	NOV_TX_2553	NOIR-1M-splice::m;NOIR-1M-splice::m;NOIR-1M-splice::m	95	3	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0	11	0	0
LT934125.1	+	107432	108830	NOV_TX_2554	NOIR-1M-splice::m;NOIR-1M-splice::m;NOIR-1M-splice::m	94	3	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	11	0	0
LT934125.1	+	107482	108829	NOV_TX_2561	NOIR-1M-splice::m;NOIR-1M-splice::m;NOIR-1M-splice::m;NOIR-1M::3`-short;NOIR-1M-splice::m;NOIR-1M-splice::m;NOIR-1M-splice::m;NOIR-1M-splice::m;NOIR-1M-splice::m;NOIR-1M::3`-short;NOIR-1M-splice::m;NOIR-1M-splice::m;NOIR-1M::3`-short;NOIR-1M-splice::m;NOIR-1M-splice::m;NOIR-1M::3`-short	377	12	42	0	0	0	0	31	0	0	0	0	139	0	2	2	4	0	50	218	0	4	20	144	377
LT934125.1	+	107482	108830	NOV_TX_2562	NOIR-1M-splice::m;NOIR-1M-splice::m;NOIR-1M-splice::m;NOIR-1M-splice::m;NOIR-1M-splice::m;NOIR-1M-splice::m;NOIR-1M-splice::m;NOIR-1M-splice::m;NOIR-1M-splice::m;NOIR-1M-splice::m;NOIR-1M-splice::m;NOIR-1M-splice::m	375	12	42	0	0	0	0	31	0	0	0	0	135	0	2	2	4	0	50	214	0	4	19	143	375
LT934125.1	+	107483	108829	NOV_TX_2563	NOIR-1M-splice::m;NOIR-1M-splice::m	15	2	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0
LT934125.1	+	107483	108830	NOV_TX_2564	NOIR-1M-splice::m;NOIR-1M-splice::m	15	2	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0
LT934125.1	+	107670	108829	NOV_TX_2575	NOIR-1S::5`-short;NOIR-1S::5`-short;NOIR-1S::5`-short;NOIR-1S::5`-short	14	4	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	14
LT934125.1	+	107670	108830	NOV_TX_2576	NOIR-1S::5`-short;NOIR-1S::5`-short;NOIR-1S::5`-short;NOIR-1S::5`-short	14	4	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	14
LT934125.1	+	107672	108829	NOV_TX_2577	NOIR-1S::5`-short;NOIR-1S::5`-short	6	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0
LT934125.1	+	107672	108830	NOV_TX_2578	NOIR-1S::5`-short;NOIR-1S::5`-short	6	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0
LT934125.1	+	107754	108829	NOV_TX_291	NOIR-1S2::5`-long;NOIR-1S2::5`-long;NOIR-1S2::5`-long	12	3	0	0	0	0	3	0	0	0	0	0	12	0	0	0	0	0	6	0	0	0	0	0	0
LT934125.1	+	107754	108830	NOV_TX_292	NOIR-1S2::5`-long;NOIR-1S2::5`-long;NOIR-1S2::5`-long	12	3	0	0	0	0	3	0	0	0	0	0	12	0	0	0	0	0	6	0	0	0	0	0	0
LT934125.1	+	107969	108829	NOV_TX_423	NOIR-1S3::5`-long;NOIR-1S3::5`-long;NOIR-1S3::5`-long	7	3	0	0	0	0	0	3	0	0	0	0	0	0	0	2	0	0	7	0	0	0	0	0	0
LT934125.1	+	107969	108830	NOV_TX_424	NOIR-1S3::5`-long;NOIR-1S3::5`-long;NOIR-1S3::5`-long	7	3	0	0	0	0	0	3	0	0	0	0	0	0	0	2	0	0	7	0	0	0	0	0	0
LT934125.1	+	107991	108829	NOV_TX_514	NOIR-1S3::5`-long;NOIR-1S3::5`-long;NOIR-1S3::5`-long;NOIR-1S3::5`-long	49	4	0	0	0	0	0	0	0	0	0	0	17	0	0	0	7	0	0	49	0	0	0	0	46
LT934125.1	+	107991	108830	NOV_TX_515	NOIR-1S3::5`-long;NOIR-1S3::5`-long;NOIR-1S3::5`-long;NOIR-1S3::5`-long	49	4	0	0	0	0	0	0	0	0	0	0	17	0	0	0	7	0	0	49	0	0	0	0	46
LT934125.1	+	108051	108829	NOV_TX_973	NOIR-1S3::5`-short;NOIR-1S3::5`-short;NOIR-1S3::5`-short;NOIR-1S3::5`-short;NOIR-1S3::5`-short;NOIR-1S3::5`-short;NOIR-1S3::5`-short;NOIR-1S3::5`-short	54	8	1	0	0	0	1	0	0	0	0	0	21	0	0	0	0	6	7	54	0	0	0	23	25
LT934125.1	+	108051	108830	NOV_TX_974	NOIR-1S3::5`-short;NOIR-1S3::5`-short;NOIR-1S3::5`-short;NOIR-1S3::5`-short;NOIR-1S3::5`-short;NOIR-1S3::5`-short;NOIR-1S3::5`-short;NOIR-1S3::5`-short	54	8	1	0	0	0	1	0	0	0	0	0	21	0	0	0	0	6	7	54	0	0	0	23	25
LT934125.1	+	108098	108829	NOV_TX_975	NOIR-1S3::5`-short;NOIR-1S3::5`-short;NOIR-1S3::5`-short	42	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	4	35	0
LT934125.1	+	108098	108830	NOV_TX_976	NOIR-1S3::5`-short;NOIR-1S3::5`-short;NOIR-1S3::5`-short	42	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	4	35	0
LT934125.1	+	108155	108829	NOV_TX_127	NOIR-1S4::5`-long;NOIR-1S4::5`-long;NOIR-1S4::5`-long	5	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	4	0	0
LT934125.1	+	108155	108830	NOV_TX_128	NOIR-1S4::5`-long;NOIR-1S4::5`-long;NOIR-1S4::5`-long	5	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	4	0	0
LT934125.1	+	108167	108829	NOV_TX_427	NOIR-1S4::5`-long;NOIR-1S4::5`-long;NOIR-1S4::5`-long	13	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	13
LT934125.1	+	108167	108830	NOV_TX_428	NOIR-1S4::5`-long;NOIR-1S4::5`-long;NOIR-1S4::5`-long	13	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	13
LT934125.1	+	108186	108829	NOV_TX_516	NOIR-1S4::5`-long;NOIR-1S4::5`-long;NOIR-1S4::~	21	2	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	21	0	0	0	0	0
LT934125.1	+	108186	108830	NOV_TX_517	NOIR-1S4::5`-long;NOIR-1S4::5`-long	20	2	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	20	0	0	0	0	0
LT934125.1	+	108189	108829	NOV_TX_2589	NOIR-1S4::5`-long;NOIR-1S4::~;NOIR-1S4::5`-long;NOIR-1S4::~	29	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0
LT934125.1	+	108189	108830	NOV_TX_2590	NOIR-1S4::5`-long;NOIR-1S4::5`-long	28	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0
LT934125.1	+	108310	108829	NOV_TX_2591	NOIR-1S4::5`-short;NOIR-1S4::5`-short;NOIR-1S4::5`-short;NOIR-1S4::~;NOIR-1S4::5`-short;NOIR-1S4::5`-short;NOIR-1S4::5`-short;NOIR-1S4::5`-short;NOIR-1S4::5`-short	64	8	15	0	0	0	1	0	0	0	0	0	49	0	0	0	8	19	9	64	0	0	5	0	0
LT934125.1	+	108310	108830	NOV_TX_2592	NOIR-1S4::5`-short;NOIR-1S4::5`-short;NOIR-1S4::5`-short;NOIR-1S4::5`-short;NOIR-1S4::5`-short;NOIR-1S4::5`-short;NOIR-1S4::5`-short;NOIR-1S4::5`-short	64	8	15	0	0	0	1	0	0	0	0	0	48	0	0	0	8	19	9	64	0	0	5	0	0
LT934125.1	+	108407	108829	NOV_TX_2601	NOIR-1S4::5`-short;NOIR-1S4::5`-short	79	2	0	0	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0	11	0	0
LT934125.1	+	108407	108830	NOV_TX_2602	NOIR-1S4::5`-short;NOIR-1S4::5`-short	79	2	0	0	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0	11	0	0
LT934125.1	+	108568	108829	NOV_TX_2609	NOIR-1S4::5`-short;NOIR-1S4::5`-short	14	2	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0
LT934125.1	+	108568	108830	NOV_TX_2610	NOIR-1S4::5`-short;NOIR-1S4::5`-short	14	2	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0
LT934125.1	+	108686	108829	NOV_TX_916	NOIR-1S4::5`-short;NOIR-1S4::5`-short	94	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	94	0	0	0	0	0
LT934125.1	+	108686	108830	NOV_TX_917	NOIR-1S4::5`-short;NOIR-1S4::5`-short	94	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	94	0	0	0	0	0
LT934125.1	+	114985	116628	NOV_TX_2612	nc-US1::5`-long;nc-US1::5`-long;nc-US1::5`-long;nc-US1::5`-long;nc-US1::5`-long;nc-US1::5`-long;nc-US1::5`-long;nc-US1::5`-long	11	8	1	0	0	0	0	2	0	0	0	0	1	0	0	0	1	0	0	6	0	0	4	5	11
LT934125.1	+	115464	116628	NOV_TX_295	nc-US1::5`-short;nc-US1::5`-short;nc-US1::5`-short;nc-US1::5`-short	14	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	14	0
LT934125.1	+	115464	116961	NOV_TX_294	US1::5`-short;US1::5`-short;US1::5`-short;US1::5`-short;US1::c	174	4	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	42	0	0	0	40	174	0
LT934125.1	+	115475	116628	NOV_TX_2617	nc-US1::5`-short;nc-US1::5`-short;nc-US1::5`-short;nc-US1::5`-short;nc-US1::5`-short;nc-US1::5`-short;nc-US1::5`-short	12	7	2	0	0	0	1	0	0	0	0	0	7	0	0	0	2	8	0	12	0	0	0	0	12
LT934125.1	+	115475	116961	NOV_TX_2616	US1::5`-short;US1::5`-short;US1::5`-short;US1::5`-short;US1::5`-short;US1::5`-short;US1::5`-short	146	7	146	0	0	0	8	0	0	0	0	0	111	0	0	0	25	92	0	113	0	0	0	0	92
LT934125.1	+	115486	116961	NOV_TX_2614	US1::5`-short;US1::5`-short	39	2	39	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	+	115536	116961	NOV_TX_647	US1::5`-short;US1::5`-short;US1::5`-short;US1::5`-short	39	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	39	0	1	16	0	0
LT934125.1	+	115562	116961	NOV_TX_1097	US1::5`-short;US1::5`-short	32	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	21
LT934125.1	+	115725	116628	NOV_TX_2622	nc-US1::5`-short;nc-US1::5`-short;nc-US1::5`-short	5	3	4	0	0	0	0	0	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0
LT934125.1	+	115725	116961	NOV_TX_2621	US1::5`-short;US1::5`-short;US1::5`-short;US1::5`-short	53	4	53	0	0	0	0	0	0	0	0	0	37	0	0	0	4	0	0	0	0	0	6	0	0
LT934125.1	+	115742	116628	NOV_TX_1161	nc-US1::5`-short;nc-US1::5`-short	9	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	9
LT934125.1	+	115742	116961	NOV_TX_778	US1::5`-short;US1::5`-short	32	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	32
LT934125.1	+	115759	116628	NOV_TX_918	nc-US1::5`-short;nc-US1::5`-short;nc-US1::5`-short	6	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	6	0	0	0	4	0
LT934125.1	+	115759	116961	NOV_TX_649	TRS1-L3::5`-long;TRS1-L3::5`-long;TRS1-L3::5`-long;US1::5`-short;US1::5`-short;US1::5`-short;US1::5`-short	21	4	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	9	0	21	0	0	0	21	0
LT934125.1	+	115815	116628	NOV_TX_2634	nc-US1::5`-short;nc-US1::5`-short;nc-US1::5`-short;nc-US1::5`-short;nc-US1::5`-short;nc-US1::5`-short;nc-US1::5`-short	40	7	5	0	0	0	0	0	0	0	0	0	8	0	0	0	0	3	0	24	0	0	10	31	40
LT934125.1	+	115815	116961	NOV_TX_2633	TRS1-L3::5`-long;TRS1-L3::5`-long;TRS1-L3::5`-long;TRS1-L3::5`-long;TRS1-L3::5`-long;TRS1-L3::5`-long;TRS1-L3::5`-long;TRS1-L3::5`-long;TRS1-L3::5`-long;TRS1-L3::5`-long	180	10	130	0	0	3	7	0	0	0	0	0	121	0	0	0	14	43	0	115	0	0	26	148	180
LT934125.1	+	115843	116961	NOV_TX_2637	TRS1-L3::5`-long;TRS1-L3::5`-long	23	2	0	0	0	0	0	0	0	0	0	0	23	0	0	0	3	0	0	0	0	0	0	0	0
LT934125.1	+	115844	116628	NOV_TX_2636	nc-US1::5`-short;nc-US1::5`-short;nc-US1::5`-short	13	3	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	1	0	0
LT934125.1	+	115844	116961	NOV_TX_2635	TRS1-L3::5`-long;TRS1-L3::5`-long;TRS1-L3::5`-long	50	3	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	8	0	0
LT934125.1	+	115890	116961	NOV_TX_5	TRS1-L3::5`-long;TRS1-L3::5`-long;TRS1-L3::5`-long	27	3	27	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
LT934125.1	+	115893	116961	NOV_TX_2642	TRS1-L3::5`-long;TRS1-L3::5`-long	8	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0
LT934125.1	+	115894	116628	NOV_TX_2641	nc-US1::5`-short;nc-US1::5`-short	9	2	4	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	+	115894	116961	NOV_TX_2640	TRS1-L3::5`-long;TRS1-L3::5`-long;TRS1-L3::5`-long	29	3	29	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	4	0	0
LT934125.1	+	115920	116961	NOV_TX_297	TRS1-L3::5`-long;TRS1-L3::5`-long	21	2	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0
LT934125.1	+	115963	116628	NOV_TX_2650	TRS1-L3::o;TRS1-L3::o;TRS1-L3::o;TRS1-L3::o;TRS1-L3::o	18	5	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	12	0	0	1	13	18
LT934125.1	+	115963	116961	NOV_TX_2649	TRS1-L3::5`-long;TRS1-L3::5`-long;TRS1-L3::5`-long;TRS1-L3::5`-long;TRS1-L3::5`-long;TRS1-L3::5`-long	53	6	0	0	0	0	0	0	0	0	0	0	31	0	0	2	0	0	0	39	0	0	7	44	53
LT934125.1	+	115974	116961	NOV_TX_2647	TRS1-L3::5`-long;TRS1-L3::5`-long	38	2	38	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
LT934125.1	+	116016	116961	NOV_TX_2655	TRS1-L3::5`-long;TRS1-L3::5`-long	49	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	49	0	0	0	0	0	0	0
LT934125.1	+	116024	116628	NOV_TX_2657	TRS1-L3::o;TRS1-L3::o	15	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0	0	0	0
LT934125.1	+	116024	116961	NOV_TX_2656	TRS1-L3::5`-long;TRS1-L3::5`-long	86	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	86	0	0	0	0	0
LT934125.1	+	116072	116628	NOV_TX_2664	TRS1-L3::o;TRS1-L3::o;TRS1-L3::o;TRS1-L3::o;TRS1-L3::o;TRS1-L3::o	16	6	2	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	7	0	0	1	16	15
LT934125.1	+	116072	116961	NOV_TX_2663	TRS1-L3::5`-long;TRS1-L3::5`-long;TRS1-L3::5`-long;TRS1-L3::5`-long;TRS1-L3::5`-long;TRS1-L3::5`-long	54	6	19	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	14	0	0	5	40	54
LT934125.1	+	116076	116628	NOV_TX_2665	TRS1-L3::o;TRS1-L3::o	7	2	2	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	+	116076	116961	NOV_TX_2662	TRS1-L3::5`-long;TRS1-L3::5`-long	44	2	44	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	+	116120	116628	NOV_TX_2679	TRS1-L3::o;TRS1-L3::o;TRS1-L3::o;TRS1-L3::o;TRS1-L3::o	20	5	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	10	4	0	0	0	20	18
LT934125.1	+	116120	116961	NOV_TX_2678	TRS1-L3::5`-long;TRS1-L3::5`-long;TRS1-L3::5`-long;TRS1-L3::5`-long;TRS1-L3::5`-long;TRS1-L3::5`-long	62	6	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	21	6	0	0	4	61	62
LT934125.1	+	116121	116628	NOV_TX_2680	TRS1-L3::o;TRS1-L3::o	9	2	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	2	0	0
LT934125.1	+	116121	116961	NOV_TX_2677	TRS1-L3::5`-long;TRS1-L3::5`-long	50	2	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	11	0	0
LT934125.1	+	116122	116628	NOV_TX_2676	TRS1-L3::o;TRS1-L3::o	13	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0
LT934125.1	+	116122	116961	NOV_TX_2674	TRS1-L3::5`-long;TRS1-L3::5`-long;TRS1-L3::5`-long	57	3	57	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0
LT934125.1	+	116137	116628	NOV_TX_2675	TRS1-L3::o;TRS1-L3::o	11	2	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0
LT934125.1	+	116137	116961	NOV_TX_2673	TRS1-L3::5`-long;TRS1-L3::5`-long	73	2	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0
LT934125.1	+	116170	116628	NOV_TX_2687	TRS1-L3::o;TRS1-L3::o	10	2	0	0	0	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	+	116170	116961	NOV_TX_2686	TRS1-L3::5`-long;TRS1-L3::5`-long	24	2	0	0	0	0	11	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	+	116227	116628	NOV_TX_2693	TRS1-L3::o;TRS1-L3::o;TRS1-L3::o	9	3	4	0	0	0	0	0	0	0	0	0	9	0	0	0	2	0	0	0	0	0	0	0	0
LT934125.1	+	116227	116961	NOV_TX_2692	TRS1-L3::5`-long;TRS1-L3::5`-long;TRS1-L3::5`-long	40	3	35	0	0	0	0	0	0	0	0	0	40	0	0	0	1	0	0	0	0	0	0	0	0
LT934125.1	+	116276	116628	NOV_TX_2708	TRS1-L3::o;TRS1-L3::o;TRS1-L3::o	8	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	8	0	0	0	0	0	0
LT934125.1	+	116276	116961	NOV_TX_2707	TRS1-L3::5`-long;TRS1-L3::5`-long;TRS1-L3::5`-long;TRS1-L3::5`-long	29	4	0	0	0	0	0	29	0	0	0	1	0	0	0	0	8	0	16	0	0	0	0	0	0
LT934125.1	+	116283	116628	NOV_TX_2706	TRS1-L3::o;TRS1-L3::o;TRS1-L3::o;TRS1-L3::o;TRS1-L3::o;TRS1-L3::o	24	6	7	0	0	0	0	0	0	0	0	0	12	0	0	0	0	4	0	24	0	0	0	15	24
LT934125.1	+	116283	116961	NOV_TX_2705	TRS1-L3::5`-long;TRS1-L3::5`-long;TRS1-L3::5`-long;TRS1-L3::5`-long;TRS1-L3::5`-long;TRS1-L3::5`-long;TRS1-L3::5`-long	96	7	96	0	0	0	0	0	0	0	0	0	69	0	0	2	0	64	0	84	0	0	0	81	95
LT934125.1	+	116340	116961	NOV_TX_2724	TRS1-L3::5`-long;TRS1-L3::5`-long	27	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	27	0	0
LT934125.1	+	116376	116628	NOV_TX_2738	TRS1-L3::o;TRS1-L3::o;TRS1-L3::o;TRS1-L3::o	93	4	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	93	0	1	0	73	0
LT934125.1	+	116376	116961	NOV_TX_2739	TRS1-L3::5`-long;TRS1-L3::5`-long;TRS1-L3::5`-long;TRS1-L3::5`-long	174	4	0	0	0	0	0	0	0	0	0	0	128	0	0	0	0	0	0	174	0	4	0	155	0
LT934125.1	+	116403	116628	NOV_TX_2736	TRS1-L3::o;TRS1-L3::o	13	2	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0
LT934125.1	+	116403	116961	NOV_TX_2735	TRS1-L3::5`-long;TRS1-L3::5`-long;TRS1-L3::5`-long;TRS1-L3::5`-long	59	4	0	0	0	0	0	59	0	0	0	0	0	2	3	0	0	0	40	0	0	0	0	0	0
LT934125.1	+	116430	116628	NOV_TX_2741	TRS1-L3::o;TRS1-L3::o	34	2	0	0	0	0	0	0	0	0	0	0	34	0	0	0	4	0	0	0	0	0	0	0	0
LT934125.1	+	116430	116961	NOV_TX_2740	TRS1-L3::5`-long;TRS1-L3::5`-long	123	2	0	0	0	0	0	0	0	0	0	0	123	0	0	0	11	0	0	0	0	0	0	0	0
