group	cluster	chr	start	end	strand	dominant_tss	tags	tags.dominant_tss	q_0.1	q_0.9	interquantile_width	cluster_width
PK_15_2h	183	LT934125.1	22199	22217	-	22199	1448.225924	724.112962	22199	22217	19	19
PK_15_2h	184	LT934125.1	22399	22399	-	22399	362.056481	362.056481	22399	22399	1	1
PK_15_2h	185	LT934125.1	22699	22706	-	22699	1086.169443	724.112962	22699	22706	8	8
PK_15_2h	186	LT934125.1	22904	22904	-	22904	362.056481	362.056481	22904	22904	1	1
PK_15_2h	187	LT934125.1	23114	23114	-	23114	362.056481	362.056481	23114	23114	1	1
PK_15_2h	188	LT934125.1	23357	23359	-	23357	724.112962	362.056481	23357	23359	3	3
PK_15_2h	189	LT934125.1	23518	23518	-	23518	362.056481	362.056481	23518	23518	1	1
PK_15_2h	190	LT934125.1	23819	23819	-	23819	362.056481	362.056481	23819	23819	1	1
PK_15_2h	191	LT934125.1	25310	25315	-	25313	7241.129617	6154.960174	25310	25313	4	6
PK_15_2h	192	LT934125.1	28596	28598	-	28598	1086.169443	724.112962	28596	28598	3	3
PK_15_2h	193	LT934125.1	29217	29217	-	29217	362.056481	362.056481	29217	29217	1	1
PK_15_2h	194	LT934125.1	29372	29414	-	29411	8327.29906	2534.395366	29404	29414	11	43
PK_15_2h	195	LT934125.1	33272	33294	-	33272	724.112962	362.056481	33272	33294	23	23
PK_15_2h	196	LT934125.1	33606	33629	-	33606	724.112962	362.056481	33606	33629	24	24
PK_15_2h	197	LT934125.1	33821	33821	-	33821	362.056481	362.056481	33821	33821	1	1
PK_15_2h	198	LT934125.1	33997	33997	-	33997	362.056481	362.056481	33997	33997	1	1
PK_15_2h	199	LT934125.1	34446	34480	-	34474	6879.073136	2896.451846	34455	34478	24	35
PK_15_2h	200	LT934125.1	44756	44756	-	44756	362.056481	362.056481	44756	44756	1	1
PK_15_2h	201	LT934125.1	46846	46846	-	46846	362.056481	362.056481	46846	46846	1	1
PK_15_2h	202	LT934125.1	50610	50610	-	50610	362.056481	362.056481	50610	50610	1	1
PK_15_2h	203	LT934125.1	51129	51147	-	51147	6154.960174	5792.903693	51147	51147	1	19
PK_15_2h	204	LT934125.1	55375	55375	-	55375	362.056481	362.056481	55375	55375	1	1
PK_15_2h	205	LT934125.1	55660	55660	-	55660	724.112962	724.112962	55660	55660	1	1
PK_15_2h	206	LT934125.1	55768	55768	-	55768	362.056481	362.056481	55768	55768	1	1
PK_15_2h	207	LT934125.1	55966	55983	-	55966	724.112962	362.056481	55966	55983	18	18
PK_15_2h	208	LT934125.1	56152	56195	-	56188	32223.026792	16292.541636	56187	56194	8	44
PK_15_2h	209	LT934125.1	56304	56304	-	56304	362.056481	362.056481	56304	56304	1	1
PK_15_2h	210	LT934125.1	56946	56946	-	56946	1448.225923	1448.225923	56946	56946	1	1
PK_15_2h	211	LT934125.1	58570	58570	-	58570	362.056481	362.056481	58570	58570	1	1
PK_15_2h	212	LT934125.1	63417	63445	-	63420	167632.150617	149891.383056	63419	63420	2	29
PK_15_2h	213	LT934125.1	64739	64739	-	64739	362.056481	362.056481	64739	64739	1	1
PK_15_2h	214	LT934125.1	65445	65445	-	65445	362.056481	362.056481	65445	65445	1	1
PK_15_2h	215	LT934125.1	65744	65752	-	65752	1810.282404	1086.169442	65744	65752	9	9
PK_15_2h	216	LT934125.1	66630	66630	-	66630	362.056481	362.056481	66630	66630	1	1
PK_15_2h	217	LT934125.1	67085	67085	-	67085	362.056481	362.056481	67085	67085	1	1
PK_15_2h	218	LT934125.1	68884	68886	-	68884	724.112962	362.056481	68884	68886	3	3
PK_15_2h	219	LT934125.1	71890	71890	-	71890	362.056481	362.056481	71890	71890	1	1
PK_15_2h	220	LT934125.1	72750	72750	-	72750	362.056481	362.056481	72750	72750	1	1
PK_15_2h	221	LT934125.1	74131	74131	-	74131	362.056481	362.056481	74131	74131	1	1
PK_15_2h	222	LT934125.1	76860	76860	-	76860	362.056481	362.056481	76860	76860	1	1
PK_15_2h	223	LT934125.1	80434	80434	-	80434	362.056481	362.056481	80434	80434	1	1
PK_15_2h	224	LT934125.1	80586	80586	-	80586	362.056481	362.056481	80586	80586	1	1
PK_15_2h	225	LT934125.1	80842	80842	-	80842	362.056481	362.056481	80842	80842	1	1
PK_15_2h	226	LT934125.1	81035	81051	-	81051	1086.169443	724.112962	81035	81051	17	17
PK_15_2h	227	LT934125.1	81368	81368	-	81368	362.056481	362.056481	81368	81368	1	1
PK_15_2h	228	LT934125.1	81804	81808	-	81804	9413.468501	4706.734251	81804	81808	5	5
PK_15_2h	229	LT934125.1	87161	87161	-	87161	724.112962	724.112962	87161	87161	1	1
PK_15_2h	230	LT934125.1	87832	87832	-	87832	362.056481	362.056481	87832	87832	1	1
PK_15_2h	231	LT934125.1	92437	92437	-	92437	362.056481	362.056481	92437	92437	1	1
PK_15_2h	232	LT934125.1	92931	92936	-	92933	7603.186097	3982.621289	92931	92936	6	6
PK_15_2h	233	LT934125.1	93651	93654	-	93651	1086.169443	724.112962	93651	93654	4	4
PK_15_2h	234	LT934125.1	94526	94529	-	94526	724.112962	362.056481	94526	94529	4	4
PK_15_2h	235	LT934125.1	94945	94947	-	94947	1448.225923	1086.169442	94945	94947	3	3
PK_15_2h	236	LT934125.1	95973	96057	-	95973	1810.282405	362.056481	95973	96057	85	85
PK_15_2h	237	LT934125.1	96306	96324	-	96306	1086.169443	724.112962	96306	96324	19	19
PK_15_2h	238	LT934125.1	96628	96628	-	96628	724.112962	724.112962	96628	96628	1	1
PK_15_2h	239	LT934125.1	96738	96752	-	96738	724.112962	362.056481	96738	96752	15	15
PK_15_2h	240	LT934125.1	97334	97366	-	97337	55756.698047	19188.993483	97337	97361	25	33
PK_15_2h	241	LT934125.1	102135	102135	-	102135	362.056481	362.056481	102135	102135	1	1
PK_15_2h	242	LT934125.1	102529	102529	-	102529	362.056481	362.056481	102529	102529	1	1
PK_15_2h	243	LT934125.1	103230	103230	-	103230	362.056481	362.056481	103230	103230	1	1
PK_15_2h	244	LT934125.1	103349	103349	-	103349	362.056481	362.056481	103349	103349	1	1
PK_15_2h	245	LT934125.1	104052	104052	-	104052	362.056481	362.056481	104052	104052	1	1
PK_15_2h	246	LT934125.1	104464	104464	-	104464	362.056481	362.056481	104464	104464	1	1
PK_15_2h	247	LT934125.1	105116	105116	-	105116	362.056481	362.056481	105116	105116	1	1
PK_15_2h	248	LT934125.1	105765	105765	-	105765	362.056481	362.056481	105765	105765	1	1
PK_15_2h	249	LT934125.1	106952	106952	-	106952	362.056481	362.056481	106952	106952	1	1
PK_15_2h	250	LT934125.1	107279	107279	-	107279	362.056481	362.056481	107279	107279	1	1
PK_15_2h	251	LT934125.1	107556	107563	-	107559	13758.146271	12671.976828	107559	107559	1	8
PK_15_2h	252	LT934125.1	110663	110663	-	110663	362.056481	362.056481	110663	110663	1	1
PK_15_2h	253	LT934125.1	111103	111103	-	111103	1086.169442	1086.169442	111103	111103	1	1
PK_15_2h	254	LT934125.1	115656	115656	-	115656	362.056481	362.056481	115656	115656	1	1
PK_15_2h	255	LT934125.1	116789	116789	-	116789	362.056481	362.056481	116789	116789	1	1
PK_15_2h	256	LT934125.1	119031	119058	-	119031	724.112962	362.056481	119031	119058	28	28
PK_15_2h	257	LT934125.1	119499	119499	-	119499	362.056481	362.056481	119499	119499	1	1
PK_15_2h	258	LT934125.1	119991	119991	-	119991	362.056481	362.056481	119991	119991	1	1
PK_15_2h	259	LT934125.1	123249	123249	-	123249	362.056481	362.056481	123249	123249	1	1
PK_15_2h	260	LT934125.1	124262	124262	-	124262	362.056481	362.056481	124262	124262	1	1
PK_15_2h	261	LT934125.1	124703	124704	-	124703	724.112962	362.056481	124703	124704	2	2
PK_15_2h	262	LT934125.1	125980	125980	-	125980	362.056481	362.056481	125980	125980	1	1
PK_15_2h	263	LT934125.1	126958	126969	-	126958	724.112962	362.056481	126958	126969	12	12
PK_15_2h	264	LT934125.1	127101	127126	-	127111	1810.282405	724.112962	127101	127126	26	26
PK_15_2h	265	LT934125.1	127587	127611	-	127611	1810.282405	724.112962	127587	127611	25	25
PK_15_2h	266	LT934125.1	127949	127949	-	127949	362.056481	362.056481	127949	127949	1	1
PK_15_2h	267	LT934125.1	128181	128181	-	128181	362.056481	362.056481	128181	128181	1	1
PK_15_2h	268	LT934125.1	128282	128282	-	128282	362.056481	362.056481	128282	128282	1	1
PK_15_2h	269	LT934125.1	128728	128732	-	128732	54670.528603	43084.721217	128729	128732	4	5
PK_15_2h	270	LT934125.1	135012	135012	-	135012	362.056481	362.056481	135012	135012	1	1
PK_15_2h	271	LT934125.1	135497	135497	-	135497	362.056481	362.056481	135497	135497	1	1
PK_15_2h	272	LT934125.1	135886	135886	-	135886	362.056481	362.056481	135886	135886	1	1
PK_15_2h	273	LT934125.1	136103	136103	-	136103	362.056481	362.056481	136103	136103	1	1
PK_15_2h	274	LT934125.1	136235	136235	-	136235	1810.282404	1810.282404	136235	136235	1	1
PK_15_2h	275	LT934125.1	136684	136688	-	136684	724.112962	362.056481	136684	136688	5	5
PK_15_2h	276	LT934125.1	136801	136801	-	136801	362.056481	362.056481	136801	136801	1	1
PK_15_2h	277	LT934125.1	137116	137123	-	137121	1448.225924	724.112962	137116	137123	8	8
PK_15_2h	278	LT934125.1	137408	137408	-	137408	362.056481	362.056481	137408	137408	1	1
PK_15_2h	279	LT934125.1	138895	138895	-	138895	362.056481	362.056481	138895	138895	1	1
PK_15_2h	280	LT934125.1	139720	139720	-	139720	362.056481	362.056481	139720	139720	1	1
PK_15_4h	1	LT934125.1	623	623	+	623	40.594301	40.594301	623	623	1	1
PK_15_4h	2	LT934125.1	779	782	+	779	284.160104	162.377202	779	782	4	4
PK_15_4h	3	LT934125.1	978	993	+	990	771.291712	243.565803	982	990	9	16
PK_15_4h	4	LT934125.1	1305	1369	+	1337	8321.831618	3369.326946	1334	1339	6	65
PK_15_4h	5	LT934125.1	1600	1604	+	1600	893.074612	608.914508	1600	1603	4	5
PK_15_4h	6	LT934125.1	1716	1728	+	1716	81.188602	40.594301	1716	1728	13	13
PK_15_4h	7	LT934125.1	1910	1910	+	1910	40.594301	40.594301	1910	1910	1	1
PK_15_4h	8	LT934125.1	2010	2078	+	2057	324.754406	121.782902	2010	2078	69	69
PK_15_4h	9	LT934125.1	6024	6024	+	6024	40.594301	40.594301	6024	6024	1	1
PK_15_4h	10	LT934125.1	6887	6891	+	6887	81.188602	40.594301	6887	6891	5	5
PK_15_4h	11	LT934125.1	7587	7599	+	7588	11041.649751	5317.853373	7588	7592	5	13
PK_15_4h	12	LT934125.1	7811	7834	+	7811	527.725909	405.943006	7811	7814	4	24
PK_15_4h	13	LT934125.1	7955	7955	+	7955	40.594301	40.594301	7955	7955	1	1
PK_15_4h	14	LT934125.1	8148	8148	+	8148	40.594301	40.594301	8148	8148	1	1
PK_15_4h	15	LT934125.1	8518	8518	+	8518	40.594301	40.594301	8518	8518	1	1
PK_15_4h	16	LT934125.1	9098	9113	+	9113	1420.80052	893.074612	9107	9113	7	16
PK_15_4h	17	LT934125.1	9266	9274	+	9270	25209.060648	19647.641471	9269	9270	2	9
PK_15_4h	18	LT934125.1	9638	9742	+	9643	6819.842498	1664.366323	9643	9650	8	105
PK_15_4h	19	LT934125.1	9989	9989	+	9989	81.188601	81.188601	9989	9989	1	1
PK_15_4h	20	LT934125.1	10046	10124	+	10103	202.971504	81.188601	10046	10124	79	79
PK_15_4h	21	LT934125.1	10431	10433	+	10431	162.377203	121.782902	10431	10433	3	3
PK_15_4h	22	LT934125.1	10667	10667	+	10667	40.594301	40.594301	10667	10667	1	1
PK_15_4h	23	LT934125.1	10782	10782	+	10782	40.594301	40.594301	10782	10782	1	1
PK_15_4h	24	LT934125.1	11792	11792	+	11792	40.594301	40.594301	11792	11792	1	1
PK_15_4h	25	LT934125.1	12043	12043	+	12043	40.594301	40.594301	12043	12043	1	1
PK_15_4h	26	LT934125.1	12183	12183	+	12183	40.594301	40.594301	12183	12183	1	1
PK_15_4h	27	LT934125.1	12891	12891	+	12891	40.594301	40.594301	12891	12891	1	1
PK_15_4h	28	LT934125.1	13300	13300	+	13300	40.594301	40.594301	13300	13300	1	1
PK_15_4h	29	LT934125.1	13855	13855	+	13855	40.594301	40.594301	13855	13855	1	1
PK_15_4h	30	LT934125.1	14042	14051	+	14048	9133.717626	8037.671511	14048	14048	1	10
PK_15_4h	31	LT934125.1	14439	14439	+	14439	40.594301	40.594301	14439	14439	1	1
PK_15_4h	32	LT934125.1	14541	14541	+	14541	40.594301	40.594301	14541	14541	1	1
PK_15_4h	33	LT934125.1	15059	15059	+	15059	40.594301	40.594301	15059	15059	1	1
PK_15_4h	34	LT934125.1	15477	15477	+	15477	40.594301	40.594301	15477	15477	1	1
PK_15_4h	35	LT934125.1	15638	15646	+	15638	81.188602	40.594301	15638	15646	9	9
PK_15_4h	36	LT934125.1	16037	16052	+	16037	81.188602	40.594301	16037	16052	16	16
PK_15_4h	37	LT934125.1	17647	17647	+	17647	40.594301	40.594301	17647	17647	1	1
PK_15_4h	38	LT934125.1	17914	17914	+	17914	40.594301	40.594301	17914	17914	1	1
PK_15_4h	39	LT934125.1	19749	19749	+	19749	40.594301	40.594301	19749	19749	1	1
PK_15_4h	40	LT934125.1	22420	22420	+	22420	40.594301	40.594301	22420	22420	1	1
PK_15_4h	41	LT934125.1	22684	22687	+	22684	81.188602	40.594301	22684	22687	4	4
PK_15_4h	42	LT934125.1	24824	24824	+	24824	40.594301	40.594301	24824	24824	1	1
PK_15_4h	43	LT934125.1	25420	25423	+	25420	243.565804	162.377202	25420	25423	4	4
PK_15_4h	44	LT934125.1	26235	26235	+	26235	40.594301	40.594301	26235	26235	1	1
PK_15_4h	45	LT934125.1	26384	26384	+	26384	40.594301	40.594301	26384	26384	1	1
PK_15_4h	46	LT934125.1	26778	26802	+	26778	81.188602	40.594301	26778	26802	25	25
PK_15_4h	47	LT934125.1	27848	27848	+	27848	40.594301	40.594301	27848	27848	1	1
PK_15_4h	48	LT934125.1	27976	27976	+	27976	40.594301	40.594301	27976	27976	1	1
PK_15_4h	49	LT934125.1	28511	28511	+	28511	40.594301	40.594301	28511	28511	1	1
PK_15_4h	50	LT934125.1	29990	29990	+	29990	40.594301	40.594301	29990	29990	1	1
PK_15_4h	51	LT934125.1	30126	30126	+	30126	40.594301	40.594301	30126	30126	1	1
PK_15_4h	52	LT934125.1	30237	30237	+	30237	40.594301	40.594301	30237	30237	1	1
PK_15_4h	53	LT934125.1	30932	30932	+	30932	40.594301	40.594301	30932	30932	1	1
PK_15_4h	54	LT934125.1	31090	31098	+	31098	15791.182919	12949.581879	31096	31098	3	9
PK_15_4h	55	LT934125.1	31410	31410	+	31410	81.188601	81.188601	31410	31410	1	1
PK_15_4h	56	LT934125.1	31660	31660	+	31660	40.594301	40.594301	31660	31660	1	1
PK_15_4h	57	LT934125.1	31930	31930	+	31930	162.377202	162.377202	31930	31930	1	1
PK_15_4h	58	LT934125.1	31994	32039	+	32038	25777.380858	16562.474629	32036	32038	3	46
PK_15_4h	59	LT934125.1	33153	33153	+	33153	40.594301	40.594301	33153	33153	1	1
PK_15_4h	60	LT934125.1	34757	34757	+	34757	40.594301	40.594301	34757	34757	1	1
PK_15_4h	61	LT934125.1	34937	34937	+	34937	40.594301	40.594301	34937	34937	1	1
PK_15_4h	62	LT934125.1	44577	44577	+	44577	40.594301	40.594301	44577	44577	1	1
PK_15_4h	63	LT934125.1	44686	44686	+	44686	40.594301	40.594301	44686	44686	1	1
PK_15_4h	64	LT934125.1	44807	44815	+	44812	19647.641471	14573.353901	44810	44812	3	9
PK_15_4h	65	LT934125.1	44946	44946	+	44946	121.782902	121.782902	44946	44946	1	1
PK_15_4h	66	LT934125.1	45384	45421	+	45415	243.565805	81.188601	45384	45421	38	38
PK_15_4h	67	LT934125.1	45697	45697	+	45697	40.594301	40.594301	45697	45697	1	1
PK_15_4h	68	LT934125.1	45866	45911	+	45866	162.377204	40.594301	45866	45911	46	46
PK_15_4h	69	LT934125.1	46233	46233	+	46233	40.594301	40.594301	46233	46233	1	1
PK_15_4h	70	LT934125.1	47311	47324	+	47311	243.565806	40.594301	47311	47324	14	14
PK_15_4h	71	LT934125.1	47482	47482	+	47482	40.594301	40.594301	47482	47482	1	1
PK_15_4h	72	LT934125.1	47794	47794	+	47794	40.594301	40.594301	47794	47794	1	1
PK_15_4h	73	LT934125.1	48161	48172	+	48161	81.188602	40.594301	48161	48172	12	12
PK_15_4h	74	LT934125.1	48347	48370	+	48347	121.782903	40.594301	48347	48370	24	24
PK_15_4h	75	LT934125.1	48563	48571	+	48567	49119.103677	33855.646667	48567	48570	4	9
PK_15_4h	76	LT934125.1	48691	48941	+	48691	1258.423325	121.782902	48715	48918	204	251
PK_15_4h	77	LT934125.1	48994	49064	+	49047	365.348708	81.188601	48994	49064	71	71
PK_15_4h	78	LT934125.1	49116	49334	+	49116	1014.857522	81.188601	49131	49324	194	219
PK_15_4h	79	LT934125.1	49501	49507	+	49501	446.537307	202.971503	49501	49506	6	7
PK_15_4h	80	LT934125.1	50627	50627	+	50627	40.594301	40.594301	50627	50627	1	1
PK_15_4h	81	LT934125.1	50880	50880	+	50880	40.594301	40.594301	50880	50880	1	1
PK_15_4h	82	LT934125.1	51220	51238	+	51235	10067.386541	6901.031095	51235	51238	4	19
PK_15_4h	83	LT934125.1	51495	51495	+	51495	40.594301	40.594301	51495	51495	1	1
PK_15_4h	84	LT934125.1	51632	51641	+	51641	162.377203	81.188601	51632	51641	10	10
PK_15_4h	85	LT934125.1	52004	52086	+	52004	365.348708	81.188601	52004	52086	83	83
PK_15_4h	86	LT934125.1	52313	52313	+	52313	40.594301	40.594301	52313	52313	1	1
PK_15_4h	87	LT934125.1	52434	52484	+	52460	15141.674112	9864.415036	52444	52460	17	51
PK_15_4h	88	LT934125.1	52703	52739	+	52739	162.377203	81.188601	52703	52739	37	37
PK_15_4h	89	LT934125.1	53060	53094	+	53060	121.782903	40.594301	53060	53094	35	35
PK_15_4h	90	LT934125.1	53417	53417	+	53417	40.594301	40.594301	53417	53417	1	1
PK_15_4h	91	LT934125.1	53648	53652	+	53648	1136.640417	1014.857514	53648	53649	2	5
PK_15_4h	92	LT934125.1	53902	53905	+	53905	121.782902	81.188601	53902	53905	4	4
PK_15_4h	93	LT934125.1	54240	54245	+	54240	81.188602	40.594301	54240	54245	6	6
PK_15_4h	94	LT934125.1	54464	54476	+	54472	162.377203	81.188601	54464	54476	13	13
PK_15_4h	95	LT934125.1	54687	54687	+	54687	40.594301	40.594301	54687	54687	1	1
PK_15_4h	96	LT934125.1	54938	54938	+	54938	162.377202	162.377202	54938	54938	1	1
PK_15_4h	97	LT934125.1	55352	55358	+	55352	690.10311	527.725907	55352	55358	7	7
PK_15_4h	98	LT934125.1	55474	55488	+	55474	202.971505	40.594301	55474	55488	15	15
PK_15_4h	99	LT934125.1	55706	55742	+	55706	243.565806	40.594301	55706	55742	37	37
PK_15_4h	100	LT934125.1	55872	55898	+	55872	121.782903	40.594301	55872	55898	27	27
PK_15_4h	101	LT934125.1	56004	56015	+	56004	81.188602	40.594301	56004	56015	12	12
PK_15_4h	102	LT934125.1	57542	57542	+	57542	40.594301	40.594301	57542	57542	1	1
PK_15_4h	103	LT934125.1	58118	58118	+	58118	40.594301	40.594301	58118	58118	1	1
PK_15_4h	104	LT934125.1	59014	59074	+	59068	21514.979299	8890.151823	59044	59070	27	61
PK_15_4h	105	LT934125.1	59602	59602	+	59602	40.594301	40.594301	59602	59602	1	1
PK_15_4h	106	LT934125.1	59757	59793	+	59793	284.160106	121.782902	59757	59793	37	37
PK_15_4h	107	LT934125.1	60109	60109	+	60109	40.594301	40.594301	60109	60109	1	1
PK_15_4h	108	LT934125.1	60221	60258	+	60234	811.886011	284.160104	60232	60239	8	38
PK_15_4h	109	LT934125.1	60594	60594	+	60594	81.188601	81.188601	60594	60594	1	1
PK_15_4h	110	LT934125.1	60945	60945	+	60945	40.594301	40.594301	60945	60945	1	1
PK_15_4h	111	LT934125.1	61076	61076	+	61076	81.188601	81.188601	61076	61076	1	1
PK_15_4h	112	LT934125.1	61360	61360	+	61360	40.594301	40.594301	61360	61360	1	1
PK_15_4h	113	LT934125.1	61621	61621	+	61621	40.594301	40.594301	61621	61621	1	1
PK_15_4h	114	LT934125.1	61958	61958	+	61958	40.594301	40.594301	61958	61958	1	1
PK_15_4h	115	LT934125.1	64160	64181	+	64160	81.188602	40.594301	64160	64181	22	22
PK_15_4h	116	LT934125.1	65535	65535	+	65535	40.594301	40.594301	65535	65535	1	1
PK_15_4h	117	LT934125.1	65805	65829	+	65807	730.697412	324.754404	65805	65821	17	25
PK_15_4h	118	LT934125.1	66335	66345	+	66338	1461.394822	893.074612	66338	66341	4	11
PK_15_4h	119	LT934125.1	67731	67733	+	67731	81.188602	40.594301	67731	67733	3	3
PK_15_4h	120	LT934125.1	67838	67856	+	67838	81.188602	40.594301	67838	67856	19	19
PK_15_4h	121	LT934125.1	67961	67961	+	67961	40.594301	40.594301	67961	67961	1	1
PK_15_4h	122	LT934125.1	68097	68124	+	68097	81.188602	40.594301	68097	68124	28	28
PK_15_4h	123	LT934125.1	68364	68378	+	68364	81.188602	40.594301	68364	68378	15	15
PK_15_4h	124	LT934125.1	68566	68566	+	68566	40.594301	40.594301	68566	68566	1	1
PK_15_4h	125	LT934125.1	68873	68875	+	68873	121.782902	81.188601	68873	68875	3	3
PK_15_4h	126	LT934125.1	69047	69096	+	69053	284.160106	81.188601	69047	69096	50	50
PK_15_4h	127	LT934125.1	69235	69247	+	69244	1339.61192	405.943006	69237	69246	10	13
PK_15_4h	128	LT934125.1	69503	69535	+	69503	202.971503	81.188601	69503	69535	33	33
PK_15_4h	129	LT934125.1	69737	69795	+	69765	730.697412	284.160104	69748	69789	42	59
PK_15_4h	130	LT934125.1	69927	69964	+	69927	202.971505	40.594301	69927	69964	38	38
PK_15_4h	131	LT934125.1	70001	70090	+	70090	1583.177724	1339.611918	70055	70090	36	90
PK_15_4h	132	LT934125.1	70525	70534	+	70531	26264.512462	14086.222294	70529	70531	3	10
PK_15_4h	133	LT934125.1	70774	70774	+	70774	81.188601	81.188601	70774	70774	1	1
PK_15_4h	134	LT934125.1	71224	71246	+	71224	121.782903	40.594301	71224	71246	23	23
PK_15_4h	135	LT934125.1	71796	71796	+	71796	40.594301	40.594301	71796	71796	1	1
PK_15_4h	136	LT934125.1	72471	72471	+	72471	40.594301	40.594301	72471	72471	1	1
PK_15_4h	137	LT934125.1	72758	72788	+	72759	284.160105	162.377202	72758	72788	31	31
PK_15_4h	138	LT934125.1	73321	73321	+	73321	40.594301	40.594301	73321	73321	1	1
PK_15_4h	139	LT934125.1	73676	73676	+	73676	40.594301	40.594301	73676	73676	1	1
PK_15_4h	140	LT934125.1	73783	73783	+	73783	40.594301	40.594301	73783	73783	1	1
PK_15_4h	141	LT934125.1	74397	74408	+	74400	24478.36324	11569.37566	74400	74403	4	12
PK_15_4h	142	LT934125.1	74833	74855	+	74833	81.188602	40.594301	74833	74855	23	23
PK_15_4h	143	LT934125.1	75133	75160	+	75139	243.565804	121.782902	75133	75160	28	28
PK_15_4h	144	LT934125.1	76682	76685	+	76683	974.263214	527.725907	76683	76685	3	4
PK_15_4h	145	LT934125.1	76990	76993	+	76990	324.754405	284.160104	76990	76993	4	4
PK_15_4h	146	LT934125.1	78035	78062	+	78035	1339.61192	405.943006	78035	78044	10	28
PK_15_4h	147	LT934125.1	78282	78336	+	78282	121.782903	40.594301	78282	78336	55	55
PK_15_4h	148	LT934125.1	78524	78524	+	78524	40.594301	40.594301	78524	78524	1	1
PK_15_4h	149	LT934125.1	78776	78776	+	78776	40.594301	40.594301	78776	78776	1	1
PK_15_4h	150	LT934125.1	79010	79010	+	79010	40.594301	40.594301	79010	79010	1	1
PK_15_4h	151	LT934125.1	79203	79203	+	79203	40.594301	40.594301	79203	79203	1	1
PK_15_4h	152	LT934125.1	79323	79324	+	79323	81.188602	40.594301	79323	79324	2	2
PK_15_4h	153	LT934125.1	79437	79454	+	79444	27035.804173	19485.264269	79440	79444	5	18
PK_15_4h	154	LT934125.1	80368	80368	+	80368	40.594301	40.594301	80368	80368	1	1
PK_15_4h	155	LT934125.1	81082	81082	+	81082	81.188601	81.188601	81082	81082	1	1
PK_15_4h	156	LT934125.1	81965	81965	+	81965	40.594301	40.594301	81965	81965	1	1
PK_15_4h	157	LT934125.1	82471	82474	+	82471	121.782902	81.188601	82471	82474	4	4
PK_15_4h	158	LT934125.1	83131	83131	+	83131	40.594301	40.594301	83131	83131	1	1
PK_15_4h	159	LT934125.1	83792	83792	+	83792	40.594301	40.594301	83792	83792	1	1
PK_15_4h	160	LT934125.1	83975	83982	+	83975	568.320209	243.565803	83975	83980	6	8
PK_15_4h	161	LT934125.1	84251	84251	+	84251	40.594301	40.594301	84251	84251	1	1
PK_15_4h	162	LT934125.1	84865	84865	+	84865	40.594301	40.594301	84865	84865	1	1
PK_15_4h	163	LT934125.1	84990	84990	+	84990	40.594301	40.594301	84990	84990	1	1
PK_15_4h	164	LT934125.1	85301	85301	+	85301	40.594301	40.594301	85301	85301	1	1
PK_15_4h	165	LT934125.1	85493	85498	+	85493	121.782903	40.594301	85493	85498	6	6
PK_15_4h	166	LT934125.1	85733	85733	+	85733	40.594301	40.594301	85733	85733	1	1
PK_15_4h	167	LT934125.1	85996	85997	+	85996	162.377202	81.188601	85996	85997	2	2
PK_15_4h	168	LT934125.1	86255	86278	+	86255	81.188602	40.594301	86255	86278	24	24
PK_15_4h	169	LT934125.1	88888	88888	+	88888	40.594301	40.594301	88888	88888	1	1
PK_15_4h	170	LT934125.1	89299	89299	+	89299	40.594301	40.594301	89299	89299	1	1
PK_15_4h	171	LT934125.1	89513	89513	+	89513	40.594301	40.594301	89513	89513	1	1
PK_15_4h	172	LT934125.1	89635	89635	+	89635	40.594301	40.594301	89635	89635	1	1
PK_15_4h	173	LT934125.1	89856	89927	+	89927	202.971504	81.188601	89856	89927	72	72
PK_15_4h	174	LT934125.1	90233	90233	+	90233	40.594301	40.594301	90233	90233	1	1
PK_15_4h	175	LT934125.1	90381	90381	+	90381	121.782902	121.782902	90381	90381	1	1
PK_15_4h	176	LT934125.1	90941	90944	+	90941	81.188602	40.594301	90941	90944	4	4
PK_15_4h	177	LT934125.1	91360	91431	+	91409	2395.063735	974.263213	91381	91412	32	72
PK_15_4h	178	LT934125.1	91545	91574	+	91548	365.348706	243.565803	91545	91574	30	30
PK_15_4h	179	LT934125.1	91743	91745	+	91743	81.188602	40.594301	91743	91745	3	3
PK_15_4h	180	LT934125.1	92240	92241	+	92240	81.188602	40.594301	92240	92241	2	2
PK_15_4h	181	LT934125.1	92431	92482	+	92451	202.971504	81.188601	92431	92482	52	52
PK_15_4h	182	LT934125.1	94580	94580	+	94580	40.594301	40.594301	94580	94580	1	1
PK_15_4h	183	LT934125.1	96553	96553	+	96553	40.594301	40.594301	96553	96553	1	1
PK_15_4h	184	LT934125.1	96885	96885	+	96885	40.594301	40.594301	96885	96885	1	1
PK_15_4h	185	LT934125.1	100936	100936	+	100936	40.594301	40.594301	100936	100936	1	1
PK_15_4h	186	LT934125.1	101290	101290	+	101290	40.594301	40.594301	101290	101290	1	1
PK_15_4h	187	LT934125.1	101472	101472	+	101472	40.594301	40.594301	101472	101472	1	1
PK_15_4h	188	LT934125.1	101729	101729	+	101729	81.188601	81.188601	101729	101729	1	1
PK_15_4h	189	LT934125.1	102845	102845	+	102845	40.594301	40.594301	102845	102845	1	1
PK_15_4h	190	LT934125.1	103790	103790	+	103790	40.594301	40.594301	103790	103790	1	1
