sample,hpi,Time,libtype,group,cell_line,sample_name,seqnames,strand,pos,count,endtype
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,-,127081,1,prime3
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,127083,1,prime3
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,-,127083,2,prime3
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,127084,55,prime3
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,-,127084,75,prime3
GCGG,4h,4,CAGE,PC-12_CAGE_4h,PC-12,PC-12_CAGE_4h,LT934125.1,-,127084,4,prime3
GCTG,12h,12,CAGE,C6_CAGE_12h,C6,C6_CAGE_12h,LT934125.1,-,127084,75,prime3
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,127085,1,prime3
GCTG,12h,12,CAGE,C6_CAGE_12h,C6,C6_CAGE_12h,LT934125.1,-,127085,1,prime3
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,127086,70,prime3
AGTG,4h,4,CAGE,PK-15_CAGE_4h,PK-15,PK-15_CAGE_4h,LT934125.1,-,127086,4,prime3
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,-,127086,1,prime3
GCTG,12h,12,CAGE,C6_CAGE_12h,C6,C6_CAGE_12h,LT934125.1,-,127086,6,prime3
TACG,4h,4,CAGE,C6_CAGE_4h,C6,C6_CAGE_4h,LT934125.1,-,127086,4,prime3
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,127087,6,prime3
AGTG,4h,4,CAGE,PK-15_CAGE_4h,PK-15,PK-15_CAGE_4h,LT934125.1,-,127087,1,prime3
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,-,127087,1,prime3
GCTG,12h,12,CAGE,C6_CAGE_12h,C6,C6_CAGE_12h,LT934125.1,-,127087,4,prime3
GCTG,12h,12,CAGE,C6_CAGE_12h,C6,C6_CAGE_12h,LT934125.1,-,127088,1,prime3
TACG,4h,4,CAGE,C6_CAGE_4h,C6,C6_CAGE_4h,LT934125.1,-,127088,1,prime3
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,127090,2,prime3
GCTG,12h,12,CAGE,C6_CAGE_12h,C6,C6_CAGE_12h,LT934125.1,-,127090,1,prime3
GCTG,12h,12,CAGE,C6_CAGE_12h,C6,C6_CAGE_12h,LT934125.1,-,127091,1,prime3
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,127094,1,prime3
GCTG,12h,12,CAGE,C6_CAGE_12h,C6,C6_CAGE_12h,LT934125.1,-,127100,1,prime3
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,127103,6,prime3
AGTG,4h,4,CAGE,PK-15_CAGE_4h,PK-15,PK-15_CAGE_4h,LT934125.1,-,127103,1,prime3
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,-,127103,2,prime3
GCTG,12h,12,CAGE,C6_CAGE_12h,C6,C6_CAGE_12h,LT934125.1,-,127103,2,prime3
GCTG,12h,12,CAGE,C6_CAGE_12h,C6,C6_CAGE_12h,LT934125.1,-,127104,1,prime3
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,127105,28,prime3
AGTG,4h,4,CAGE,PK-15_CAGE_4h,PK-15,PK-15_CAGE_4h,LT934125.1,-,127105,7,prime3
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,-,127105,22,prime3
GCGG,4h,4,CAGE,PC-12_CAGE_4h,PC-12,PC-12_CAGE_4h,LT934125.1,-,127105,1,prime3
GCTG,12h,12,CAGE,C6_CAGE_12h,C6,C6_CAGE_12h,LT934125.1,-,127105,29,prime3
TACG,4h,4,CAGE,C6_CAGE_4h,C6,C6_CAGE_4h,LT934125.1,-,127105,1,prime3
GCTG,12h,12,CAGE,C6_CAGE_12h,C6,C6_CAGE_12h,LT934125.1,-,127106,2,prime3
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,127108,3,prime3
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,-,127108,4,prime3
GCTG,12h,12,CAGE,C6_CAGE_12h,C6,C6_CAGE_12h,LT934125.1,-,127108,2,prime3
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,127109,2,prime3
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,-,127110,1,prime3
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,127111,6,prime3
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,-,127111,3,prime3
GCTG,12h,12,CAGE,C6_CAGE_12h,C6,C6_CAGE_12h,LT934125.1,-,127111,2,prime3
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,127112,2,prime3
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,-,127112,1,prime3
GCTG,12h,12,CAGE,C6_CAGE_12h,C6,C6_CAGE_12h,LT934125.1,-,127112,2,prime3
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,127113,1,prime3
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,127114,6,prime3
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,-,127114,8,prime3
GCTG,12h,12,CAGE,C6_CAGE_12h,C6,C6_CAGE_12h,LT934125.1,-,127114,4,prime3
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,127116,34,prime3
AGTG,4h,4,CAGE,PK-15_CAGE_4h,PK-15,PK-15_CAGE_4h,LT934125.1,-,127116,3,prime3
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,-,127116,26,prime3
GCGG,4h,4,CAGE,PC-12_CAGE_4h,PC-12,PC-12_CAGE_4h,LT934125.1,-,127116,1,prime3
GCTG,12h,12,CAGE,C6_CAGE_12h,C6,C6_CAGE_12h,LT934125.1,-,127116,18,prime3
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,127117,2,prime3
AGTG,4h,4,CAGE,PK-15_CAGE_4h,PK-15,PK-15_CAGE_4h,LT934125.1,-,127117,1,prime3
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,-,127117,2,prime3
GCTG,12h,12,CAGE,C6_CAGE_12h,C6,C6_CAGE_12h,LT934125.1,-,127117,3,prime3
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,-,127119,1,prime3
AGTG,4h,4,CAGE,PK-15_CAGE_4h,PK-15,PK-15_CAGE_4h,LT934125.1,-,127120,1,prime3
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,-,127120,1,prime3
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,127122,3,prime3
AGTG,4h,4,CAGE,PK-15_CAGE_4h,PK-15,PK-15_CAGE_4h,LT934125.1,-,127122,2,prime3
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,-,127122,3,prime3
GCTG,12h,12,CAGE,C6_CAGE_12h,C6,C6_CAGE_12h,LT934125.1,-,127122,2,prime3
GCTG,12h,12,CAGE,C6_CAGE_12h,C6,C6_CAGE_12h,LT934125.1,-,127124,1,prime3
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,127126,22,prime3
AGTG,4h,4,CAGE,PK-15_CAGE_4h,PK-15,PK-15_CAGE_4h,LT934125.1,-,127126,6,prime3
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,-,127126,15,prime3
GCGG,4h,4,CAGE,PC-12_CAGE_4h,PC-12,PC-12_CAGE_4h,LT934125.1,-,127126,2,prime3
GCTG,12h,12,CAGE,C6_CAGE_12h,C6,C6_CAGE_12h,LT934125.1,-,127126,22,prime3
TACG,4h,4,CAGE,C6_CAGE_4h,C6,C6_CAGE_4h,LT934125.1,-,127126,1,prime3
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,127127,9,prime3
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,-,127127,9,prime3
GCTG,12h,12,CAGE,C6_CAGE_12h,C6,C6_CAGE_12h,LT934125.1,-,127127,8,prime3
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,127128,5,prime3
GCGG,4h,4,CAGE,PC-12_CAGE_4h,PC-12,PC-12_CAGE_4h,LT934125.1,-,127128,1,prime3
GCTG,12h,12,CAGE,C6_CAGE_12h,C6,C6_CAGE_12h,LT934125.1,-,127128,2,prime3
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,127129,1,prime3
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,-,127129,1,prime3
GCTG,12h,12,CAGE,C6_CAGE_12h,C6,C6_CAGE_12h,LT934125.1,-,127129,2,prime3
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,127130,1,prime3
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,127132,1,prime3
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,-,127132,1,prime3
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,127133,2,prime3
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,-,127133,1,prime3
GCTG,12h,12,CAGE,C6_CAGE_12h,C6,C6_CAGE_12h,LT934125.1,-,127133,1,prime3
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,127137,1,prime3
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,127138,29,prime3
AGTG,4h,4,CAGE,PK-15_CAGE_4h,PK-15,PK-15_CAGE_4h,LT934125.1,-,127138,3,prime3
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,-,127138,19,prime3
GCTG,12h,12,CAGE,C6_CAGE_12h,C6,C6_CAGE_12h,LT934125.1,-,127138,17,prime3
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,127139,1,prime3
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,127141,23,prime3
AGTG,4h,4,CAGE,PK-15_CAGE_4h,PK-15,PK-15_CAGE_4h,LT934125.1,-,127141,2,prime3
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,-,127141,25,prime3
GCTG,12h,12,CAGE,C6_CAGE_12h,C6,C6_CAGE_12h,LT934125.1,-,127141,20,prime3
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,127142,22,prime3
AGTG,4h,4,CAGE,PK-15_CAGE_4h,PK-15,PK-15_CAGE_4h,LT934125.1,-,127142,2,prime3
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,-,127142,10,prime3
GCTG,12h,12,CAGE,C6_CAGE_12h,C6,C6_CAGE_12h,LT934125.1,-,127142,6,prime3
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,127143,35,prime3
AGTG,4h,4,CAGE,PK-15_CAGE_4h,PK-15,PK-15_CAGE_4h,LT934125.1,-,127143,9,prime3
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,-,127143,19,prime3
GCTG,12h,12,CAGE,C6_CAGE_12h,C6,C6_CAGE_12h,LT934125.1,-,127143,42,prime3
TACG,4h,4,CAGE,C6_CAGE_4h,C6,C6_CAGE_4h,LT934125.1,-,127143,3,prime3
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,127144,9,prime3
AGTG,4h,4,CAGE,PK-15_CAGE_4h,PK-15,PK-15_CAGE_4h,LT934125.1,-,127144,3,prime3
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,-,127144,4,prime3
GCGG,4h,4,CAGE,PC-12_CAGE_4h,PC-12,PC-12_CAGE_4h,LT934125.1,-,127144,1,prime3
GCTG,12h,12,CAGE,C6_CAGE_12h,C6,C6_CAGE_12h,LT934125.1,-,127144,7,prime3
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,127145,2,prime3
AGTG,4h,4,CAGE,PK-15_CAGE_4h,PK-15,PK-15_CAGE_4h,LT934125.1,-,127145,1,prime3
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,-,127145,2,prime3
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,127147,28,prime3
AGTG,4h,4,CAGE,PK-15_CAGE_4h,PK-15,PK-15_CAGE_4h,LT934125.1,-,127147,8,prime3
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,-,127147,20,prime3
GCTG,12h,12,CAGE,C6_CAGE_12h,C6,C6_CAGE_12h,LT934125.1,-,127147,16,prime3
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,127148,3,prime3
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,-,127148,2,prime3
GCTG,12h,12,CAGE,C6_CAGE_12h,C6,C6_CAGE_12h,LT934125.1,-,127148,3,prime3
TACG,4h,4,CAGE,C6_CAGE_4h,C6,C6_CAGE_4h,LT934125.1,-,127148,1,prime3
GCTG,12h,12,CAGE,C6_CAGE_12h,C6,C6_CAGE_12h,LT934125.1,-,127149,1,prime3
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,127150,5,prime3
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,-,127150,2,prime3
GCTG,12h,12,CAGE,C6_CAGE_12h,C6,C6_CAGE_12h,LT934125.1,-,127150,2,prime3
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,127151,3,prime3
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,-,127151,2,prime3
GCTG,12h,12,CAGE,C6_CAGE_12h,C6,C6_CAGE_12h,LT934125.1,-,127151,2,prime3
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,-,127152,1,prime3
GCTG,12h,12,CAGE,C6_CAGE_12h,C6,C6_CAGE_12h,LT934125.1,-,127152,1,prime3
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,127153,3,prime3
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,-,127153,1,prime3
GCTG,12h,12,CAGE,C6_CAGE_12h,C6,C6_CAGE_12h,LT934125.1,-,127153,2,prime3
TACG,4h,4,CAGE,C6_CAGE_4h,C6,C6_CAGE_4h,LT934125.1,-,127153,1,prime3
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,127154,1,prime3
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,127156,8,prime3
AGTG,4h,4,CAGE,PK-15_CAGE_4h,PK-15,PK-15_CAGE_4h,LT934125.1,-,127156,2,prime3
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,-,127156,10,prime3
GCTG,12h,12,CAGE,C6_CAGE_12h,C6,C6_CAGE_12h,LT934125.1,-,127156,2,prime3
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,-,127157,1,prime3
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,127159,3,prime3
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,-,127159,2,prime3
GCTG,12h,12,CAGE,C6_CAGE_12h,C6,C6_CAGE_12h,LT934125.1,-,127159,1,prime3
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,127162,10,prime3
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,-,127162,7,prime3
GCTG,12h,12,CAGE,C6_CAGE_12h,C6,C6_CAGE_12h,LT934125.1,-,127162,2,prime3
TACG,4h,4,CAGE,C6_CAGE_4h,C6,C6_CAGE_4h,LT934125.1,-,127162,1,prime3
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,127163,1,prime3
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,-,127164,1,prime3
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,127165,4,prime3
AGTG,4h,4,CAGE,PK-15_CAGE_4h,PK-15,PK-15_CAGE_4h,LT934125.1,-,127165,2,prime3
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,-,127165,5,prime3
GCTG,12h,12,CAGE,C6_CAGE_12h,C6,C6_CAGE_12h,LT934125.1,-,127165,6,prime3
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,127166,2,prime3
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,-,127166,3,prime3
GCTG,12h,12,CAGE,C6_CAGE_12h,C6,C6_CAGE_12h,LT934125.1,-,127166,1,prime3
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,127168,3,prime3
AGTG,4h,4,CAGE,PK-15_CAGE_4h,PK-15,PK-15_CAGE_4h,LT934125.1,-,127168,1,prime3
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,-,127168,1,prime3
GCTG,12h,12,CAGE,C6_CAGE_12h,C6,C6_CAGE_12h,LT934125.1,-,127168,3,prime3
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,127169,1,prime3
AGTG,4h,4,CAGE,PK-15_CAGE_4h,PK-15,PK-15_CAGE_4h,LT934125.1,-,127169,2,prime3
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,-,127169,1,prime3
GCTG,12h,12,CAGE,C6_CAGE_12h,C6,C6_CAGE_12h,LT934125.1,-,127169,2,prime3
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,127170,1,prime3
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,127171,31,prime3
AGTG,4h,4,CAGE,PK-15_CAGE_4h,PK-15,PK-15_CAGE_4h,LT934125.1,-,127171,5,prime3
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,-,127171,20,prime3
GCTG,12h,12,CAGE,C6_CAGE_12h,C6,C6_CAGE_12h,LT934125.1,-,127171,28,prime3
TACG,4h,4,CAGE,C6_CAGE_4h,C6,C6_CAGE_4h,LT934125.1,-,127171,2,prime3
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,127172,1,prime3
AGTG,4h,4,CAGE,PK-15_CAGE_4h,PK-15,PK-15_CAGE_4h,LT934125.1,-,127172,1,prime3
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,-,127172,4,prime3
GCTG,12h,12,CAGE,C6_CAGE_12h,C6,C6_CAGE_12h,LT934125.1,-,127172,2,prime3
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,127173,1,prime3
GCTG,12h,12,CAGE,C6_CAGE_12h,C6,C6_CAGE_12h,LT934125.1,-,127173,2,prime3
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,127174,5,prime3
AGTG,4h,4,CAGE,PK-15_CAGE_4h,PK-15,PK-15_CAGE_4h,LT934125.1,-,127174,2,prime3
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,-,127174,5,prime3
GCTG,12h,12,CAGE,C6_CAGE_12h,C6,C6_CAGE_12h,LT934125.1,-,127174,6,prime3
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,127175,2,prime3
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,-,127175,5,prime3
GCGG,4h,4,CAGE,PC-12_CAGE_4h,PC-12,PC-12_CAGE_4h,LT934125.1,-,127175,1,prime3
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,127177,2,prime3
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,-,127177,2,prime3
GCTG,12h,12,CAGE,C6_CAGE_12h,C6,C6_CAGE_12h,LT934125.1,-,127177,7,prime3
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,127178,1,prime3
AGTG,4h,4,CAGE,PK-15_CAGE_4h,PK-15,PK-15_CAGE_4h,LT934125.1,-,127178,1,prime3
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,-,127178,4,prime3
GCTG,12h,12,CAGE,C6_CAGE_12h,C6,C6_CAGE_12h,LT934125.1,-,127181,1,prime3
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,127182,2,prime3
GCTG,12h,12,CAGE,C6_CAGE_12h,C6,C6_CAGE_12h,LT934125.1,-,127182,2,prime3
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,127183,9,prime3
AGTG,4h,4,CAGE,PK-15_CAGE_4h,PK-15,PK-15_CAGE_4h,LT934125.1,-,127183,2,prime3
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,-,127183,2,prime3
GCGG,4h,4,CAGE,PC-12_CAGE_4h,PC-12,PC-12_CAGE_4h,LT934125.1,-,127183,1,prime3
GCTG,12h,12,CAGE,C6_CAGE_12h,C6,C6_CAGE_12h,LT934125.1,-,127183,4,prime3
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,127184,1,prime3
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,-,127184,2,prime3
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,127185,1,prime3
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,127186,1,prime3
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,-,127186,2,prime3
GCTG,12h,12,CAGE,C6_CAGE_12h,C6,C6_CAGE_12h,LT934125.1,-,127186,6,prime3
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,127187,7,prime3
AGTG,4h,4,CAGE,PK-15_CAGE_4h,PK-15,PK-15_CAGE_4h,LT934125.1,-,127187,1,prime3
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,-,127187,1,prime3
GCTG,12h,12,CAGE,C6_CAGE_12h,C6,C6_CAGE_12h,LT934125.1,-,127187,2,prime3
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,127188,2,prime3
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,-,127188,1,prime3
GCTG,12h,12,CAGE,C6_CAGE_12h,C6,C6_CAGE_12h,LT934125.1,-,127188,2,prime3
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,127190,4,prime3
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,-,127190,1,prime3
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,127191,3,prime3
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,-,127191,1,prime3
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,127192,232,prime3
AGTG,4h,4,CAGE,PK-15_CAGE_4h,PK-15,PK-15_CAGE_4h,LT934125.1,-,127192,48,prime3
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,-,127192,195,prime3
GCGG,4h,4,CAGE,PC-12_CAGE_4h,PC-12,PC-12_CAGE_4h,LT934125.1,-,127192,8,prime3
GCTG,12h,12,CAGE,C6_CAGE_12h,C6,C6_CAGE_12h,LT934125.1,-,127192,213,prime3
TACG,4h,4,CAGE,C6_CAGE_4h,C6,C6_CAGE_4h,LT934125.1,-,127192,16,prime3
