sample	seqnames	strand	window_start	window_end	sum_coverage	mean_coverage	sd_coverage	median_coverage	min_coverage	max_coverage	varcoeff_coverage	cell_line	hpi	Time	bamfiles	libtype	group	sample_name
TACG	LT934125.1	-	119401	119450	0	0	0	0	0	0		C6	4h	4	TACG_mappedAligned.out.bam	CAGE	C6_CAGE_4h	C6_CAGE_4h
TACG	LT934125.1	-	119451	119500	0	0	0	0	0	0		C6	4h	4	TACG_mappedAligned.out.bam	CAGE	C6_CAGE_4h	C6_CAGE_4h
TACG	LT934125.1	-	119501	119550	0	0	0	0	0	0		C6	4h	4	TACG_mappedAligned.out.bam	CAGE	C6_CAGE_4h	C6_CAGE_4h
TACG	LT934125.1	-	119551	119600	0	0	0	0	0	0		C6	4h	4	TACG_mappedAligned.out.bam	CAGE	C6_CAGE_4h	C6_CAGE_4h
TACG	LT934125.1	-	119601	119650	0	0	0	0	0	0		C6	4h	4	TACG_mappedAligned.out.bam	CAGE	C6_CAGE_4h	C6_CAGE_4h
TACG	LT934125.1	-	119651	119700	0	0	0	0	0	0		C6	4h	4	TACG_mappedAligned.out.bam	CAGE	C6_CAGE_4h	C6_CAGE_4h
TACG	LT934125.1	-	119701	119750	0	0	0	0	0	0		C6	4h	4	TACG_mappedAligned.out.bam	CAGE	C6_CAGE_4h	C6_CAGE_4h
TACG	LT934125.1	-	119751	119800	0	0	0	0	0	0		C6	4h	4	TACG_mappedAligned.out.bam	CAGE	C6_CAGE_4h	C6_CAGE_4h
TACG	LT934125.1	-	119801	119850	0	0	0	0	0	0		C6	4h	4	TACG_mappedAligned.out.bam	CAGE	C6_CAGE_4h	C6_CAGE_4h
TACG	LT934125.1	-	119851	119900	0	0	0	0	0	0		C6	4h	4	TACG_mappedAligned.out.bam	CAGE	C6_CAGE_4h	C6_CAGE_4h
TACG	LT934125.1	-	119901	119950	0	0	0	0	0	0		C6	4h	4	TACG_mappedAligned.out.bam	CAGE	C6_CAGE_4h	C6_CAGE_4h
TACG	LT934125.1	-	119951	120000	0	0	0	0	0	0		C6	4h	4	TACG_mappedAligned.out.bam	CAGE	C6_CAGE_4h	C6_CAGE_4h
TACG	LT934125.1	-	120001	120050	0	0	0	0	0	0		C6	4h	4	TACG_mappedAligned.out.bam	CAGE	C6_CAGE_4h	C6_CAGE_4h
TACG	LT934125.1	-	120051	120100	0	0	0	0	0	0		C6	4h	4	TACG_mappedAligned.out.bam	CAGE	C6_CAGE_4h	C6_CAGE_4h
TACG	LT934125.1	-	120101	120150	0	0	0	0	0	0		C6	4h	4	TACG_mappedAligned.out.bam	CAGE	C6_CAGE_4h	C6_CAGE_4h
TACG	LT934125.1	-	120151	120200	0	0	0	0	0	0		C6	4h	4	TACG_mappedAligned.out.bam	CAGE	C6_CAGE_4h	C6_CAGE_4h
TACG	LT934125.1	-	120201	120250	0	0	0	0	0	0		C6	4h	4	TACG_mappedAligned.out.bam	CAGE	C6_CAGE_4h	C6_CAGE_4h
TACG	LT934125.1	-	120251	120300	0	0	0	0	0	0		C6	4h	4	TACG_mappedAligned.out.bam	CAGE	C6_CAGE_4h	C6_CAGE_4h
TACG	LT934125.1	-	120301	120350	0	0	0	0	0	0		C6	4h	4	TACG_mappedAligned.out.bam	CAGE	C6_CAGE_4h	C6_CAGE_4h
TACG	LT934125.1	-	120351	120400	0	0	0	0	0	0		C6	4h	4	TACG_mappedAligned.out.bam	CAGE	C6_CAGE_4h	C6_CAGE_4h
TACG	LT934125.1	-	120401	120450	0	0	0	0	0	0		C6	4h	4	TACG_mappedAligned.out.bam	CAGE	C6_CAGE_4h	C6_CAGE_4h
TACG	LT934125.1	-	120451	120500	0	0	0	0	0	0		C6	4h	4	TACG_mappedAligned.out.bam	CAGE	C6_CAGE_4h	C6_CAGE_4h
TACG	LT934125.1	-	120501	120550	0	0	0	0	0	0		C6	4h	4	TACG_mappedAligned.out.bam	CAGE	C6_CAGE_4h	C6_CAGE_4h
TACG	LT934125.1	-	120551	120600	0	0	0	0	0	0		C6	4h	4	TACG_mappedAligned.out.bam	CAGE	C6_CAGE_4h	C6_CAGE_4h
TACG	LT934125.1	-	120601	120650	0	0	0	0	0	0		C6	4h	4	TACG_mappedAligned.out.bam	CAGE	C6_CAGE_4h	C6_CAGE_4h
TACG	LT934125.1	-	120651	120700	0	0	0	0	0	0		C6	4h	4	TACG_mappedAligned.out.bam	CAGE	C6_CAGE_4h	C6_CAGE_4h
TACG	LT934125.1	-	120701	120750	0	0	0	0	0	0		C6	4h	4	TACG_mappedAligned.out.bam	CAGE	C6_CAGE_4h	C6_CAGE_4h
TACG	LT934125.1	-	120751	120800	0	0	0	0	0	0		C6	4h	4	TACG_mappedAligned.out.bam	CAGE	C6_CAGE_4h	C6_CAGE_4h
TACG	LT934125.1	-	120801	120850	0	0	0	0	0	0		C6	4h	4	TACG_mappedAligned.out.bam	CAGE	C6_CAGE_4h	C6_CAGE_4h
TACG	LT934125.1	-	120851	120900	0	0	0	0	0	0		C6	4h	4	TACG_mappedAligned.out.bam	CAGE	C6_CAGE_4h	C6_CAGE_4h
TACG	LT934125.1	-	120901	120950	0	0	0	0	0	0		C6	4h	4	TACG_mappedAligned.out.bam	CAGE	C6_CAGE_4h	C6_CAGE_4h
TACG	LT934125.1	-	120951	121000	0	0	0	0	0	0		C6	4h	4	TACG_mappedAligned.out.bam	CAGE	C6_CAGE_4h	C6_CAGE_4h
TACG	LT934125.1	-	121001	121050	0	0	0	0	0	0		C6	4h	4	TACG_mappedAligned.out.bam	CAGE	C6_CAGE_4h	C6_CAGE_4h
TACG	LT934125.1	-	121051	121100	0	0	0	0	0	0		C6	4h	4	TACG_mappedAligned.out.bam	CAGE	C6_CAGE_4h	C6_CAGE_4h
TACG	LT934125.1	-	121101	121150	0	0	0	0	0	0		C6	4h	4	TACG_mappedAligned.out.bam	CAGE	C6_CAGE_4h	C6_CAGE_4h
TACG	LT934125.1	-	121151	121200	0	0	0	0	0	0		C6	4h	4	TACG_mappedAligned.out.bam	CAGE	C6_CAGE_4h	C6_CAGE_4h
TACG	LT934125.1	-	121201	121250	0	0	0	0	0	0		C6	4h	4	TACG_mappedAligned.out.bam	CAGE	C6_CAGE_4h	C6_CAGE_4h
TACG	LT934125.1	-	121251	121300	0	0	0	0	0	0		C6	4h	4	TACG_mappedAligned.out.bam	CAGE	C6_CAGE_4h	C6_CAGE_4h
TACG	LT934125.1	-	121301	121350	0	0	0	0	0	0		C6	4h	4	TACG_mappedAligned.out.bam	CAGE	C6_CAGE_4h	C6_CAGE_4h
TACG	LT934125.1	-	121351	121400	0	0	0	0	0	0		C6	4h	4	TACG_mappedAligned.out.bam	CAGE	C6_CAGE_4h	C6_CAGE_4h
TACG	LT934125.1	-	121401	121450	0	0	0	0	0	0		C6	4h	4	TACG_mappedAligned.out.bam	CAGE	C6_CAGE_4h	C6_CAGE_4h
TACG	LT934125.1	-	121451	121500	0	0	0	0	0	0		C6	4h	4	TACG_mappedAligned.out.bam	CAGE	C6_CAGE_4h	C6_CAGE_4h
TACG	LT934125.1	-	121501	121550	0	0	0	0	0	0		C6	4h	4	TACG_mappedAligned.out.bam	CAGE	C6_CAGE_4h	C6_CAGE_4h
TACG	LT934125.1	-	121551	121600	0	0	0	0	0	0		C6	4h	4	TACG_mappedAligned.out.bam	CAGE	C6_CAGE_4h	C6_CAGE_4h
TACG	LT934125.1	-	121601	121650	0	0	0	0	0	0		C6	4h	4	TACG_mappedAligned.out.bam	CAGE	C6_CAGE_4h	C6_CAGE_4h
TACG	LT934125.1	-	121651	121700	0	0	0	0	0	0		C6	4h	4	TACG_mappedAligned.out.bam	CAGE	C6_CAGE_4h	C6_CAGE_4h
TACG	LT934125.1	-	121701	121750	0	0	0	0	0	0		C6	4h	4	TACG_mappedAligned.out.bam	CAGE	C6_CAGE_4h	C6_CAGE_4h
TACG	LT934125.1	-	121751	121800	0	0	0	0	0	0		C6	4h	4	TACG_mappedAligned.out.bam	CAGE	C6_CAGE_4h	C6_CAGE_4h
TACG	LT934125.1	-	121801	121850	0	0	0	0	0	0		C6	4h	4	TACG_mappedAligned.out.bam	CAGE	C6_CAGE_4h	C6_CAGE_4h
TACG	LT934125.1	-	121851	121900	0	0	0	0	0	0		C6	4h	4	TACG_mappedAligned.out.bam	CAGE	C6_CAGE_4h	C6_CAGE_4h
TACG	LT934125.1	-	121901	121950	0	0	0	0	0	0		C6	4h	4	TACG_mappedAligned.out.bam	CAGE	C6_CAGE_4h	C6_CAGE_4h
TACG	LT934125.1	-	121951	122000	0	0	0	0	0	0		C6	4h	4	TACG_mappedAligned.out.bam	CAGE	C6_CAGE_4h	C6_CAGE_4h
TACG	LT934125.1	-	122001	122050	0	0	0	0	0	0		C6	4h	4	TACG_mappedAligned.out.bam	CAGE	C6_CAGE_4h	C6_CAGE_4h
TACG	LT934125.1	-	122051	122100	0	0	0	0	0	0		C6	4h	4	TACG_mappedAligned.out.bam	CAGE	C6_CAGE_4h	C6_CAGE_4h
TACG	LT934125.1	-	122101	122150	0	0	0	0	0	0		C6	4h	4	TACG_mappedAligned.out.bam	CAGE	C6_CAGE_4h	C6_CAGE_4h
TACG	LT934125.1	-	122151	122200	0	0	0	0	0	0		C6	4h	4	TACG_mappedAligned.out.bam	CAGE	C6_CAGE_4h	C6_CAGE_4h
TACG	LT934125.1	-	122201	122250	0	0	0	0	0	0		C6	4h	4	TACG_mappedAligned.out.bam	CAGE	C6_CAGE_4h	C6_CAGE_4h
TACG	LT934125.1	-	122251	122300	0	0	0	0	0	0		C6	4h	4	TACG_mappedAligned.out.bam	CAGE	C6_CAGE_4h	C6_CAGE_4h
TACG	LT934125.1	-	122301	122350	0	0	0	0	0	0		C6	4h	4	TACG_mappedAligned.out.bam	CAGE	C6_CAGE_4h	C6_CAGE_4h
TACG	LT934125.1	-	122351	122400	0	0	0	0	0	0		C6	4h	4	TACG_mappedAligned.out.bam	CAGE	C6_CAGE_4h	C6_CAGE_4h
TACG	LT934125.1	-	122401	122450	0	0	0	0	0	0		C6	4h	4	TACG_mappedAligned.out.bam	CAGE	C6_CAGE_4h	C6_CAGE_4h
TACG	LT934125.1	-	122451	122500	0	0	0	0	0	0		C6	4h	4	TACG_mappedAligned.out.bam	CAGE	C6_CAGE_4h	C6_CAGE_4h
TACG	LT934125.1	-	122501	122550	0	0	0	0	0	0		C6	4h	4	TACG_mappedAligned.out.bam	CAGE	C6_CAGE_4h	C6_CAGE_4h
TACG	LT934125.1	-	122551	122600	0	0	0	0	0	0		C6	4h	4	TACG_mappedAligned.out.bam	CAGE	C6_CAGE_4h	C6_CAGE_4h
TACG	LT934125.1	-	122601	122650	0	0	0	0	0	0		C6	4h	4	TACG_mappedAligned.out.bam	CAGE	C6_CAGE_4h	C6_CAGE_4h
TACG	LT934125.1	-	122651	122700	0	0	0	0	0	0		C6	4h	4	TACG_mappedAligned.out.bam	CAGE	C6_CAGE_4h	C6_CAGE_4h
TACG	LT934125.1	-	122701	122750	0	0	0	0	0	0		C6	4h	4	TACG_mappedAligned.out.bam	CAGE	C6_CAGE_4h	C6_CAGE_4h
TACG	LT934125.1	-	122751	122800	0	0	0	0	0	0		C6	4h	4	TACG_mappedAligned.out.bam	CAGE	C6_CAGE_4h	C6_CAGE_4h
TACG	LT934125.1	-	122801	122850	0	0	0	0	0	0		C6	4h	4	TACG_mappedAligned.out.bam	CAGE	C6_CAGE_4h	C6_CAGE_4h
TACG	LT934125.1	-	122851	122900	0	0	0	0	0	0		C6	4h	4	TACG_mappedAligned.out.bam	CAGE	C6_CAGE_4h	C6_CAGE_4h
TACG	LT934125.1	-	122901	122950	0	0	0	0	0	0		C6	4h	4	TACG_mappedAligned.out.bam	CAGE	C6_CAGE_4h	C6_CAGE_4h
TACG	LT934125.1	-	122951	123000	7	0.14	0.350509832753866	0	0	1	2.50364166252761	C6	4h	4	TACG_mappedAligned.out.bam	CAGE	C6_CAGE_4h	C6_CAGE_4h
TACG	LT934125.1	-	123001	123050	0	0	0	0	0	0		C6	4h	4	TACG_mappedAligned.out.bam	CAGE	C6_CAGE_4h	C6_CAGE_4h
TACG	LT934125.1	-	123051	123100	0	0	0	0	0	0		C6	4h	4	TACG_mappedAligned.out.bam	CAGE	C6_CAGE_4h	C6_CAGE_4h
TACG	LT934125.1	-	123101	123150	0	0	0	0	0	0		C6	4h	4	TACG_mappedAligned.out.bam	CAGE	C6_CAGE_4h	C6_CAGE_4h
TACG	LT934125.1	-	123151	123200	0	0	0	0	0	0		C6	4h	4	TACG_mappedAligned.out.bam	CAGE	C6_CAGE_4h	C6_CAGE_4h
TACG	LT934125.1	-	123201	123250	0	0	0	0	0	0		C6	4h	4	TACG_mappedAligned.out.bam	CAGE	C6_CAGE_4h	C6_CAGE_4h
TACG	LT934125.1	-	123251	123300	0	0	0	0	0	0		C6	4h	4	TACG_mappedAligned.out.bam	CAGE	C6_CAGE_4h	C6_CAGE_4h
TACG	LT934125.1	-	123301	123350	0	0	0	0	0	0		C6	4h	4	TACG_mappedAligned.out.bam	CAGE	C6_CAGE_4h	C6_CAGE_4h
TACG	LT934125.1	-	123351	123400	0	0	0	0	0	0		C6	4h	4	TACG_mappedAligned.out.bam	CAGE	C6_CAGE_4h	C6_CAGE_4h
TACG	LT934125.1	-	123401	123450	0	0	0	0	0	0		C6	4h	4	TACG_mappedAligned.out.bam	CAGE	C6_CAGE_4h	C6_CAGE_4h
TACG	LT934125.1	-	123451	123500	0	0	0	0	0	0		C6	4h	4	TACG_mappedAligned.out.bam	CAGE	C6_CAGE_4h	C6_CAGE_4h
TACG	LT934125.1	-	123501	123550	0	0	0	0	0	0		C6	4h	4	TACG_mappedAligned.out.bam	CAGE	C6_CAGE_4h	C6_CAGE_4h
TACG	LT934125.1	-	123551	123600	0	0	0	0	0	0		C6	4h	4	TACG_mappedAligned.out.bam	CAGE	C6_CAGE_4h	C6_CAGE_4h
TACG	LT934125.1	-	123601	123650	0	0	0	0	0	0		C6	4h	4	TACG_mappedAligned.out.bam	CAGE	C6_CAGE_4h	C6_CAGE_4h
TACG	LT934125.1	-	123651	123700	0	0	0	0	0	0		C6	4h	4	TACG_mappedAligned.out.bam	CAGE	C6_CAGE_4h	C6_CAGE_4h
TACG	LT934125.1	-	123701	123750	0	0	0	0	0	0		C6	4h	4	TACG_mappedAligned.out.bam	CAGE	C6_CAGE_4h	C6_CAGE_4h
TACG	LT934125.1	-	123751	123800	0	0	0	0	0	0		C6	4h	4	TACG_mappedAligned.out.bam	CAGE	C6_CAGE_4h	C6_CAGE_4h
TACG	LT934125.1	-	123801	123850	0	0	0	0	0	0		C6	4h	4	TACG_mappedAligned.out.bam	CAGE	C6_CAGE_4h	C6_CAGE_4h
TACG	LT934125.1	-	123851	123900	0	0	0	0	0	0		C6	4h	4	TACG_mappedAligned.out.bam	CAGE	C6_CAGE_4h	C6_CAGE_4h
TACG	LT934125.1	-	123901	123950	0	0	0	0	0	0		C6	4h	4	TACG_mappedAligned.out.bam	CAGE	C6_CAGE_4h	C6_CAGE_4h
TACG	LT934125.1	-	123951	124000	0	0	0	0	0	0		C6	4h	4	TACG_mappedAligned.out.bam	CAGE	C6_CAGE_4h	C6_CAGE_4h
TACG	LT934125.1	-	124001	124050	0	0	0	0	0	0		C6	4h	4	TACG_mappedAligned.out.bam	CAGE	C6_CAGE_4h	C6_CAGE_4h
TACG	LT934125.1	-	124051	124100	0	0	0	0	0	0		C6	4h	4	TACG_mappedAligned.out.bam	CAGE	C6_CAGE_4h	C6_CAGE_4h
TACG	LT934125.1	-	124101	124150	0	0	0	0	0	0		C6	4h	4	TACG_mappedAligned.out.bam	CAGE	C6_CAGE_4h	C6_CAGE_4h
TACG	LT934125.1	-	124151	124200	0	0	0	0	0	0		C6	4h	4	TACG_mappedAligned.out.bam	CAGE	C6_CAGE_4h	C6_CAGE_4h
TACG	LT934125.1	-	124201	124250	0	0	0	0	0	0		C6	4h	4	TACG_mappedAligned.out.bam	CAGE	C6_CAGE_4h	C6_CAGE_4h
TACG	LT934125.1	-	124251	124300	0	0	0	0	0	0		C6	4h	4	TACG_mappedAligned.out.bam	CAGE	C6_CAGE_4h	C6_CAGE_4h
TACG	LT934125.1	-	124301	124350	0	0	0	0	0	0		C6	4h	4	TACG_mappedAligned.out.bam	CAGE	C6_CAGE_4h	C6_CAGE_4h
TACG	LT934125.1	-	124351	124400	0	0	0	0	0	0		C6	4h	4	TACG_mappedAligned.out.bam	CAGE	C6_CAGE_4h	C6_CAGE_4h
TACG	LT934125.1	-	124401	124450	0	0	0	0	0	0		C6	4h	4	TACG_mappedAligned.out.bam	CAGE	C6_CAGE_4h	C6_CAGE_4h
TACG	LT934125.1	-	124451	124500	0	0	0	0	0	0		C6	4h	4	TACG_mappedAligned.out.bam	CAGE	C6_CAGE_4h	C6_CAGE_4h
TACG	LT934125.1	-	124501	124550	0	0	0	0	0	0		C6	4h	4	TACG_mappedAligned.out.bam	CAGE	C6_CAGE_4h	C6_CAGE_4h
TACG	LT934125.1	-	124551	124600	0	0	0	0	0	0		C6	4h	4	TACG_mappedAligned.out.bam	CAGE	C6_CAGE_4h	C6_CAGE_4h
TACG	LT934125.1	-	124601	124650	0	0	0	0	0	0		C6	4h	4	TACG_mappedAligned.out.bam	CAGE	C6_CAGE_4h	C6_CAGE_4h
TACG	LT934125.1	-	124651	124700	87	1.74	0.664247310717867	2	0	2	0.381751327998774	C6	4h	4	TACG_mappedAligned.out.bam	CAGE	C6_CAGE_4h	C6_CAGE_4h
TACG	LT934125.1	-	124701	124750	9	0.18	0.560247758603645	0	0	2	3.11248754779803	C6	4h	4	TACG_mappedAligned.out.bam	CAGE	C6_CAGE_4h	C6_CAGE_4h
TACG	LT934125.1	-	124751	124800	0	0	0	0	0	0		C6	4h	4	TACG_mappedAligned.out.bam	CAGE	C6_CAGE_4h	C6_CAGE_4h
TACG	LT934125.1	-	124801	124850	0	0	0	0	0	0		C6	4h	4	TACG_mappedAligned.out.bam	CAGE	C6_CAGE_4h	C6_CAGE_4h
TACG	LT934125.1	-	124851	124900	0	0	0	0	0	0		C6	4h	4	TACG_mappedAligned.out.bam	CAGE	C6_CAGE_4h	C6_CAGE_4h
TACG	LT934125.1	-	124901	124950	0	0	0	0	0	0		C6	4h	4	TACG_mappedAligned.out.bam	CAGE	C6_CAGE_4h	C6_CAGE_4h
TACG	LT934125.1	-	124951	125000	0	0	0	0	0	0		C6	4h	4	TACG_mappedAligned.out.bam	CAGE	C6_CAGE_4h	C6_CAGE_4h
TACG	LT934125.1	-	125001	125050	0	0	0	0	0	0		C6	4h	4	TACG_mappedAligned.out.bam	CAGE	C6_CAGE_4h	C6_CAGE_4h
TACG	LT934125.1	-	125051	125100	0	0	0	0	0	0		C6	4h	4	TACG_mappedAligned.out.bam	CAGE	C6_CAGE_4h	C6_CAGE_4h
TACG	LT934125.1	-	125101	125150	0	0	0	0	0	0		C6	4h	4	TACG_mappedAligned.out.bam	CAGE	C6_CAGE_4h	C6_CAGE_4h
TACG	LT934125.1	-	125151	125200	0	0	0	0	0	0		C6	4h	4	TACG_mappedAligned.out.bam	CAGE	C6_CAGE_4h	C6_CAGE_4h
TACG	LT934125.1	-	125201	125250	0	0	0	0	0	0		C6	4h	4	TACG_mappedAligned.out.bam	CAGE	C6_CAGE_4h	C6_CAGE_4h
TACG	LT934125.1	-	125251	125300	0	0	0	0	0	0		C6	4h	4	TACG_mappedAligned.out.bam	CAGE	C6_CAGE_4h	C6_CAGE_4h
TACG	LT934125.1	-	125301	125350	0	0	0	0	0	0		C6	4h	4	TACG_mappedAligned.out.bam	CAGE	C6_CAGE_4h	C6_CAGE_4h
TACG	LT934125.1	-	125351	125400	0	0	0	0	0	0		C6	4h	4	TACG_mappedAligned.out.bam	CAGE	C6_CAGE_4h	C6_CAGE_4h
TACG	LT934125.1	-	125401	125450	0	0	0	0	0	0		C6	4h	4	TACG_mappedAligned.out.bam	CAGE	C6_CAGE_4h	C6_CAGE_4h
TACG	LT934125.1	-	125451	125500	0	0	0	0	0	0		C6	4h	4	TACG_mappedAligned.out.bam	CAGE	C6_CAGE_4h	C6_CAGE_4h
TACG	LT934125.1	-	125501	125550	0	0	0	0	0	0		C6	4h	4	TACG_mappedAligned.out.bam	CAGE	C6_CAGE_4h	C6_CAGE_4h
TACG	LT934125.1	-	125551	125600	0	0	0	0	0	0		C6	4h	4	TACG_mappedAligned.out.bam	CAGE	C6_CAGE_4h	C6_CAGE_4h
TACG	LT934125.1	-	125601	125650	0	0	0	0	0	0		C6	4h	4	TACG_mappedAligned.out.bam	CAGE	C6_CAGE_4h	C6_CAGE_4h
TACG	LT934125.1	-	125651	125700	0	0	0	0	0	0		C6	4h	4	TACG_mappedAligned.out.bam	CAGE	C6_CAGE_4h	C6_CAGE_4h
TACG	LT934125.1	-	125701	125750	0	0	0	0	0	0		C6	4h	4	TACG_mappedAligned.out.bam	CAGE	C6_CAGE_4h	C6_CAGE_4h
TACG	LT934125.1	-	125751	125800	0	0	0	0	0	0		C6	4h	4	TACG_mappedAligned.out.bam	CAGE	C6_CAGE_4h	C6_CAGE_4h
TACG	LT934125.1	-	125801	125850	0	0	0	0	0	0		C6	4h	4	TACG_mappedAligned.out.bam	CAGE	C6_CAGE_4h	C6_CAGE_4h
TACG	LT934125.1	-	125851	125900	0	0	0	0	0	0		C6	4h	4	TACG_mappedAligned.out.bam	CAGE	C6_CAGE_4h	C6_CAGE_4h
TACG	LT934125.1	-	125901	125950	0	0	0	0	0	0		C6	4h	4	TACG_mappedAligned.out.bam	CAGE	C6_CAGE_4h	C6_CAGE_4h
TACG	LT934125.1	-	125951	126000	0	0	0	0	0	0		C6	4h	4	TACG_mappedAligned.out.bam	CAGE	C6_CAGE_4h	C6_CAGE_4h
TACG	LT934125.1	-	126001	126050	0	0	0	0	0	0		C6	4h	4	TACG_mappedAligned.out.bam	CAGE	C6_CAGE_4h	C6_CAGE_4h
TACG	LT934125.1	-	126051	126100	0	0	0	0	0	0		C6	4h	4	TACG_mappedAligned.out.bam	CAGE	C6_CAGE_4h	C6_CAGE_4h
TACG	LT934125.1	-	126101	126150	0	0	0	0	0	0		C6	4h	4	TACG_mappedAligned.out.bam	CAGE	C6_CAGE_4h	C6_CAGE_4h
TACG	LT934125.1	-	126151	126200	0	0	0	0	0	0		C6	4h	4	TACG_mappedAligned.out.bam	CAGE	C6_CAGE_4h	C6_CAGE_4h
TACG	LT934125.1	-	126201	126250	0	0	0	0	0	0		C6	4h	4	TACG_mappedAligned.out.bam	CAGE	C6_CAGE_4h	C6_CAGE_4h
TACG	LT934125.1	-	126251	126300	0	0	0	0	0	0		C6	4h	4	TACG_mappedAligned.out.bam	CAGE	C6_CAGE_4h	C6_CAGE_4h
TACG	LT934125.1	-	126301	126350	0	0	0	0	0	0		C6	4h	4	TACG_mappedAligned.out.bam	CAGE	C6_CAGE_4h	C6_CAGE_4h
TACG	LT934125.1	-	126351	126400	0	0	0	0	0	0		C6	4h	4	TACG_mappedAligned.out.bam	CAGE	C6_CAGE_4h	C6_CAGE_4h
TACG	LT934125.1	-	126401	126450	0	0	0	0	0	0		C6	4h	4	TACG_mappedAligned.out.bam	CAGE	C6_CAGE_4h	C6_CAGE_4h
TACG	LT934125.1	-	126451	126500	0	0	0	0	0	0		C6	4h	4	TACG_mappedAligned.out.bam	CAGE	C6_CAGE_4h	C6_CAGE_4h
TACG	LT934125.1	-	126501	126550	0	0	0	0	0	0		C6	4h	4	TACG_mappedAligned.out.bam	CAGE	C6_CAGE_4h	C6_CAGE_4h
TACG	LT934125.1	-	126551	126600	0	0	0	0	0	0		C6	4h	4	TACG_mappedAligned.out.bam	CAGE	C6_CAGE_4h	C6_CAGE_4h
TACG	LT934125.1	-	126601	126650	0	0	0	0	0	0		C6	4h	4	TACG_mappedAligned.out.bam	CAGE	C6_CAGE_4h	C6_CAGE_4h
TACG	LT934125.1	-	126651	126700	0	0	0	0	0	0		C6	4h	4	TACG_mappedAligned.out.bam	CAGE	C6_CAGE_4h	C6_CAGE_4h
TACG	LT934125.1	-	126701	126750	0	0	0	0	0	0		C6	4h	4	TACG_mappedAligned.out.bam	CAGE	C6_CAGE_4h	C6_CAGE_4h
TACG	LT934125.1	-	126751	126800	0	0	0	0	0	0		C6	4h	4	TACG_mappedAligned.out.bam	CAGE	C6_CAGE_4h	C6_CAGE_4h
TACG	LT934125.1	-	126801	126850	0	0	0	0	0	0		C6	4h	4	TACG_mappedAligned.out.bam	CAGE	C6_CAGE_4h	C6_CAGE_4h
TACG	LT934125.1	-	126851	126900	0	0	0	0	0	0		C6	4h	4	TACG_mappedAligned.out.bam	CAGE	C6_CAGE_4h	C6_CAGE_4h
TACG	LT934125.1	-	126901	126950	0	0	0	0	0	0		C6	4h	4	TACG_mappedAligned.out.bam	CAGE	C6_CAGE_4h	C6_CAGE_4h
TACG	LT934125.1	-	126951	127000	97	1.94	0.313635691430002	2	0	2	0.161667882180413	C6	4h	4	TACG_mappedAligned.out.bam	CAGE	C6_CAGE_4h	C6_CAGE_4h
TACG	LT934125.1	-	127001	127050	285	5.7	2.85892801374136	5	1	11	0.501566318200238	C6	4h	4	TACG_mappedAligned.out.bam	CAGE	C6_CAGE_4h	C6_CAGE_4h
TACG	LT934125.1	-	127051	127100	528	10.56	1.87529589501965	10	8	15	0.177584838543528	C6	4h	4	TACG_mappedAligned.out.bam	CAGE	C6_CAGE_4h	C6_CAGE_4h
TACG	LT934125.1	-	127101	127150	331	6.62	2.6641229364292	7	2	10	0.402435488886587	C6	4h	4	TACG_mappedAligned.out.bam	CAGE	C6_CAGE_4h	C6_CAGE_4h
TACG	LT934125.1	-	127151	127200	483	9.66	5.18478937048811	8	5	21	0.53672767810436	C6	4h	4	TACG_mappedAligned.out.bam	CAGE	C6_CAGE_4h	C6_CAGE_4h
TACG	LT934125.1	-	127201	127250	1042	20.84	3.4662218448263	20	18	40	0.166325424415849	C6	4h	4	TACG_mappedAligned.out.bam	CAGE	C6_CAGE_4h	C6_CAGE_4h
TACG	LT934125.1	-	127251	127300	899	17.98	9.06774953517426	23	3	24	0.504324223313363	C6	4h	4	TACG_mappedAligned.out.bam	CAGE	C6_CAGE_4h	C6_CAGE_4h
TACG	LT934125.1	-	127301	127350	201	4.02	0.514682386704338	4	3	5	0.128030444453815	C6	4h	4	TACG_mappedAligned.out.bam	CAGE	C6_CAGE_4h	C6_CAGE_4h
TACG	LT934125.1	-	127351	127400	509	10.18	2.29186671977768	11	3	13	0.225134255380911	C6	4h	4	TACG_mappedAligned.out.bam	CAGE	C6_CAGE_4h	C6_CAGE_4h
TACG	LT934125.1	-	127401	127450	177	3.54	2.34920742170718	3	1	12	0.663617915736491	C6	4h	4	TACG_mappedAligned.out.bam	CAGE	C6_CAGE_4h	C6_CAGE_4h
TACG	LT934125.1	-	127451	127500	105	2.1	1.09264703862703	2	0	3	0.520308113631917	C6	4h	4	TACG_mappedAligned.out.bam	CAGE	C6_CAGE_4h	C6_CAGE_4h
TACG	LT934125.1	-	127501	127550	51	1.02	0.588668507943901	1	0	3	0.577125988180295	C6	4h	4	TACG_mappedAligned.out.bam	CAGE	C6_CAGE_4h	C6_CAGE_4h
TACG	LT934125.1	-	127551	127600	115	2.3	0.762648446573665	2	2	5	0.331586281118985	C6	4h	4	TACG_mappedAligned.out.bam	CAGE	C6_CAGE_4h	C6_CAGE_4h
TACG	LT934125.1	-	127601	127650	274	5.48	1.1647895491794	6	2	7	0.212552837441496	C6	4h	4	TACG_mappedAligned.out.bam	CAGE	C6_CAGE_4h	C6_CAGE_4h
TACG	LT934125.1	-	127651	127700	97	1.94	0.549953615854862	2	1	3	0.283481245286011	C6	4h	4	TACG_mappedAligned.out.bam	CAGE	C6_CAGE_4h	C6_CAGE_4h
